"id","name","weapon_no","passive_id","card_cost","restriction","image","caption","weapon_type","material_use_cnt","material_add_param","material_exp","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
141,"妖精柄の時計",141,,1,39,"item_f_zm01.swf","ATK+1。遠隔DEF+3。文字盤にトゥースフェアリーが描かれた懐中時計。",0,0,0,0,"2010-06-18 08:30:02 UTC","Fairy Patterned Watch","Montre au Motif de Fée","요정무늬 시계","妖精纹钟表","妖精紋鐘錶","Floral Fairy Clock","นาฬิการูปภูต","ATK+1. Long Range DEF+3. A pocket watch with a picture of the Tooth Fairy enscribed on the dial.","ATK+1. Longue portée DEF+3. Montre à gousset dont le cadran est décoré d'un dessin de Fée.","ATK+1, 원거리DEF+3 /문자판에 프람이 그려진 회중 시계","攻击+1。远距离防御+3。錶盘上刻划有尖牙妖精的怀錶。","攻擊+1。遠距離防禦+3。錶盤上刻劃有尖牙妖精的懷錶。","ATK+1. GUN DEF+3. Jam saku dengan bergambar Tooth Fairy.","ATK+1 DEFไกล+3 นาฬิกาพกที่หน้าปัดมีรูปทูธแฟรี่เขียนอยู่"
142,"炎紋の時計",142,,1,39,"item_f_zm02.swf","ATK+1。DEF+2。文字盤が青白く燃える不滅の炎で作られた懐中時計。",0,0,0,0,"2010-06-18 08:30:02 UTC","Flame Crested Watch","Montre au Blason Enflammé","불꽃문양의 시계","炎纹钟表","炎紋鐘錶","Flame Crest Clock","นาฬิกาเปลวเพลิง","ATK+1. DEF+2. The dial of this pocket watch is an uncanny dancing blue flame.","ATK+1. DEF+2. Montre à gousset fabriquée à partir d'une flamme. Le cadran brille de la lueur de cette flamme.","ATK+1, DEF+2 /문자판이 불타는 불멸의 불길로 만들어진 회중 시계","攻击+1。防御+2。錶盘是由蓝白色的烈焰不灭之火所锻造而成的怀錶。","攻擊+1。防禦+2。錶盤是由藍白色的烈焰不滅之火所鍛造而成的懷錶。","ATK+1. DEF+2. Jam saku yang terbuat dari api. Jarum jamnya membara dengan api pucat.","ATK+1 DEF+2 นาฬิกาพกที่หน้าปัดทำจากไฟสีฟ้าขาวที่ไม่มีวันดับ"
143,"英雄の戦曲",143,,0,40,"item_f_zn00.swf","遠隔ATK+4。聴いた者の力を高める効果を持つ楽曲が記された譜面。",0,0,0,0,"2010-06-18 08:30:02 UTC","Song of War Heroes","Musique de guerre des Héros","영웅의 전곡","英雄战曲","英雄戰曲","Heroic Hymn","เพลงรบแห่งผู้กล้า","Long Range ATK+4. The score of a song that bolsters the morale of those who hear it.","Longue portée ATK+4. Partition musicale qui a pour effet d'augmenter la puissance de ceux qui l'écoutent.","원거리ATK+4 /듣는 사람의 사기를 높여주는 악보","远距离攻击+4。记载着能提升听者力量之乐曲的乐谱。","遠距離攻擊+4。記載著能提升聽者力量之樂曲的樂譜。","GUN ATK+4. Partitur musik yang menambah kekuatan semua orang yang sedang mendengarkan.","ATKไกล+4 โน้ตดนตรีบันทึกเพลงที่สามารถทำให้พลังของผู้ฟังเพิ่มสูงขึ้นได้"
144,"混沌戯曲",144,,1,40,"item_f_zn01.swf","遠隔ATK+1。近接DEF+4。聴いた者の運動神経を破壊しつくす楽曲が記された譜面。",0,0,0,0,"2010-06-18 08:30:02 UTC","Chaos Drama","Drame du Chaos","혼돈 희곡","混沌戏曲","混沌戲曲","Chaos Play","นาฏกรรมแห่งความยุ่งเหยิง","Long Range ATK+1. Short Range DEF+4. This tune was composed to quicken the reflexes of those who hear it.","Longue portée ATK+1 Courte portée DEF+4. Manuscrit musical pour détruire les nerfs moteurs de ceux qui l'écoutent.","원거리ATK+1,근거리DEF+4 /듣는 사람의 운동신경을 파괴시키는 악보","远距离攻击+1。近距离防御+4。记载着会将听者运动神经破坏殆尽之乐曲的乐谱。","遠距離攻擊+1。近距離防禦+4。記載著會將聽者運動神經破壞殆盡之樂曲的樂譜。","GUN ATK+1. SWORD DEF+4. Lagu yang melelahkan dan menghancurkan saraf motorik orang yang sedang mendengarkan.","ATKไกล+1 DEFใกล้+4 โน้ตดนตรีบันทึกเพลงที่สามารถทำให้จิตใจของผู้ฟังคลุ้มคลั่งได้"
145,"終末鎮魂曲",145,,1,40,"item_f_zn02.swf","ATK+1。DEF+2。曲を聴いた全ての者が死に絶える呪いの楽譜。",0,0,0,0,"2010-06-18 08:30:02 UTC","Final Requiem","Fin de Requiem","종말 진혼곡","终末镇魂曲","終末鎮魂曲","Doomsday Requiem","บทสวดศพแห่งจุดสิ้นสุด","ATK+1. DEF+2. All who hear this cursed tune are said to have succumbed to an early demise.","ATK+1. DEF+2. Un morceau maléfique qui tue tous les spectateurs.","ATK+1, DEF+2 /듣는 모든 사람이 멸족하는 저주의 악보","攻击+1。防御+2。听过此曲之人无一倖免全部丧生的诅咒乐谱。","攻擊+1。防禦+2。聽過此曲之人無一倖免全部喪生的詛咒樂譜。","ATK+1. DEF+2. Partitur terkutuk yang memusnahkan semua yang mendengarkannya.","ATK+1 DEF+2 โน้ตดนตรีต้องสาปที่ทำให้ผู้ฟังพบกับความตาย"
146,"アドリアマイシン",146,,0,41,"item_f_zo00.swf","近接DEF+4、特殊な感染源に対する抗体を持つ薬剤が入った注射器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Adriamycin","Adriamycin","아드리아마이신","阿霉素注射器","阿黴素注射器","Adriamycin","Adriamycin","Short Range DEF+4. A syringe containing a special combination of general purpose antibodies and health boosting phamaceuticals.","Courte portée DEF+4. Seringue avec des anticorps contre les agents infectieux.","근거리DEF+4 /특수한 감염원에 대한 항체를 가진 약제가 들어간 주사기","近距离防御+4，装有特殊感染源抗体药剂的注射器。","近距離防禦+4，裝有特殊感染源抗體藥劑的注射器。","SWORD DEF+4. Suntikan berisi antibody untuk melawan jenis infeksi tertentu.","DEFใกล้+4 เข็มฉีดยา บรรจุแอนตี้บอดี้ต้านเชื้อโรคชนิดพิเศษไว้"
147,"ヘミプレジア",147,,1,41,"item_f_zo01.swf","遠隔ATK+4。遠隔DEF+1。相手の脳を侵食し動きを麻痺させる薬剤が入った注射器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Hemiplegia","Hémiplégie","헤미플리지어","偏瘫注射器","偏癱注射器","Hemiplegia","Hemiplegia","Long Range ATK+4. Long Range DEF+1. A syringe full of a drug designed to induce paralysis in your foe.","Longue portée ATK+4. Longue portée DEF+1. Seringue permettant de paralyser les mouvements de l'adversaire et d'endommager leur cerveau.","원거리ATK+4, 원거리DEF+1/상대의 뇌에 침식해 움직임을 마비시키는 약제가 들어간 주사기","远距离攻击+4。远距离防御+1。装有侵蚀对手大脑麻痺其行动之药剂的注射器。","遠距離攻擊+4。遠距離防禦+1。裝有侵蝕對手大腦麻痺其行動之藥劑的注射器。","GUN ATK+4. GUN DEF+1. Suntikan berisi obat pelumpuh pergerakan sekaligus menggerogoti otak korbannya,","ATKไกล+4 DEFไกล+1 เข็มฉีดยา บรรจุยาที่รบกวนสมองและทำให้เป็นอัมพาต"
148,"オメガウィルス",148,,1,41,"item_f_zo02.swf","ATK+2。DEF+1。亜空間から飛来したウィルス物質を精製した薬剤が入った注射器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Omega Virus","Virus Omega","오메가바이러스","奥米伽病毒注射器","奧米伽病毒注射器","Omega Virus","Omega Virus","ATK+2. DEF+1. This synringe contains the purified form of a virus obtained from hyperspace.","ATK+2. DEF+1. Seringue contenant une matière virale provenant d'une sous-espèce.","ATK+2, DEF+1 /다른세계공간으로부터 날아들어온 바이러스물질을 정제한 약제가 들어간 주사기","攻击+2。防御+1。装有以来自亚空间的病毒物质精炼而成之药剂的注射器。","攻擊+2。防禦+1。裝有以來自亞空間的病毒物質精煉而成之藥劑的注射器。","ATK+2. DEF+1. Suntikan berisi materi virus dari dimensi lain yang sudah dijernihkan.","ATK+2 DEF+1 เข็มฉีดยา บรรจุยาที่สร้างจากสสารของไวรัสที่มาจากมิติชั้นสูง"
149,"四面楚歌",149,,0,42,"item_f_zp00.swf","DEF+2。1対1の戦いに重きを置いた使い手の身を守る変形棍。",0,0,0,0,"2010-06-18 08:30:02 UTC","Surrounded and Forsaken","Entouré d'Ennemis","사면초가","四面楚歌","四面楚歌","Besieged","ศัตรูรายล้อม","DEF+2. This staff specializes in 1 on 1 combat, and can deform to protect its wielder.","DEF+2. Bâton qui se transforme pour protéger son propriétaire : il est particulièrement utile dans les corps-à-corps.","DEF+2 / 1 vs1 싸움에 중점을 둔 싸용하는 사람의 몸을 지키는 변형봉","防御+2。在1对1战斗中可以保护使用者身体的沉重变形棍。","防禦+2。在1對1戰鬥中可以保護使用者身體的沉重變形棍。","DEF+2. Tongkat untuk melindungi pemakainya & menitikberatkan pada kemampuan bertarung satu lawan satu.","DEF+2 คทารูปร่างประหลาด ใช้ปกป้องผู้ถือครองคนสำคัญในสงคราม"
150,"乾坤一擲",150,,1,42,"item_f_zp01.swf","ATK+3。遠隔DEF-1。自らを不利な状況に追い込むことで強烈な痛打を与える変形棍。",0,0,0,0,"2010-06-18 08:30:02 UTC","All or Nothing","Misère","건곤일척","干坤一掷","乾坤一擲","All-or-Nothing","สู้ด้วยชีวิต","ATK+3. Long Range DEF-1. An adaptable staff that can maximise offensive capability by placing the wielder at a slight disadvantage defensively.","ATK+3. Longue portée DEF-1. Bâton qui se transforme pour donner un coup fatal à l'ennemi.","ATK+3, 원거리DEF-1 /스스로 불리한 상황에 몰아넣어 치명적인 타격을 주는 변형봉","攻击+3。远距离防御-1。藉由将使用者推入不利的状况来引发强烈痛击的变形棍。","攻擊+3。遠距離防禦-1。藉由將使用者推入不利的狀況來引發強烈痛擊的變形棍。","ATK+3. GUN DEF-1. Tongkat yang mampu memutarbalikkan keadaan dan menggulingkan lawan.","ATK+3 DEFไกล-1 คทารูปร่างประหลาด ให้การโจมตีรุนแรงยามเสียเปรียบ"
151,"不倶戴天",151,,1,42,"item_f_zp02.swf","ATK+2。DEF+1。恐ろしい威力と数多の呪いを併せ持った伝説の変形棍。",0,0,0,0,"2010-06-18 08:30:02 UTC","Irreconcilable Differences","Inconciliables","불구대천","不共戴天","不共戴天","Irreconcilable","แค้นสั่งตาย","ATK+2. DEF+1. A legendary staff that harbors numerous terrifying powers and curses.","ATK+2. DEF+1. Bâton qui se transforme en malédiction, aux nombreux et puissants pouvoirs.","ATK+2, DEF+1 /많은 저주와 무서운 위력을 겸비한 전설의 변형봉","攻击+2。防御+1。同时具有可怕威力以及大量诅咒的传说中的变形棍。","攻擊+2。防禦+1。同時具有可怕威力以及大量詛咒的傳說中的變形棍。","ATK+2. DEF+1. Tongkat yang mampu mengubah banyak kutukan dan kekuatan jahat lainnya.","ATK+2 DEF+1 คทารูปร่างประหลาดในตำนาน มีทั้งคำสาปและพลังทำลายที่น่ากลัว"
152,"カオスチャーム",152,,0,43,"item_f_zq00.swf","ATK-1。DEF+3。配合された混沌物質により相手の戦意を喪失させる怠惰の香水。",0,0,0,0,"2010-06-18 08:30:02 UTC","Chaos Charm","Charme de la Mort","샤름 드 모트","混沌迷情","混沌迷情","Chaos Charm","Chaos Charm","ATK-1. DEF+3. A perfume mixed with Chaos energy, that imbues foes with a profound laziness.","ATK-1. DEF+3. Parfum qui fait perdre l'esprit.","ATK-1, DEF+3/ 배합된 혼돈 물질에 의해 상대의 전의를 상실시키는 나태의 향수","攻击-1。防御+3。由混沌物质所调製，能使对手葬失战意的怠惰香水","攻擊-1。防禦+3。由混沌物質所調製，能使對手葬失戰意的怠惰香水","ATK-1. DEF+3. Wewangian dari material Chaos yang menghilangkan semangat bertarung lawan.","ATK-1 DEF+3 น้ำหอมแห่งความเกียจคร้าน สร้างจากส่วนผสมหลายอย่าง ทำให้ความกระหายสงครามของศัตรูลดลง"
153,"シンクロニティ",153,,1,43,"item_f_zq01.swf","遠隔ATK+3。DEF+1。香りを嗅いだ相手の心を操り自棄へと誘う魅了の香水。",0,0,0,0,"2010-06-18 08:30:02 UTC","Synchrony","Synchronisme","싱크로니즘","共时魅心","共時魅心","Synchronity","Synchronity","Long Range ATK+3. DEF+1. Those who inhale this perfume's toxic scent become slave to its melancholy.","Longue portée ATK+3. DEF+1. Parfum qui manipule les cœurs et invite au désespoir.","원거리ATK+3, DEF+1/향기를 맡은 상대의 마음을 조종하여 유혹하는 매료의 향수","远距离攻击+3。防御+1。操纵闻香者的心智使其陷入自暴自弃的魅惑香水。","遠距離攻擊+3。防禦+1。操縱聞香者的心智使其陷入自暴自棄的魅惑香水。","GUN ATK+3. DEF+1. Wewangian yang memikat & memancing untuk memanipulasi pikiran orang yang menghirupnya.","ATKไกล+3 DEF+1 น้ำหอมเสน่ห์ ทำให้ฝ่ายตรงข้ามที่ได้กลิ่นเกิดความสิ้นหวัง"
154,"グロリア",154,,1,43,"item_f_zq02.swf","ATK+2。DEF+1。正邪を見極め進むべき道を示す破呪の香水。",0,0,0,0,"2010-06-18 08:30:02 UTC","Gloria","Gloria","글로리아","破咒荣光","破咒榮光","Gloria","Gloria","ATK+2. DEF+1. This desctructive perfume shows the way to distinguish right and wrong.","ATK+2.DEF+1. Parfum qui identifie le bien et le mal.","ATK+2, DEF+1/옳고 그름을 밝혀 나아갈 길을 가르키는 저주를 파괴하는 향수","攻击+2。防御+1。能看破正邪并指示正确道路的解咒香水。","攻擊+2。防禦+1。能看破正邪並指示正確道路的解咒香水。","ATK+2. DEF+1. Wewangian terkutuk yang digunakan untuk membedakan yang benar dan yang salah.","ATK+2 DEF+1 น้ำหอมที่ชี้นำทางแยกแยะดีชั่ว"
155,"古竜の角",155,,0,44,"item_f_zr00.swf","DEF+2。かつて飛竜王と争い、敗れた古竜の角。",0,0,0,0,"2010-06-18 08:30:02 UTC","Old Dragon Horn","Coin du Vieux Dragon","흑염소의 뿔","古龙之角","古龍之角","Baphomet Horn","เขาของแพะภูเขาดำ","DEF+2. This sinister horn conceals the curse of an hircine daemon.","DEF+2. Coin du Dragon qui tenta de renverser le Roi Dragon et qui fut vaincu.","DEF+2/ 산양의 악마의 저주를 안에 숨긴 재앙 형태의 뿔","DEF+2。过去曾经与飞龙王鬥争，战败的古龙之角。","DEF+2。過去曾經與飛龍王鬥爭，戰敗的古龍之角。","DEF+2. Tanduk iblis yang bersimbol kambing hitam.","DEF+2 เขาโค้งงอที่มีคำสาปของแพะภูเขาซ่อนอยู่"
156,"屍竜の頭骨",156,,1,44,"item_f_zr01.swf","遠隔ATK+3。近接DEF+2。高位呪術の媒体に使用される屍竜の頭蓋骨。",0,0,0,0,"2010-06-18 08:30:02 UTC","Undead Dragon's Skull","Crâne de Dragon Mort","시룡의 두골","尸龙的头骨","屍龍的頭骨","Bone Dragon Skull","กะโหลกมังกร","Long Range ATK+3. Short Range DEF+2. This reanimated dragon's cranium serves as a medium for unspeakable high level sorcery.","Longue portée ATK+3. Courte portée DEF+2. Crâne de Dragon Mort utilisé grâce à une incantation.","원거리ATK+3, 근거리DEF+2/고위 주술에 매체에 사용되는 시룡의 두개골","远距离攻击+3。接近防御+2。被作为高等咒术媒介使用的尸龙头盖骨。","遠距離攻擊+3。接近防禦+2。被作為高等咒術媒介使用的屍龍頭蓋骨。","GUN ATK+3. SWORD DEF+2. Tengkorang naga yang digunakan sebagai media sihir tingkat tinggi.","ATKไกล+3 DEFใกล้+2 กะโหลกของมังกรที่ถูกใช้เป็นสื่อกลางในการร่ายคำสาปขั้นสูง"
157,"魔王の髑髏",157,,1,44,"item_f_zr02.swf","ATK+2。DEF+1。王たる者の魔力をその身に秘めた封印されし髑髏。",0,0,0,0,"2010-06-18 08:30:02 UTC","Daemon King's Skull","Crâne de Diable","사룡의 두골","魔王的骷髅","魔王的骷髏","Devil King Skull","กะโหลกราชาปิศาจ","ATK+2. DEF+1. Sealed within this skull is the power of its former owner, a fearful daemon king.","ATK+2.DEF+1. Crâne cacheté qui renferme un pouvoir magique.","ATK+2, DEF+1/ 왕이라는 자의 마력을 그 몸에 숨긴 봉인된 촉루","攻击+2。防御+1。其中藏有魔王魔力，被封印的骷髅。","攻擊+2。防禦+1。其中藏有魔王魔力，被封印的骷髏。","ATK+2. DEF+1. Tengkorang yang tersegel dan menyimpan kemampuan sihir.","ATK+2 DEF+1 กะโหลกที่ผนึกพลังเวทมนตร์ของราชาเอาไว้"
158,"聖魔の指輪",158,,0,45,"item_f_zs00.swf","ATK+3。近接DEF-1。大いなる力で魔を制する白銀のビンデージリング。",0,0,0,0,"2010-06-18 08:30:02 UTC","Pure Magic Ring","Bague Sacrée","성마의 반지","圣魔之戒","聖魔之戒","Sacred Ring","แหวนปิศาจศักดิ์สิทธิ์","ATK+3. DEF+1. This old white silver ring imparts control of powerful magicks.","ATK+3. Courte portée DEF+1. Bague vintage en argent blanc. Elle contient une grande puissance.","ATK+3, 근거리DEF-1/ 커다란 힘으로 마를 억제하는 백은의 빈티지 링","攻击+3。近距离防禦-1。以强大的力量镇压恶魔的古银白戒指。","攻擊+3。近距離防禦-1。以強大的力量鎮壓惡魔的古銀白戒指。","ATK+3. SWORD DEF-1. Cincin bunga berwarna putih keperakan yang menyimpan sihir dan memiliki kekuatan yang besar.","ATK+3 DEFใกล้-1 แหวนเงินสมัยโบราณที่มีพลังสูงมากจนสามารถควบคุมปิศาจได้"
159,"聖銀の首飾り",159,,1,45,"item_f_zs01.swf","近接ATK+2。近接DEF+3。大聖堂で祝福されし聖銀をあしらった破呪のロザリオ。",0,0,0,0,"2010-06-18 08:30:02 UTC","Pure Silver Necklace","Collier en Argent Sacré","성은 목걸이","圣银项鍊","聖銀墜鍊","Silver Saint Necklace","สร้อยเงินศักดิ์สิทธิ์","Short Range ATK+2. Short Range DEF+3. This precious silver rosary was blessed in a cathedral.","Courte portée ATK+2. Courte portée DEF+3. Rosaire sacré en argent béni par la Cathédrale.","근거리 ATK+2, 근거리DEF+3/대성당에서 축복받은 성스런 은을 더한 파주의 로사리오","近距离攻击+2。近距离防禦+3。在大教堂受过祝福以圣银製成的破咒十字架。","近距離攻擊+2。近距離防禦+3。在大教堂受過祝福以聖銀製成的破咒十字架。","SWORD ATK+2. SWORD DEF+3. Rosario terkutuk yang telah disucikan dengan perak dan diberkati di dalam katedral.","ATKใกล้+2 DEFใกล้+3 สร้อยกางเขนต้องสาป ทำมาจากเงินที่ได้รับพรจากมหาวิหาร"
160,"聖王の冠",160,,1,45,"item_f_zs02.swf","ATK+1。DEF+2。かつての戦場姫が愛用したとされる幻のクラウン。",0,0,0,0,"2010-06-18 08:30:02 UTC","Sacred Crown","Couronne Royale Sacrée","성왕의 관","圣王之冠","聖王之冠","Saint King Crown","มงกุฎราชา","ATK+1. DEF+ 2. This terrible crown is said to have been the favorite of a former princess of battle.","ATK+1. DEF+2. Couronne fantomatique qu'utilisait la Princesse de la Guerre.","ATK+1。DEF+2/ 한 때 전장공주가 애용했다고 불려지는 환상의 관","攻击+1。防禦+2。据说是过去战地公主所爱用的梦幻王冠。","攻擊+1。防禦+2。據說是過去戰地公主所愛用的夢幻王冠。","ATK+1. DEF+2. Mahkota ilusi yang sering digunakan oleh putri di dalam medan perang.","ATK+1 DEF+2 มงกุฎลวงตาที่รักยิ่งขององค์หญิงแห่งสนามรบ"
161,"プラズマホール",161,,0,46,"item_f_zt00.swf","遠隔DEF+4。距離に応じて電磁壁を作り相手の遠距離攻撃を防ぐシールド。",0,0,0,0,"2010-06-18 08:30:02 UTC","Plasma Wall","Mur de Plasma","플라즈마 홀","等离子黑洞","等離子黑洞",,"Plasma Wall","Long Range DEF+4. This elecromagnetic barrier becomes more effective the further it is from your opponent.","Longue portée ATK+4. Barrière de longue portée. Elle crée un mur électromagnétique protégeant sur de longues distances.","원거리DEF+4/ 거리에 따라 전자벽을 만들어 상대의 원거리 공격을 막는 쉴드","远距离防禦+4。会依距离製造出电磁壁，阻挡对手远距离攻击的护盾。","遠距離防禦+4。會依距離製造出電磁壁，阻擋對手遠距離攻擊的護盾。",,"DEFไกล+4 โล่ป้องกันการโจมตีระยะไกล สามารถสร้างกำแพงคลื่นแม่เหล็กไฟฟ้าได้"
162,"レインボーシェル",162,,1,46,"item_f_zt01.swf","遠隔ATK+4。遠隔DEF+1。高密度に圧縮したプラズマを閉じ込めたカートリッジ。",0,0,0,0,"2010-06-18 08:30:02 UTC","Rainbow Shell","Cartouche irisée","레인보우 쉘","彩虹能量弹","彩虹能量彈",,"Rainbow Shell","Long Range ATK+4. Long Range DEF+1. This cartridge contains highly compressed plasma energy.","Longue portée ATK+4. Cartouche qui compresse le plasma à haute densité.","원거리 ATK+4, 원거리DEF+1/고밀도에 압축한 플라즈마를 담은 카트리지","远距离攻击+4。远距离防禦+1。内部充满高密度压缩等离子的能量匣。","遠距離攻擊+4。遠距離防禦+1。內部充滿高密度壓縮等離子的能量匣。",,"ATKไกล+4 DEFไกล+1 กระสุนที่อัดพลาสม่าความหนาแน่นสูงเอาไว้"
163,"トールハンマー",163,,1,46,"item_f_zt02.swf","ATK+2。DEF+1。広範囲をプラズマで焼き尽くすことを可能にした衛星兵器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Thor's Hammer","Arme de Thor","토르 해머","雷神之鎚","雷神之鎚",,"Thor Hammer","ATK+2. DEF+1. An orbital weapon with the capability to incinerate a vast area with plasma.","ATK+2. DEF+1. Arme Satellite qui permet de brûler de grandes étendues grâce à un plasma concentré.","ATK+2 , DEF+1/광범위를 플라즈마로 태워 버리는 것이 가능한 위성 병기","攻击+2。防禦+1。能以等离子进行大范围毁灭的卫星兵器。","攻擊+2。防禦+1。能以等離子進行大範圍毀滅的衛星兵器。",,"ATK+2 DEF+1 ดาวเทียมทหารที่สามารถยิงพลาสม่าเผาไหม้ได้เป็นวงกว้าง"
164,"ゴシックドレス",164,,1,11,"item_f_k003.swf","ATK+3。ある催しを記念して特別に作られたゴシックカラーのドレス。",0,0,0,0,"2010-06-18 08:30:02 UTC","Gothic Dress","Robe Gothique","고딕 드레스","哥德式洋装","哥德式洋裝",,"Gothic Dress","ATK+3. This gothic dress' original design celebrates a long forgotten festival.","ATK+3. Robe gothique pour cérémonie.","ATK+3 / 어느 행사를 기념해 특별히 만들어진 고딕 칼라의 헤드 드레스","攻击+3。为了纪念某活动而特别做的哥德风洋装。","攻擊+3。為了紀念某活動而特別做的哥德風洋裝。",,"ATK+3 ชุดโกธิคที่ตัดเย็บขึ้นมาเป็นที่ระลึกในเหตุการณ์พิเศษ"
165,"アイスソード",165,,1,,"item_b_x004.swf","近接ATK+4。遠隔DEF-3。決して溶けることのない氷で作られた魔剣。",0,0,0,0,"2010-06-18 08:30:02 UTC","Ice Sword","Épée de Glace","아이스소드","冰剑","冰劍",,"Ice Sword","Short Range ATK+4. Long Range DEF-3. This daemonic blade is made of an impossible ice that will not melt.","Courte portée ATK+4. Longue portée DEF-3. Cette épée ne fond jamais.","근거리 ATK+4, 원거리DEF-3/ 절대로 녹지않는 얼음으로 만들어진 마검","近距离攻击+4,远距离防禦-3。由绝对不会溶化的冰块做成的魔剑。","近距離攻擊+4,遠距離防禦-3。由絕對不會溶化的冰塊做成的魔劍。",,"ATKใกล้+4 DEFไกล-3 ดาบเวทมนตร์ สร้างขึ้นมาจากน้ำแข็งที่ไม่มีวันละลาย"
166,"水撃銃",166,,1,,"item_b_x005.swf","遠隔ATK+4。近接DEF-3。相手の心をも打ち抜く魔法の水鉄砲。",0,0,0,0,"2010-06-18 08:30:02 UTC","Water Pistol","Pistolet à eau","수격총","水击枪","水擊槍",,"ปืนฉีดน้ำ","Long Range ATK+4. Short Range DEF-3. This sorcerous water pistol looks weak, but its deadly water jet will bore into your opponent like acid.","Longue portée ATK+4. Courte portée DEF-3. Pistolet à eau magique qui touche le cœur de l'adversaire.","원거리 ATK+4, 근거리DEF-3/ 상대의 마음까지도 꿰뚫는 마법의 물총","远距离攻击+4,近距离防禦-3。连对手心臟都能打穿的魔法水枪。","遠距離攻擊+4,近距離防禦-3。連對手心臟都能打穿的魔法水槍。",,"ATKไกล+4 DEFใกล้-3 ปืนฉีดน้ำเวทมนตร์ที่จะกระแทกหัวใจฝ่ายตรงข้าม"
167,"黒影剣",167,,0,47,"item_f_zu00.swf","近接ATK+4。光を反射しない不思議な合金で作られた剣。",0,0,0,0,"2010-06-18 08:30:02 UTC","Shadow Blade","Épée ombrée","레반테인","黑影剑","黑影劍",,,"Long range ATK+4. A sword crafted with a mysterious alloy that reflects no light.","Courte distance ATK+4. Épée forgée dans un alliage particulier qui ne reflète pas la lumière.",,"近距离攻击+4。以不会反射光线的神祕合金所製作而成的剑。","近距離攻擊+4。以不會反射光線的神祕合金所製作而成的劍。",,
168,"CSWD-047R",168,,1,47,"item_f_zu01.swf","近接DEF+2。遠隔ATK+3。エンジニアである両親が娘のために開発した刀。",0,0,0,0,"2010-06-18 08:30:02 UTC","CSWD-047R","CSWD-047R","CSWD-047R","CSWD-047R","CSWD-047R",,,"Short Range DEF+2. Long Range ATK+3. Two great engineers crafted this blade for their daughter.","Courte portée DEF+2, Longue portée ATK+3. Épée qu'un Ingénieur a créée pour sa fille.","근거리DEF+2, 원거리 ATK+3/ 엔지니어인 부모님이 딸을 위해 개발한 칼.","近距离防御+2,遠距離攻擊+3,身為工程師的雙親為了女兒所研發出的刀。","近距離防禦+2,遠距離攻擊+3,身為工程師的雙親為了女兒所研發出的刀。",,
169,"C.C.L.B.",169,,1,47,"item_f_zu02.swf","ATK+2。DEF+1。ケイオシウムの力を高速に蓄積して放つことが出来る刀。",0,0,0,0,"2010-06-18 08:30:02 UTC","C.C.L.B.","C.C.L.B.","C.C.L.B.","C.C.L.B.","C.C.L.B.",,,"ATK+2. DEF+1. A fearsome blade that can shoot rapid bolts of Chaosium by accumulating power from the environment.","ATK+2, DEF+1, Épée qui peut tirer en accumulant la force du Chaosium à grande vitesse.","ATK+2,DEF+1/케이오시움의 힘을 고속으로 축적해 날릴수 있는 칼.","攻击+2,防禦+1,可以在高速聚集混沌元素的力量後，將其釋放出來的刀。","攻擊+2,防禦+1,可以在高速聚集混沌元素的力量後，將其釋放出來的刀。",,
170,"オルクス",170,,0,48,"item_f_zv00.swf","DEF+2。この剣が欲する命は所有者自身の命である。",0,0,0,0,"2010-06-18 08:30:02 UTC","Orcus","Orcus","오르쿠스","亡神","亡神",,,"DEF+2. This dark blade seeks only the life of its owner.","DEF+2. Cette épée est à la recherche de l'âme de son propriétaire.","DEF+2 /거ㅓㅁ이 바라는 생명은 소유자 자신의 생명이다.","防御+2,这把剑真正想要的正是持有者本身的生命。","防禦+2,這把劍真正想要的正是持有者本身的生命。",,
171,"アルプ・トラウム",171,,1,48,"item_f_zv01.swf","近接ATK-2。遠隔DEF+3。その剣を手にした者は皆、自ら命を絶ったという。",0,0,0,0,"2010-06-18 08:30:02 UTC","Albtraum","Albtraum","알프트라움","恶梦","惡夢",,,"Short Range ATK-2. Long Range DEF-3. All who hold this sword are said to have their lives cut short.","Courte portée ATK-2. Longue portée DEF-3. On dit que tous les propriétaires de cette épée se sont suicidés.","근거리ATK-2,원거리DEF+3/검을 손에 넣은 사람들은 모두, 스스로 생명을 끊었다고 한다.","近距离攻击-2,远距离防御+3,曾经持有这把剑的人，全都断送了自己的性命。","近距離攻擊-2,遠距離防禦+3,曾經持有這把劍的人，全都斷送了自己的性命。",,
