"id","name","feat_no","pow","dice_attribute","effect_image","caption","condition","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
781,"Wil・846",231,2,"special","cutinchara46_skl03.swf","[攻撃:__CONDITION__]相手に2ダメージ,自身と相手の「ATK」「DEF」「MOV」の状態異常の強さを全て9にする|エネルギーを放出する。","L:A3+,S3+","2010-09-20 08:02:20 UTC","Wil 846","Wil-846","Wil-846","Wil-846","Wil-846",,"Wil-846","[攻撃:__CONDITION__]Your opponent takes 2 damage, You and your opponent's [ATK], [DEF] and [MOV]. status effects are all increased to 9. |Emit a powerful burst of energy.","[攻撃:__CONDITION__]Infligez 2dégâts à votre adversaire. Augmentez la force de votre état anormal ainsi que celui de votre adversaire <ATK><DEF> et <MOV> de 9.|Émission d'énergie.","[攻撃:__CONDITION__]대전상대에게 2데미지, 자신과 대전상대의 [ATK],[DEF],[MOV] 상태이상의 힘을 전부 9로 한다.| 에너지를 방출한다. ","[攻撃:__CONDITION__]對對手造成2點直接傷害，自己跟對手的“攻擊”“防御”“移動”的異常狀態強度全部變為9|放出能量","[攻撃:__CONDITION__]對對手造成2點直接傷害，自己跟對手的「攻擊」「防御」「移動」的異常狀態強度全部變為9|放出能量",,"[攻撃:__CONDITION__]สร้างความเสียหายให้ศัตรู 2 แต้ม, ทำให้แต้มสถานะผิดปกติ [ATK], [DEF], [MOV] ของศัตรูเป็น 9 ทั้งหมด|ปลดปล่อยพลังงาน"
782,"Wil・846",231,2,"special","cutinchara46_skl03.swf","[攻撃:__CONDITION__]相手に2ダメージ,自身と相手の「ATK」「DEF」「MOV」の状態異常の強さを全て9にする|エネルギーを放出する。","L:A3+,S3+","2010-09-20 08:02:20 UTC","Wil 846","Wil-846","Wil-846","Wil-846","Wil-846",,"Wil-847","[攻撃:__CONDITION__]Your opponent takes 2 damage, You and your opponent's [ATK], [DEF] and [MOV]. status effects are all increased to 9. |Emit a powerful burst of energy.","[攻撃:__CONDITION__]Infligez 2dégâts à votre adversaire. Augmentez la force de votre état anormal ainsi que celui de votre adversaire <ATK><DEF> et <MOV> de 9.|Émission d'énergie.","[攻撃:__CONDITION__]대전상대에게 2데미지, 자신과 대전상대의 [ATK],[DEF],[MOV] 상태이상의 힘을 전부 9로 한다.| 에너지를 방출한다. ","[攻撃:__CONDITION__]對對手造成2點直接傷害，自己跟對手的“攻擊”“防御”“移動”的異常狀態強度全部變為9|放出能量","[攻撃:__CONDITION__]對對手造成2點直接傷害，自己跟對手的「攻擊」「防御」「移動」的異常狀態強度全部變為9|放出能量",,"[攻撃:__CONDITION__]สร้างความเสียหายให้ศัตรู 2 แต้ม, ทำให้แต้มสถานะผิดปกติ [ATK], [DEF], [MOV] ของศัตรูเป็น 9 ทั้งหมด|ปลดปล่อยพลังงาน"
783,"Ex Wil・846",231,3,"special","cutinchara46_skl03ex.swf","[攻撃:__CONDITION__]相手に2ダメージ,自身と相手の「ATK」「DEF」「MOV」の状態異常の強さを全て9にする|エネルギーを放出する。","L:A3+,S3+","2010-09-20 08:02:20 UTC","Ex Wil 846","Ex Wil-846","Ex Wil-846","Ex Wil-846","Ex Wil-846",,"ExWil-848","[攻撃:__CONDITION__]Your opponent takes 2 damage, You and your opponent's [ATK], [DEF] and [MOV]. status effects are all increased to 9. |Emit a powerful burst of energy.","[攻撃:__CONDITION__]Infligez 2dégâts à votre adversaire. Augmentez la force de votre état anormal ainsi que celui de votre adversaire <ATK><DEF> et <MOV> de 9.|Émission d'énergie.","[攻撃:__CONDITION__]대전상대에게 2데미지, 자신과 대전상대의 [ATK],[DEF],[MOV] 상태이상의 힘을 전부 9로 한다.| 에너지를 방출한다. ","[攻撃:__CONDITION__]對對手造成2點直接傷害，自己跟對手的“攻擊”“防御”“移動”的異常狀態強度全部變為9|放出能量","[攻撃:__CONDITION__]對對手造成2點直接傷害，自己跟對手的「攻擊」「防御」「移動」的異常狀態強度全部變為9|放出能量",,"[攻撃:__CONDITION__]สร้างความเสียหายให้ศัตรู 2 แต้ม, ทำให้แต้มสถานะผิดปกติ [ATK], [DEF], [MOV] ของศัตรูเป็น 9 ทั้งหมด|ปลดปล่อยพลังงาน"
784,"精密射撃",232,8,"physical","cutinchara01n_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__,距離が遠距離のとき、提出した銃カードの中で最大の数値-2のダメージを追加で与える。|急所に狙いを定めた一撃。","LM:A5+","2010-09-20 08:02:20 UTC","Precision Marksmanship","Fusillade précise","정밀사격","精密射击","精密射擊",,,"[攻撃:__CONDITION__]ATK+__POW__. When in the long range, deal direct damage equals to -2 max value on your Gun cards to your opponent. |An accurate shot to a vulnerable area.","[攻撃:__CONDITION__]ATK+__POW__, Lorsque vous êtes en longue portée, donnez -2 points par rapport au maximum de point de la carte pistolet que vous avez déposée.|Attaque visant à affaiblir une zone précise de votre adversaire.","[攻撃:__CONDITION__]대전상대에게 내놓은 총 카드의 매수×__POW__데미지 | 급소를 노린 일격. ","[攻撃:__CONDITION__]ATK+__POW__，当在远距离时、对对手造成所使用的枪卡中最大数值-2的直接伤害。|瞄準要害的一击。","[攻撃:__CONDITION__]ATK+__POW__,當在遠距離時、對對手造成所使用的槍卡中最大數值-2的直接傷害。|瞄準要害的一擊。",,
785,"精密射撃",232,9,"physical","cutinchara01n_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__,距離が遠距離のとき、提出した銃カードの中で最大の数値-1のダメージを追加で与える。|急所に狙いを定めた一撃。","LM:A3+","2010-09-20 08:02:20 UTC","Precision Marksmanship","Fusillade précise","정밀사격","精密射击","精密射擊",,,"[攻撃:__CONDITION__]ATK+__POW__. When in the long range, deal direct damage equals to -1 max value on your Gun cards to your opponent. |An accurate shot to a vulnerable area.","[攻撃:__CONDITION__]ATK+__POW__, Lorsque vous êtes en longue portée, donnez -2 points par rapport au maximum de point de la carte pistolet que vous avez déposée.|Attaque visant à affaiblir une zone précise de votre adversaire.","[攻撃:__CONDITION__]대전상대에게 내놓은 총 카드의 매수×__POW__데미지 | 급소를 노린 일격. ","[攻撃:__CONDITION__]ATK+__POW__，当在远距离时、对对手造成所使用的枪卡中最大数值-1的直接伤害。|瞄準要害的一击。","[攻撃:__CONDITION__]ATK+__POW__,當在遠距離時、對對手造成所使用的槍卡中最大數值-1的直接傷害。|瞄準要害的一擊。",,
786,"精密射撃",232,12,"physical","cutinchara01n_skl00ex.swf","[攻撃:__CONDITION__]ATK+__POW__,距離が遠距離のとき、提出した銃カードの中で最大の数値に等しいダメージを追加で与える。|急所に狙いを定めた一撃。","LM:A1+","2010-09-20 08:02:20 UTC","Precision Marksmanship","Fusillade précise","정밀사격","精密射击","精密射擊",,,"[攻撃:__CONDITION__]ATK+__POW__. When in the long range, deal direct damage equals to the max value on your Gun cards to your opponent. |An accurate shot to a vulnerable area.","[攻撃:__CONDITION__]ATK+__POW__, Lorsque vous êtes en longue portée, donnez -2 points par rapport au maximum de point de la carte pistolet que vous avez déposée.|Attaque très précise.","[攻撃:__CONDITION__]대전상대에게 내놓은 총 카드의 매수×__POW__데미지 | 급소를 노린 일격. ","[攻撃:__CONDITION__]ATK+__POW__，当在远距离时、对对手造成所使用的枪卡中最大数值的直接伤害。|瞄準要害的一击。","[攻撃:__CONDITION__]ATK+__POW__,當在遠距離時、對對手造成所使用的槍卡中最大數值的直接傷害。|瞄準要害的一擊。",,
787,"茨の森",5,9,,"cutinchara01n_skl01.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のダメージを相手に与える|自らのオーラで茨を作り、攻撃者を捕らえる。","MS:D3+,E3+","2010-09-20 08:02:20 UTC","Thorn Forest","Forêt d'Epines","가시나무 숲","茨林","茨林",,,"[防御:__CONDITION__]DEF+__POW__. On a successful defense, deal direct damage equals to the points exceeding the cost of defense to your opponent. |Create a thorny tangle that ensnares your attackers.","[防御:__CONDITION__]DEF + __POW__, Si vous avez plus de points de Défense que votre adversaire n'a de points d'Attaque, vos points de Défense restant seront utilisés pour lui infliger des dégâts.|Créez un manteau d'Epines avec votre aura et défaites votre ennemi.","[防御:__CONDITION__]DEF+__POW__. 방어성공시에 방어치가 상회한 수치분의 데미지를 상대에게 돌려준다| 스스로의 오라로 가시를 만들고 공격자를 붙잡는다. ","[防御:__CONDITION__]DEF+__POW__，防禦成功时，对对手造成与超过的防禦等值的直接伤害|以自身能量作出荆棘，拦阻攻击者。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，對對手造成與超過的防禦等值的直接傷害|以自身能量作出荊棘，攔阻攻擊者。",,
788,"茨の森",5,12,,"cutinchara01n_skl01.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のダメージを相手に与える|自らのオーラで茨を作り、攻撃者を捕らえる。","MS:D3+,E3+","2010-09-20 08:02:20 UTC","Thorn Forest","Forêt d'Epines","가시나무 숲","茨林","茨林",,,"[防御:__CONDITION__]DEF+__POW__. On a successful defense, deal direct damage equals to the points exceeding the cost of defense to your opponent. |Create a thorny tangle that ensnares your attackers.","[防御:__CONDITION__]DEF + __POW__, Si vous avez plus de points de Défense que votre adversaire n'a de points d'Attaque, vos points de Défense restant seront utilisés pour lui infliger des dégâts.|Créez un manteau d'Epines avec votre aura et défaites votre ennemi.","[防御:__CONDITION__]DEF+__POW__. 방어성공시에 방어치가 상회한 수치분의 데미지를 상대에게 돌려준다| 스스로의 오라로 가시를 만들고 공격자를 붙잡는다. ","[防御:__CONDITION__]DEF+__POW__，防禦成功时，对对手造成与超过的防禦等值的直接伤害|以自身能量作出荆棘，拦阻攻击者。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，對對手造成與超過的防禦等值的直接傷害|以自身能量作出荊棘，攔阻攻擊者。",,
789,"茨の森",5,16,,"cutinchara01n_skl01ex.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のダメージを相手に与える|自らのオーラで茨を作り、攻撃者を捕らえる。","MS:D3+,E3+","2010-09-20 08:02:20 UTC","Thorn Forest","Forêt d'Epines","가시나무 숲","茨林","茨林",,,"[防御:__CONDITION__]DEF+__POW__. On a successful defense, deal direct damage equals to the points exceeding the cost of defense to your opponent. |Create a thorny tangle that ensnares your attackers.","[防御:__CONDITION__]DEF + __POW__, Si vous avez plus de points de Défense que votre adversaire n'a de points d'Attaque, vos points de Défense restant seront utilisés pour lui infliger des dégâts.|Créez un manteau d'Epines avec votre aura et défaites votre ennemi.","[防御:__CONDITION__]DEF+__POW__. 방어성공시에 방어치가 상회한 수치분의 데미지를 상대에게 돌려준다| 스스로의 오라로 가시를 만들고 공격자를 붙잡는다. ","[防御:__CONDITION__]DEF+__POW__，防禦成功时，对对手造成与超过的防禦等值的直接伤害|以自身能量作出荆棘，拦阻攻击者。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，對對手造成與超過的防禦等值的直接傷害|以自身能量作出荊棘，攔阻攻擊者。",,
790,"紫電",233,7,"special","cutinchara01n_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__,与えたダメージの分だけ相手の手札を破棄し、自身はカードをドローする|淡い電撃を全身に帯びることで身体能力を活性化する。","MS:S4+,E3+","2010-09-20 08:02:20 UTC","Purple Electric","Courant violet","자전","紫电","紫電",,,"[攻撃:__CONDITION__]ATK+__POW__. Your opponent must discard cards equals to the amount of damage you deal, and you draw the same number of damage. |Wrap your body using trace electrical currents to activate your physical abilities.","[攻撃:__CONDITION__]ATK+__POW__, Détruisez autant de cartes de votre adversaire que de dégâts que vous lui infligés. Tirez une carte.|Activer votre puissance physique.","[攻撃:__CONDITION__]ATK+__POW__. 손패의 총수가 상한+1매 될 때까지 카드를 드로우 한다 |희미한 전격을 전신에 띠는 것으로 신체 능력을 활성화 한다. ","[攻撃:__CONDITION__]ATK+__POW__，丢弃对手与伤害等量的手牌，并且自己抽等量的牌|微弱的电流包覆全身让身体能力活性化。","[攻撃:__CONDITION__]ATK+__POW__,丟棄對手與傷害等量的手牌，並且自己抽等量的牌|微弱的電流包覆全身讓身體能力活性化。",,
791,"紫電",233,10,"special","cutinchara01n_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__,与えたダメージの分だけ相手の手札を破棄し、自身はカードをドローする|淡い電撃を全身に帯びることで身体能力を活性化する。","MS:S4+,E3+","2010-09-20 08:02:20 UTC","Purple Electric","Courant violet","자전","紫电","紫電",,,"[攻撃:__CONDITION__]ATK+__POW__. Your opponent must discard cards equals to the amount of damage you deal, and you draw the same number of damage. |Wrap your body using trace electrical currents to activate your physical abilities.","[攻撃:__CONDITION__]ATK+__POW__, Détruisez autant de cartes de votre adversaire que de dégâts que vous lui infligés. Tirez une carte.|Activer votre puissance physique.","[攻撃:__CONDITION__]ATK+__POW__. 손패의 총수가 상한+1매 될 때까지 카드를 드로우 한다 |희미한 전격을 전신에 띠는 것으로 신체 능력을 활성화 한다. ","[攻撃:__CONDITION__]ATK+__POW__，丢弃对手与伤害等量的手牌，并且自己抽等量的牌|微弱的电流包覆全身让身体能力活性化。","[攻撃:__CONDITION__]ATK+__POW__,丟棄對手與傷害等量的手牌，並且自己抽等量的牌|微弱的電流包覆全身讓身體能力活性化。",,
792,"紫電",233,14,"special","cutinchara01n_skl02ex.swf","[攻撃:__CONDITION__]ATK+__POW__,与えたダメージの分だけ相手の手札を弱体化し、自身はカードをドローする|淡い電撃を全身に帯びることで身体能力を活性化する。","MS:S4+,E3+","2010-09-20 08:02:20 UTC","Purple Electric","Courant violet","자전","紫电","紫電",,,"[攻撃:__CONDITION__]ATK+__POW__. Your opponent must discard cards equals to the amount of damage you deal, and you draw the same number of damage. |Wrap your body using trace electrical currents to activate your physical abilities.","[攻撃:__CONDITION__]ATK+__POW__, Affaiblissez autant de cartes de votre adversaire que de dégâts que vous lui infligés. Tirez une carte.|Activer votre puissance physique.","[攻撃:__CONDITION__]ATK+__POW__. 손패의 총수가 상한+1매 될 때까지 카드를 드로우 한다 |희미한 전격을 전신에 띠는 것으로 신체 능력을 활성화 한다. ","[攻撃:__CONDITION__]ATK+__POW__，丢弃对手与伤害等量的手牌，并且自己抽等量的牌|微弱的电流包覆全身让身体能力活性化。","[攻撃:__CONDITION__]ATK+__POW__,丟棄對手與傷害等量的手牌，並且自己抽等量的牌|微弱的電流包覆全身讓身體能力活性化。",,
793,"必殺の構え",234,3,,"cutinchara03n_skl00.swf","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3ターン),既に同じ状態異常が付与されているとき、補正を+1~2|次の一撃での必殺を可能とする構え。","LMS:E2+","2010-09-20 08:02:20 UTC","Kill Stance","Attaque fatale","필살의 태세","必杀架势","必殺架勢",,,"[移動:__CONDITION__][ATK+__POW__] [DEF+__POW__](3 turns). When there is the same status effect, further increase by +1~2. |Gather your strength to deliver a killing blow.","[移動:__CONDITION__][ATK+__POW__] [DEF+__POW__] (3tours) Lorsque vous avez déjà utilisé le même état anormal, recevez +2 points.|Vous pourrez lancer votre Attaque Spéciale au prochain tour.","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3턴),이미 같은 상태이상이 부여되어 있을때 보정+1-2| 다음의 일격의 필살을 가능하게 하는 자세. ","[移動:__CONDITION__]“ATK+__POW__”“DEF+__POW__”(3回合)，当已经有同样的异常状态时，补正+1～2|将下次攻击必杀化的架势。","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3回合),當已經有同樣的異常狀態時，補正+1～2|將下次攻擊必殺化的架勢。",,
794,"必殺の構え",234,5,,"cutinchara03n_skl00.swf","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3ターン),既に同じ状態異常が付与されているとき、補正を+2|次の一撃での必殺を可能とする構え。","LMS:E2+","2010-09-20 08:02:20 UTC","Kill Stance","Attaque fatale","필살의 태세","必杀架势","必殺架勢",,,"[移動:__CONDITION__][ATK+__POW__] [DEF+__POW__](3 turns). When there is the same status effect, further increase by +2. |Gather your strength to deliver a killing blow.","[移動:__CONDITION__][ATK+__POW__] [DEF+__POW__] (3tours) Lorsque vous avez déjà utilisé le même état anormal, recevez +2 points.|Vous pourrez lancer votre Attaque Spéciale au prochain tour.","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3턴),이미 같은 상태이상이 부여되어 있을때 보정+2| 다음의 일격의 필살을 가능하게 하는 자세. ","[移動:__CONDITION__]“ATK+__POW__”“DEF+__POW__”(3回合)，当已经有同样的异常状态时，补正+2|将下次攻击必杀化的架势。","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3回合),當已經有同樣的異常狀態時，補正+2|將下次攻擊必殺化的架勢。",,
795,"必殺の構え",234,7,,"cutinchara03n_skl00ex.swf","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3ターン),既に同じ状態異常が付与されているとき、補正を+2|次の一撃での必殺を可能とする構え。","LMS:E2+","2010-09-20 08:02:20 UTC","Kill Stance","Attaque fatale","필살의 태세","必杀架势","必殺架勢",,,"[移動:__CONDITION__][ATK+__POW__] [DEF+__POW__](3 turns). When there is the same status effect, further increase by +2. |Gather your strength to deliver a killing blow.","[移動:__CONDITION__][ATK+__POW__] [DEF+__POW__] (3tours) Lorsque vous avez déjà utilisé le même état anormal, recevez +2 points.|Vous pourrez lancer votre Attaque Spéciale au prochain tour.","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3턴),이미 같은 상태이상이 부여되어 있을때 보정+2| 다음의 일격의 필살을 가능하게 하는 자세. ","[移動:__CONDITION__]“ATK+__POW__”“DEF+__POW__”(3回合)，当已经有同样的异常状态时，补正+2|将下次攻击必杀化的架势。","[移動:__CONDITION__]「ATK+__POW__」「DEF+__POW__」(3回合),當已經有同樣的異常狀態時，補正+2|將下次攻擊必殺化的架勢。",,
796,"血の恵み",15,7,,"cutinchara03n_skl01.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のプレイヤーのHPを回復|自らの血液を生命力に変える。","LM:E2+,D3+","2010-09-20 08:02:20 UTC","Blood's Blessing","Eclaboussure de Sang","피의 축복","血之恩赐","血之恩賜",,,"[防御:__CONDITION__]DEF+__POW__, On a successful defense, recover HP equals to the points exceeding the cost of defense. |Change your fate with the power of your own blood.","[防御:__CONDITION__]DEF + __POW__, Si votre Phase de Défense est efficace, le reste de vos points de Défense seront utilisés pour régénérer votre HP.|Utilisation de votre propre sang pour vous soigner.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시에 방어치보다 상회인 수치분을 플레이어의 HP를 회복한다.|자신의 혈액을 생명력으로 개조. ","[防御:__CONDITION__]DEF+__POW__，防禦成功时，自身回复与所超过之防禦同值的HP|将自身的血液转换为生命力。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，自身回復與所超過之防禦同值的HP|將自身的血液轉換為生命力。",,
797,"血の恵み",15,10,,"cutinchara03n_skl01.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のプレイヤーのHPを回復|自らの血液を生命力に変える。","LMS:E3+,D3+","2010-09-20 08:02:20 UTC","Blood's Blessing","Eclaboussure de Sang","피의 축복","血之恩赐","血之恩賜",,,"[防御:__CONDITION__]DEF+__POW__, On a successful defense, recover HP equals to the points exceeding the cost of defense. |Change your fate with the power of your own blood.","[防御:__CONDITION__]DEF + __POW__, Si votre Phase de Défense est efficace, le reste de vos points de Défense seront utilisés pour régénérer votre HP.|Utilisation de votre propre sang pour vous soigner.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시에 방어치보다 상회인 수치분을 플레이어의 HP를 회복한다.|자신의 혈액을 생명력으로 개조. ","[防御:__CONDITION__]DEF+__POW__，防禦成功时，自身回复与所超过之防禦同值的HP|将自身的血液转换为生命力。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，自身回復與所超過之防禦同值的HP|將自身的血液轉換為生命力。",,
798,"血の恵み",15,14,,"cutinchara03n_skl01ex.swf","[防御:__CONDITION__]DEF+__POW__,防御成功時に防御値が上回った数値分のプレイヤーのHPを回復|自らの血液を生命力に変える。","LMS:E3+,D3+","2010-09-20 08:02:20 UTC","Blood's Blessing","Eclaboussure de Sang","피의 축복","血之恩赐","血之恩賜",,,"[防御:__CONDITION__]DEF+__POW__, On a successful defense, recover HP equals to the points exceeding the cost of defense. |Change your fate with the power of your own blood.","[防御:__CONDITION__]DEF + __POW__, Si votre Phase de Défense est efficace, le reste de vos points de Défense seront utilisés pour régénérer votre HP.|Utilisation de votre propre sang pour vous soigner.","[防御:__CONDITION__]DEF+__POW__. 방어 성공시에 방어치보다 상회인 수치분을 플레이어의 HP를 회복한다.|자신의 혈액을 생명력으로 개조. ","[防御:__CONDITION__]DEF+__POW__，防禦成功时，自身回复与所超过之防禦同值的HP|将自身的血液转换为生命力。","[防御:__CONDITION__]DEF+__POW__,防禦成功時，自身回復與所超過之防禦同值的HP|將自身的血液轉換為生命力。",,
799,"ブラッディハウル",235,6,"special","cutinchara03n_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__相手のHPを攻撃力の1割分吸収する|相手の生命力を奪い取る吸血剣。","MS:S5+,E3+","2010-09-20 08:02:20 UTC","Bloody Howl","Bloody Howl","블러디 하울","血腥哀号","血腥哀號",,,"[攻撃:__CONDITION__]ATK+__POW__Drain your opponent's HP equals to 10% of this attack power. |A Blood Sword drains your opponent's HP.","[攻撃:__CONDITION__]ATK+__POW__Absorbez 10% des HP d'attaque de votre adversaire.|Epée qui vole la vie de votre adversaire.","[攻撃:__CONDITION__]ATK+__POW__대전상대의 Hp를 공격력의 10% 흡수한다 | 상대의 생명력을 강탈하는 흡혈 검. ","[攻撃:__CONDITION__]ATK+__POW__吸收对手等同於这次攻击力10％的HP|夺取对手生命力的吸血剑。","[攻撃:__CONDITION__]ATK+__POW__吸收對手等同於這次攻擊力10％的HP|奪取對手生命力的吸血劍。",,
800,"ブラッディハウル",235,8,"special","cutinchara03n_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__相手のHPを攻撃力の1割分吸収する|相手の生命力を奪い取る吸血剣。","MS:S5+,E3+","2010-09-20 08:02:20 UTC","Bloody Howl","Bloody Howl","블러디 하울","血腥哀号","血腥哀號",,,"[攻撃:__CONDITION__]ATK+__POW__Drain your opponent's HP equals to 10% of this attack power. |A Blood Sword drains your opponent's HP.","[攻撃:__CONDITION__]ATK+__POW__Absorbez 10% des HP d'attaque de votre adversaire.|Epée qui vole la vie de votre adversaire.","[攻撃:__CONDITION__]ATK+__POW__대전상대의 Hp를 공격력의 10% 흡수한다 | 상대의 생명력을 강탈하는 흡혈 검. ","[攻撃:__CONDITION__]ATK+__POW__吸收对手等同於这次攻击力10％的HP|夺取对手生命力的吸血剑。","[攻撃:__CONDITION__]ATK+__POW__吸收對手等同於這次攻擊力10％的HP|奪取對手生命力的吸血劍。",,
801,"ブラッディハウル",235,10,"special","cutinchara03n_skl02ex.swf","[攻撃:__CONDITION__]ATK+__POW__相手のHPを攻撃力の1割分吸収する|相手の生命力を奪い取る吸血剣。","MS:S5+,E3+","2010-09-20 08:02:20 UTC","Bloody Howl","Bloody Howl","블러디 하울","血腥哀号","血腥哀號",,,"[攻撃:__CONDITION__]ATK+__POW__Drain your opponent's HP equals to 10% of this attack power. |A Blood Sword drains your opponent's HP.","[攻撃:__CONDITION__]ATK+__POW__Absorbez 10% des HP d'attaque de votre adversaire.|Epée qui vole la vie de votre adversaire.","[攻撃:__CONDITION__]ATK+__POW__대전상대의 Hp를 공격력의 10% 흡수한다 | 상대의 생명력을 강탈하는 흡혈 검. ","[攻撃:__CONDITION__]ATK+__POW__吸收对手等同於这次攻击力10％的HP|夺取对手生命力的吸血剑。","[攻撃:__CONDITION__]ATK+__POW__吸收對手等同於這次攻擊力10％的HP|奪取對手生命力的吸血劍。",,
802,"チャージドスラスト",236,8,"physical","cutinchara04n_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__,前方に移動カードの数値分だけ移動|距離を一気に詰め、強烈な一撃を与える。","LMS:A2+,M1+","2010-09-20 08:02:20 UTC","Charged Thrust","Charge soudaine","회심의 일격","闪电旋风刺","閃電旋風刺",,,"[攻撃:__CONDITION__]ATK+__POW__. The number of steps moved forward is equal to the value on your action card. |Close range in a single breath to deliver a massive strike.","[攻撃:__CONDITION__]ATK+__POW__,Déplacez vous vers l'avant en fonction du nombre de cartes de déplacement dont vous disposez.|Rapprochez-vous rapidement de votre adversaire et attaquez-le de toutes vos forces.","[攻撃:__CONDITION__]ATK+__POW__. 전방에 이동카드의 수치분 만큼 이동| 거리를 단번에 채워 강렬한 일격을 준다. ","[攻撃:__CONDITION__]ATK+__POW__，向前方移动与移动卡等值的距离|一口气将距离缩短并给与强烈的一击。","[攻撃:__CONDITION__]ATK+__POW__,向前方移動與移動卡等值的距離|一口氣將距離縮短並給與強烈的一擊。",,
803,"チャージドスラスト",236,10,"physical","cutinchara04n_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__,前方に移動カードの数値分だけ移動|距離を一気に詰め、強烈な一撃を与える。","LMS:A2+,M1+","2010-09-20 08:02:20 UTC","Charged Thrust","Charge soudaine","회심의 일격","闪电旋风刺","閃電旋風刺",,,"[攻撃:__CONDITION__]ATK+__POW__. The number of steps moved forward is equal to the value on your action card. |Close range in a single breath to deliver a massive strike.","[攻撃:__CONDITION__]ATK+__POW__,Déplacez vous vers l'avant en fonction du nombre de cartes de déplacement dont vous disposez.|Rapprochez-vous rapidement de votre adversaire et attaquez-le de toutes vos forces.","[攻撃:__CONDITION__]ATK+__POW__. 전방에 이동카드의 수치분 만큼 이동| 거리를 단번에 채워 강렬한 일격을 준다. ","[攻撃:__CONDITION__]ATK+__POW__，向前方移动与移动卡等值的距离|一口气将距离缩短并给与强烈的一击。","[攻撃:__CONDITION__]ATK+__POW__,向前方移動與移動卡等值的距離|一口氣將距離縮短並給與強烈的一擊。",,
804,"チャージドスラスト",236,12,"physical","cutinchara04n_skl00ex.swf","[攻撃:__CONDITION__]ATK+__POW__,前方に移動カードの数値分だけ移動|距離を一気に詰め、強烈な一撃を与える。","LMS:A2+,M1+","2010-09-20 08:02:20 UTC","Charged Thrust","Charge soudaine","회심의 일격","闪电旋风刺","閃電旋風刺",,,"[攻撃:__CONDITION__]ATK+__POW__. The number of steps moved forward is equal to the value on your action card. |Close range in a single breath to deliver a massive strike.","[攻撃:__CONDITION__]ATK+__POW__,Déplacez vous vers l'avant en fonction du nombre de cartes de déplacement dont vous disposez.|Rapprochez-vous rapidement de votre adversaire et attaquez-le de toutes vos forces.","[攻撃:__CONDITION__]ATK+__POW__. 전방에 이동카드의 수치분 만큼 이동| 거리를 단번에 채워 강렬한 일격을 준다. ","[攻撃:__CONDITION__]ATK+__POW__，向前方移动与移动卡等值的距离|一口气将距离缩短并给与强烈的一击。","[攻撃:__CONDITION__]ATK+__POW__,向前方移動與移動卡等值的距離|一口氣將距離縮短並給與強烈的一擊。",,
