"id","name","caption","region","level","ap","difficulty","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
3027,"哄笑の平原","2017年4月イベント地形",17,3,1,3,,"Plaine aux Rires",,"哄笑的平原","哄笑的平原",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3028,"不死の森","2017年4月イベント地形",17,12,2,12,,"Forêt des Immortels",,"不死之森","不死之森",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3029,"瑕瑾の峡谷","2017年4月イベント地形",17,18,2,18,,"Vallée aux Éclats",,"瑕瑾的峡谷","瑕瑾的峽谷",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3030,"須臾の荒野","2017年4月イベント地形",17,15,3,15,,"Anciennes Terres Désolées",,"须臾的荒野","須臾的荒野",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3031,"黒衣の城","2017年4月イベント地形",17,27,3,27,,"Château aux Draps Noirs",,"黑衣之城","黑衣之城",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
5001,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5002,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5003,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5004,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5005,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5006,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5007,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5008,"人気投票","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight",,"人气投票","人氣投票",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5009,"人気投票","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight",,"人气投票","人氣投票",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5010,"人気投票","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight",,"人气投票","人氣投票",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
