"id","name","passive_skill_no","pow","effect_image","caption","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
95,"ピアノを弾く+",38,317,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Playing Piano +","Jouer du piano +",,"弹钢琴 +","彈鋼琴 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
96,"ピアノを弾く+",38,317,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Playing Piano +","Jouer du piano +",,"弹钢琴 +","彈鋼琴 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
97,"万物の杖+",38,321,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Staff of All Things +","Canne Universelle +",,"万物之杖 +","萬物之杖 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
98,"アクアストリーム+",38,335,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Water Spear +","Aqua Stream +",,"锐水流枪 +","銳水流槍 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
99,"リタリエイション+",38,340,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Retribution +","Représailles +",,"报复回击 +","報復回擊 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
100,"惑わしの一幕+",38,349,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Illusions +","Acte d'Illusion +",,"幻惑的一幕 +","幻惑的一幕 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
101,"シンクアイビー+",38,352,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Sink Ivy +","Sink Ivy +",,"陷落常春藤 +","陷落常春藤 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
102,"影縫い+",38,356,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Shadow Sewing +","Shadow Sealing +",,"缝影 +","縫影 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
103,"ホーラの法則+",38,360,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Law of Horror +","Loi de l'Horreur +",,"恐惧的法则 +","恐懼的法則 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
104,"耐病抵抗",32,0,,"「封印」状態になる確率が低い|病気が少なく健やかに育つ",,"Illness Resistance","Soul Imitation +",,"耐病抵抗","耐病抵抗",,,"The percentage of being [seal] is very low|Can grow up with little sickness and stay healthy.","Les chances que vous souffriez de <Sceau> sont moins importantes. | Grandir sainement, sans souffrir de maladie.",,"被「封印」的机率很低|不常生病健康地成长。","被「封印」的機率很低|不常生病健康地成長。",,
105,"収穫",39,4,,"HP1/2以下で発動, 山札から__POW__枚ドロー, カードが銃カードならば自身へ、それ以外ならば相手に配る|奇怪な副産物が目に付く",,"Harvest","Contre-attaque +",,"收穫","收穫",,,"Initiated when the HP is below 1/2. Draw __POW__ cards from the deck. The gun cards will remain in the player's hand cards and the rest of the cards will be given to the opponent|Weird byproduct materials that arouse one's interest.","Lorsque votre HP est inférieur à la moitié lors de l'activation, vous tirez __POW__ cartes de votre pioche. Gardez la (les) si l'une des cartes est une carte <fusil>. Sinon, distribuez la (les) à votre adversaire. | Un étrange effet secondaire apparaît.",,"於HP1/2以下时发动，从公牌中抽取__POW__张卡片，其中的枪卡保留在自己手牌，其他的卡片则发给对战对手|令人在意的奇怪副产物。","於HP1/2以下時發動，從公牌中抽取__POW__張卡片，其中的槍卡保留在自己手牌，其他的卡片則發給對戰對手|令人在意的奇怪副產物。",,
106,"T.D.",40,2,,"自身をランダムに強化|異界の科学により自身を強化する",,"T.D.","Jonction D +",,"T.D.","T.D.",,,"The player will randomly obtain status increases|Strengthen oneself with technology from another world.","Vous renforcez vos capacités de manière aléatoire. | Grâce à la science d'un monde parallèle, vous augmentez votre puissance.",,"自己随机得到强化状态|藉由异界的科学让自身获得强化。","自己隨機得到強化狀態|藉由異界的科學讓自身獲得強化。",,
107,"ムーンシャイン",41,2,,"攻撃時、相手の特殊カードを2枚まで破棄し、枚数分のダメージを与える(攻撃力0の場合無効)|ケイオシウムの力を放出する",,"Moon Shine","Moonshine",,"月光","月光",,,"The player can destroy the maximum of 2 opponent's special cards when launching attack and costs direct DMG that is equivalent to the amount of cards destroyed (it will be invalid if the offense is 0)|Release the power of chaotic elements.","Lors de la phase d'attaque, détruisez jusqu'à 2 cartes spéciales de votre adversaire et attribuez-lui le même nombre de dommages que de cartes (ne fonctionne pas lorsque votre capacité d'attaque est de O). | Relâchez la puissance du Chaosium.",,"攻击时，破坏最多2张对手特殊卡，并造成与破坏张数等值的直接伤害(攻击力0的时候无效)|释放出混沌元素的力量。","攻擊時，破壞最多2張對手特殊卡，並造成與破壞張數等值的直接傷害(攻擊力0的時候無效)|釋放出混沌元素的力量。",,
108,"豊穣符",42,4,,"ドローフェイズに新たに引いた銃カードの枚数÷2だけ攻撃力上昇(切り上げ, 1ターン)|",,"Charm of Harvest","Carte de Récolte",,"丰收符","豐收符",,,"Boost attack by the number of gun cards drawn during the Draw Phase / 2 (rounded up, 1 round)","Augmentation de la puissance des cartes fusil / 2 obtenues lors de la phase de distribution (1 tour).",,"攻击力增加与抽牌阶段新抽的枪卡张数÷2等值的数值(尾数进位，1回合)","攻擊力增加與抽牌階段新抽的槍卡張數÷2等值的數值(尾數進位，1回合)",,
109,"踏みつけられた魂",43,0,,"「封印」状態になる確率が低い|憂憤に満ちて",,"Trampled Spirit","Âme Piétinée",,"被践踏的灵魂","被踐踏的靈魂",,,"The percentage of being [seal] is very low|Depressed and angry","Vos chances de subir un [Sceau] sont réduites.|Vous baignez dans la peine et la colère",,"被「封印」的机率很低|充满着忧鬱与愤怒","被「封印」的機率很低|充滿著憂鬱與憤怒",,
110,"ソウルイミテーション+",38,369,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Soul Imitation +","Soul Imitation +",,"灵魂仿製 +","靈魂仿製 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
111,"逆襲する引力+",38,374,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Strike of Gravity +","Contre-attaque +",,"逆袭引力 +","逆襲引力 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
112,"D・ジャンクション+",38,63,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Dimensional Crossing +","Jonction D +",,"次元交错 +","次元交錯 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
113,"パープルランページ+",38,386,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Purple Rampage +","Purple Rampage +",,"紫色狂躁 +","紫色狂躁 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
114,"A.W.C.S.",44,0,,"特定距離で防御スキルの性能が向上, その他の距離で被ダメージ増加|状況に合わせ武装を換装する",,"A.W.C.S.","A.W.C.S.",,"A.W.C.S.","A.W.C.S.",,,"Defense increases at certain distances, damage received will be increased at other distances.| Change your gear based on your situation","Lorsque vous êtes à la bonne distance, votre capacité de défense augmente. Lorsque vous êtes à une autre distance, votre capacité à infliger des dommages augmente.|Selon la situation, vous changez d'arme. ",,"於特定距离时防禦技能效果增强，其他距离时受到的伤害增加|配合状况更换武装","於特定距離時防禦技能效果增強，其他距離時受到的傷害增加|配合狀況更換武裝",,
115,"装甲板",45,0,,"「毒」「麻痺」「封印」状態にかかる確率が低い|あらゆる攻撃を撥ね付ける装甲",,"Armored Plates","Bouclier blindé",,"装甲板","裝甲板",,,"Reduce your chances of being [POISONED], [PARALYZED], and [SEALED].|Armor for deflecting all attacks ","Votre pourcentage de chance de souffrir de [Poison], [Paralysie] et [Sceau] baisse.|Armement capable de repousser différentes sortes d'attaques.",,"被附上「毒」「麻痹」「封印」状态的机率低。|反弹一切攻击的装甲　","被附上「毒」「麻痺」「封印」狀態的機率低。|反彈一切攻擊的裝甲　",,
116,"トレイドの仇敵",46,1,,"グリュンワルド、エイダ、フロレンス、ヴィルヘルムから受けるダメージが1.5倍になる|トレイド永久要塞へ侵攻したガレオンの自律兵器(イベント期間のみ有効)",,"Treide's Nemesis","Albion de Treide",,"托雷依德的仇敌","托雷依德的仇敵",,,"Boosts attacks by 1.5 times when attacked by Grunwald, Ada, Florence, and Wilhelm|An autonomous weapon on a ship attacking the Eternal Fortress. (Only effective during the event)","Les dommages infligés par Grunwald, Ada, Florence et Wilhelm sont multipliés par 1,5.|Arme propre au Galléon qui a attaqué la Forteresse de Treide (ne peut être utilisé que lors de l'événement).",,"受到来自古鲁瓦尔多、艾妲、佛罗伦斯、威廉的攻击时伤害增加到1.5倍|进攻托雷依德永久要塞的武装船自律兵器(仅限活动期间内有效)","受到來自古魯瓦爾多、艾妲、佛羅倫斯、威廉的攻擊時傷害增加到1.5倍|進攻托雷依德永久要塞的武裝船自律兵器(僅限活動期間內有效)",,
117,"拒絶の余光+",38,392,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Light of Denial +","Lumière du Déni +",,"拒绝余光 +","拒絕餘光 +",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
118,"ストライクコメット+",38,218,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Comet Strike +","Comète +",,"强袭彗星+","強襲彗星+",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
119,"パニックグレネード+",38,397,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Panic Grenade +","Lance-grenades +",,"恐慌榴弹+","恐慌榴彈+",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
120,"岩石割り x1.5",47,1,,"カカオの精霊に与えるダメージが1.5倍になる|",,"Rock Crusher x 1.5","Roc divisé en approche x1.5",,"破岩 x1.5","破岩 x1.5",,,"Increase damage to Cocoa fruit fairies by 1.5 times","Les dommages infligés à l'Esprit sont multipliés par 1,5.",,"对可可果的精灵造成的伤害变为1.5倍","對可可果的精靈造成的傷害變為1.5倍",,
121,"岩石割り x2",47,2,,"カカオの精霊に与えるダメージが2倍になる|",,"Rock Crusher x 2","Roc divisé en approche x2",,"破岩 x2","破岩 x2",,,"Increase damage to Cocoa fruit fairies by 2 times","Les dommages infligés à l'Esprit sont multipliés par 2.",,"对可可果的精灵造成的伤害变为2倍","對可可果的精靈造成的傷害變為2倍",,
122,"岩石割り x3",47,3,,"カカオの精霊に与えるダメージが3倍になる|",,"Rock Crusher x 3","Roc divisé en approche x3",,"破岩 x3","破岩 x3",,,"Increase damage to Cocoa fruit fairies by 3 times","Les dommages infligés à l'Esprit sont multipliés par 3.",,"对可可果的精灵造成的伤害变为3倍","對可可果的精靈造成的傷害變為3倍",,
123,"凝縮された精霊石",32,0,,"「封印」状態になる確率が低い|精霊により凝縮された力の根源",,"Coagulate Stones of Fairies","Roc rapetissé de l'esprit du cacao",,"凝聚的精灵石","凝聚的精靈石",,,"Decrease chances of being Sealed.|An energy source coagulated by fairies.","Vos chances de subir [Sceau] sont plus faibles.|Source de puissance condensée par l'Esprit. ",,"被附上「封印」状态的机率低。|由精灵凝聚而成的力量之源。","被附上「封印」狀態的機率低。|由精靈凝聚而成的力量之源。",,
124,"マジストラ+",38,402,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Marcus +","Magistrat+",,"玛基斯托+","瑪基斯托+",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
125,"勇猛の儀+",38,405,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Ceremony of the Brave +","Cérémonie du Courage+",,"勇猛的仪式+","勇猛的儀式+",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
126,"交錯する影",48,0,,"ターン開始時、自身のHPを相手の現在HPまで回復する|",,"Entwined Shadows","Ombre enchevêtrée",,"交错之影","交錯之影",,,"When a round starts, restore the same amount of HP you have as the opponent's.","Au début du tour, votre HP remonte au niveau de l'HP de votre adversaire. |",,"回合开始时，自己的HP恢复到跟对手现在的HP一样多|","回合開始時，自己的HP恢復到跟對手現在的HP一樣多|",,
127,"ドールチェンジ+",38,410,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,"Dolly Hallucination +","Poupée Changeante+",,"人偶幻视+","人偶幻視+",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
128,"威勢+",38,412,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,,,,"威势+","威勢+",,,"Reduce action cards needed for __NAME__ by 1. Effect not applicable if criteria is already 1|","Réduit le nombre de cartes nécessaires à __NAME__ de 1. Effet non applicable lorsque le critère est déjà de 1.|",,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
129,"龍滅 x1.5",49,30121,,"龍魚系に与えるダメージが1.5倍になる|",,,,,"灭龙 x1.5","滅龍 x1.5",,,,,,"给予龙鱼类1.5倍的伤害值","給予龍魚類1.5倍的傷害值",,
130,"龍滅 x2",49,30122,,"龍魚系に与えるダメージが2倍になる|",,,,,"灭龙 x2","滅龍 x2",,,,,,"给予龙鱼类2倍的伤害值","給予龍魚類2倍的傷害值",,
131,"龍滅 x3",49,30123,,"龍魚系に与えるダメージが3倍になる|",,,,,"灭龙 x3","滅龍 x3",,,,,,"给予龙鱼类3倍的伤害值","給予龍魚類3倍的傷害值",,
132,"呉越同舟",50,10,,"ギュスターヴ、ベリンダ、リカルドの攻撃力に__POW__加算|(イベント期間のみ有効)",,,,,"吴越同舟","吳越同舟 ",,,,,,"古斯塔夫、贝琳达、劳尔的攻击力增加__POW__|(仅限於活动期间内有效)","古斯塔夫、貝琳達、里卡多的攻擊力增加__POW__|(僅限於活動期間內有效)",,
133,"藍玉の龍鱗",51,0,,"「呪縛」「麻痺」「封印」状態になる確率が低い|海の水を身に纏ったような蒼く透き通る鱗",,,,,"蓝玉的龙麟","藍玉的龍麟",,,,,,"被附上「咒缚」「麻痹」「封印」状态的机率降低|像在身上缠绕海水般透蓝的鳞片。","被附上「咒縛」「麻痺」「封印」狀態的機率降低|像在身上纏繞海水般透藍的鱗片。",,
134,"クイックショット+",38,420,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,,,,"快速射击+","快速射擊+",,,,,,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
135,"爽涼符",52,0,,"防御フェイズ開始時、ターン中に使用した防御カードを1枚墓地から引く|",,,,,"凉爽符","涼爽符",,,,,,"防御阶段开始时，从墓地抽取一张本回合内使用过的防御卡。","防禦階段開始時，從墓地抽取一張本回合內使用過的防禦卡。",,
136,"鋭化簒奪+",38,423,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,,,,"锐化篡夺+","銳化篡奪+",,,,,,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
137,"サクリファイス・ワン+",38,426,,"__NAME__の発動に必要なアクションカードの値を1緩和する, この効果で条件値は0にならない|",,,,,"牲祭纳一+","牲祭納一+",,,,,,"__NAME__发动此技能所需要的行动卡值-1，此效果不会让条件值少於1|","__NAME__發動此技能所需要的行動卡值-1, 此效果不會讓條件值少於1|",,
138,"呉越同舟",53,20,,"モーガン、ジュディスの攻撃力に__POW__加算|(イベント期間のみ有効)",,,,,"吴越同舟","吳越同舟 ",,,,,,"摩根、茱蒂丝的攻击力增加__POW__|(仅限于活动期间内有效)","摩根、茱蒂絲的攻擊力增加__POW__|(僅限於活動期間內有效)",,
139,"光冠",54,0,,"「毒」「呪縛」「封印」状態になる確率が低い|煌きは畏れや崇拝の対象ともなる",,,,,"光冠","光冠",,,,,,"“毒”、“咒缚”、“封印”状态的机率降低|光芒成为害怕或崇拜的对象。","「毒」「咒縛」「封印」狀態的機率降低|光芒成為害怕或崇拜的對象。",,
140,"磁気嵐",19,5,,"ターン開始時、自身と相手のHPが共に1/2以下ならばATK+5。自身が受けるダイスダメージ2倍|昂り暴走する器官",,,,,"磁气暴风","磁氣暴風",,,,,,"回合开始时，自己与对手的HP皆在1/2以下时ATK+5。自身受到的骰伤将为2倍|高昂暴走的器官。","回合開始時，自己與對手的HP皆在1/2以下時ATK+5。自身受到的骰傷將為2倍|高昂暴走的器官。",,
141,"劫火",55,1,,"攻撃時、相手の手札を__POW__枚破棄|あらゆる発火物を燃やす灼熱",,,,,"劫火","劫火",,,,,,"攻击时,破坏__POW__张对手的手牌|将所有可燃物引燃的灼热","攻擊時，破壞__POW__張對手的手牌|將所有可燃物引燃的灼熱",,
142,"荊棘符",56,0,,"自身と相手に移動距離分のダメージ|",,,,,"荆棘符","荊棘符",,,,,,"对自己跟对手造成与移动距离等量的伤害。|","對自己跟對手造成與移動距離等量的傷害。|",,
143,"目覚めしもの",57,0,,"攻撃時、「恐怖」の効果を無視する|あらゆる恐怖を打ち破る心",,,,,"觉醒者","覺醒者",,,,,,"攻击时，无视“恐怖”效果|能够突破一切恐惧的心。","攻擊時，無視「恐怖」效果|能夠突破一切恐懼的心。",,
144,"アンシェイカブル・F",58,7,,"自身のHPが1/2以上ならば、ATK+7|補助腕による戦闘サポート",,,,,"坚定信念","堅定信念",,,,,,"自己的HP在1/2以上的话，ATK+7|以辅助手腕进行的战斗支援。","自己的HP在1/2以上的話，ATK+7|以輔助手腕進行的戰鬥支援。",,
145,"幽愁暗恨",59,15,,"レイドボスに対し、攻撃力__POW__加算|(イベント期間のみ有効)",,,,,"幽愁暗恨","幽愁暗恨",,,,,,"对RAID BOSS时，攻击加__POW__。 (限活动期间有效)","對RAID BOSS時，攻擊加__POW__。(限活動期間有效)",,
146,"アクティブアーマー",60,4,,"防御時、DEF+盾数値×__POW__, ダメージ適用後、自身に「DEF-盾数値×2 <MAX:DEF-9>」(2ターン)|装甲服を展開し、一時的に防御力を上げる",,,,,"反动式装甲","反動式裝甲",,,,,,"防御时，DEF+盾卡数值×__POW__，伤害结算完毕后，自身得到“DEF-防御数值×2 <MAX:DEF-9>”(2回合)|展开装甲服，短暂提升防御力。","防禦時，DEF+盾卡數值×__POW__，傷害結算完畢後，自身得到「DEF-防禦數值×2 <MAX:DEF-9>」(2回合)|展開裝甲服，短暫提升防禦力。",,
147,"パペットマスター",61,2,,"防御フェイズ終了時、相手が「呪縛」状態なら、相手の手札とドロップカードをそれぞれ__POW__枚奪う|相手に強力な催眠薬を投与し、精神を操る",,,,,"操偶师 ","操偶師 ",,,,,,"防御阶段结束时，对手为“咒缚”状态的话，夺取对手手牌跟出的牌各__POW__张。|对对手投放强力的催眠药，并操控其精神。","防禦階段結束時，對手為「咒縛」狀態的話，奪取對手手牌跟出的牌各__POW__張。|對對手投放強力的催眠藥，並操控其精神。",,
148,"エネミースマッシュ",62,2,,"近距離で対戦相手に与えるダメージ__POW__倍|バトルアックスが纏う強力なエネルギー刃",,,,,"碎敌","碎敵",,,,,,"在近距离对对战对手造成__POW__倍的伤害值|缠绕在战斗巨斧上的强力能量刃。","在近距離對對戰對手造成__POW__倍的傷害值|纏繞在戰鬥巨斧上的強力能量刃。",,
149,"紅の意志",63,3,,"防御時、__POW__以下のダメージを受けたとき、自身に「バーサーク」(1ターン)|死を乗り越えた者だけが得られる力",,,,,"红之意志","紅之意志",,,,,,"防御阶段受到__POW__以下的伤害时，自身将会得到“狂战士”(1回合)|只有超越死亡者才能获得的力量。","防禦階段受到__POW__以下的傷害時，自身將會得到「狂戰士」(1回合)|只有超越死亡者才能獲得的力量。",,
150,"生命の守人",64,1,,"攻撃失敗時と防御失敗時、自身の聖痕+__POW__|清き魂与えられた聖なる守護",,,,,"生命的守护者","生命的守護者",,,,,,"攻击失败跟防御失败时，自身的圣痕+__POW__|赐与纯洁灵魂的神圣守护。","攻擊失敗跟防禦失敗時，自身的聖痕+__POW__|賜與純潔靈魂的神聖守護。",,
151,"余焔符",65,0,,"攻撃フェイズ開始時、ターン中に使用した剣カードを1枚墓地から引く|",,,,,"余焰符","余焰符",,,,,,"攻击阶段开始时，从墓地抽取一张本回合内使用过的剑卡。","攻擊階段開始時，從墓地抽取一張本回合內使用過的劍卡。",,
