"id","u_type","u_value","b_type","b_value","event_no","caption","image"
1765,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf"
1766,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf"
1767,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf"
1768,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf"
1769,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf"
1770,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf"
1771,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1772,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1773,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1774,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1775,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1776,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1777,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1778,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1779,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1780,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1781,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1782,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1783,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1784,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1785,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1786,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1787,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1788,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf"
1789,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1790,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1791,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1792,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1793,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1794,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1795,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1796,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1797,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1798,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1799,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1800,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1801,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1802,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1803,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1804,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1805,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1806,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1807,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1808,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1809,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1810,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1811,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1812,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1813,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1814,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1815,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1816,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1817,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1818,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1819,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1820,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1821,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1822,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1823,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1824,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf"
1825,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1826,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1827,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1828,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1829,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1830,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1831,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1832,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1833,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1834,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1835,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1836,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1837,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1838,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1839,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1840,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1841,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1842,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf"
1843,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1844,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1845,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1846,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1847,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1848,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1849,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1850,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1851,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1852,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1853,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1854,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1855,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1856,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1857,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1858,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1859,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1860,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf"
1861,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1862,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1863,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1864,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1865,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1866,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1867,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1868,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1869,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1870,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1871,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1872,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1873,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1874,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1875,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1876,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1877,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1878,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1879,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1880,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1881,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1882,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1883,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1884,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1885,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1886,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1887,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1888,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1889,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1890,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1891,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1892,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1893,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1894,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1895,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1896,2,3,5,1,0,"このカードは銃3・特殊1として扱う","card_ev_158.swf"
1897,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1898,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1899,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1900,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1901,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1902,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1903,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1904,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1905,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1906,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1907,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1908,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1909,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1910,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1911,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1912,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1913,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1914,2,4,5,2,0,"このカードは銃4・特殊2として扱う","card_ev_158.swf"
1915,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1916,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1917,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1918,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1919,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1920,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1921,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1922,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1923,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1924,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1925,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1926,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1927,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1928,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1929,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1930,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1931,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1932,2,5,5,3,0,"このカードは銃5・特殊3として扱う","card_ev_158.swf"
1933,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1934,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1935,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1936,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1937,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1938,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1939,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1940,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1941,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1942,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1943,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1944,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1945,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1946,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1947,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1948,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1949,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1950,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1951,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1952,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1953,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1954,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1955,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1956,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1957,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1958,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1959,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1960,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1961,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1962,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1963,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1964,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1965,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1966,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1967,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1968,4,1,5,1,0,"このカードは移動1・特殊1として扱う","card_ev_170.swf"
1969,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1970,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1971,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1972,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1973,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1974,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1975,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1976,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1977,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1978,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1979,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1980,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1981,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1982,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1983,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1984,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1985,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1986,4,2,5,2,0,"このカードは移動2・特殊2として扱う","card_ev_170.swf"
1987,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1988,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1989,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1990,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1991,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1992,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1993,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1994,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1995,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1996,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1997,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1998,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
1999,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
2000,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
2001,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
2002,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
2003,4,3,5,3,0,"このカードは移動3・特殊3として扱う","card_ev_170.swf"
2004,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2005,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2006,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2007,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2008,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2009,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2010,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2011,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2012,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2013,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2014,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2015,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2016,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2017,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2018,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2019,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2020,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2021,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2022,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2023,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2024,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2025,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2026,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2027,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2028,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2029,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2030,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2031,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2032,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2033,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2034,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2035,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2036,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2037,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2038,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2039,1,1,2,1,0,"このカードは剣1・銃1として扱う","card_ev_300.swf"
2040,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2041,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2042,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2043,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2044,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2045,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2046,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2047,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2048,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2049,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2050,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2051,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2052,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2053,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2054,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2055,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2056,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2057,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2058,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2059,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2060,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2061,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2062,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2063,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2064,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2065,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2066,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2067,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2068,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2069,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2070,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2071,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2072,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2073,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2074,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2075,1,5,2,5,0,"このカードは剣5・銃5として扱う","card_ev_304.swf"
2076,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2077,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2078,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2079,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2080,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2081,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2082,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2083,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2084,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2085,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2086,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2087,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2088,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2089,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2090,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2091,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2092,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2093,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2094,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2095,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2096,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2097,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2098,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2099,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2100,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2101,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2102,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2103,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
2104,6,1,0,1,8,"ヒットポイント３回復","card_ev_502.swf"
