"id","name","allocation_type","chara_card_id","weapon_card_id","equip_card_id","event_card_id","ai_rank","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai"
20130,"ベルンハルトL10",0,130,0,0,"63/63/72/72/81/81",15,"Bernhard L10","Bernhard L10","베른하드10","伯恩哈德L10","伯恩哈德L10","Bernhard L10","เบิร์นฮาร์ท L10"
20131,"フリードリヒL1",0,131,0,0,"1/1/9/9/27/27",15,"Friedrich L1","Friedrich L1","프리드리히1","弗雷特里西L1","弗雷特里西L1","Friedrich L1","ฟรีดริช L1"
20132,"フリードリヒL2",0,132,0,0,"1/2/9/10/27/28",15,"Friedrich L2","Friedrich L2","프리드리히2","弗雷特里西L2","弗雷特里西L2","Friedrich L2","ฟรีดริช L2"
20133,"フリードリヒL3",0,133,0,0,"2/2/10/10/28/28",15,"Friedrich L3","Friedrich L3","프리드리히3","弗雷特里西L3","弗雷特里西L3","Friedrich L3","ฟรีดริช L3"
20134,"フリードリヒL4",0,134,0,0,"2/3/10/11/28/28",15,"Friedrich L4","Friedrich L4","프리드리히4","弗雷特里西L4","弗雷特里西L4","Friedrich L4","ฟรีดริช L4"
20135,"フリードリヒL5",0,135,0,0,"3/3/11/11/28/28",15,"Friedrich L5","Friedrich L5","프리드리히5","弗雷特里西L5","弗雷特里西L5","Friedrich L5","ฟรีดริช L5"
20136,"フリードリヒL6",0,136,0,0,"63/63/72/72/81/81",15,"Friedrich L6","Friedrich L6","프리드리히6","弗雷特里西L6","弗雷特里西L6","Friedrich L6","ฟรีดริช L6"
20137,"フリードリヒL7",0,137,0,0,"63/63/72/72/81/81",15,"Friedrich L7","Friedrich L7","프리드리히7","弗雷特里西L7","弗雷特里西L7","Friedrich L7","ฟรีดริช L7"
20138,"フリードリヒL8",0,138,0,0,"63/63/72/72/81/81",15,"Friedrich L8","Friedrich L8","프리드리히8","弗雷特里西L8","弗雷特里西L8","Friedrich L8","ฟรีดริช L8"
20139,"フリードリヒL9",0,139,0,0,"63/63/72/72/81/81",15,"Friedrich L9","Friedrich L9","프리드리히9","弗雷特里西L9","弗雷特里西L9","Friedrich L9","ฟรีดริช L9"
20140,"フリードリヒL10",0,140,0,0,"63/63/72/72/81/81",15,"Friedrich L10","Friedrich L10","프리드리히10","弗雷特里西L10","弗雷特里西L10","Friedrich L10","ฟรีดริช L10"
20141,"マルグリッドL1",0,141,0,0,"1/1/9/9/27/27",15,"Marguerite L1","Marguerite L1","마르그리드1","玛格莉特L1","瑪格莉特L1","Marguerite L1","มาร์กรีต L1"
20142,"マルグリッドL2",0,142,0,0,"1/2/9/10/27/28",15,"Marguerite L2","Marguerite L2","마르그리드2","玛格莉特L2","瑪格莉特L2","Marguerite L2","มาร์กรีต L2"
20143,"マルグリッドL3",0,143,0,0,"2/2/10/10/28/28",15,"Marguerite L3","Marguerite L3","마르그리드3","玛格莉特L3","瑪格莉特L3","Marguerite L3","มาร์กรีต L3"
20144,"マルグリッドL4",0,144,0,0,"2/3/10/11/28/28",15,"Marguerite L4","Marguerite L4","마르그리드4","玛格莉特L4","瑪格莉特L4","Marguerite L4","มาร์กรีต L4"
20145,"マルグリッドL5",0,145,0,0,"3/3/11/11/28/28",15,"Marguerite L5","Marguerite L5","마르그리드5","玛格莉特L5","瑪格莉特L5","Marguerite L5","มาร์กรีต L5"
20146,"マルグリッドL6",0,146,0,0,"63/63/72/72/81/81",15,"Marguerite L6","Marguerite L6","마르그리드6","玛格莉特L6","瑪格莉特L6","Marguerite L6","มาร์กรีต L6"
20147,"マルグリッドL7",0,147,0,0,"63/63/72/72/81/81",15,"Marguerite L7","Marguerite L7","마르그리드7","玛格莉特L7","瑪格莉特L7","Marguerite L7","มาร์กรีต L7"
20148,"マルグリッドL8",0,148,0,0,"63/63/72/72/81/81",15,"Marguerite L8","Marguerite L8","마르그리드8","玛格莉特L8","瑪格莉特L8","Marguerite L8","มาร์กรีต L8"
20149,"マルグリッドL9",0,149,0,0,"63/63/72/72/81/81",15,"Marguerite L9","Marguerite L9","마르그리드9","玛格莉特L9","瑪格莉特L9","Marguerite L9","มาร์กรีต L9"
20150,"マルグリッドL10",0,150,0,0,"63/63/72/72/81/81",15,"Marguerite L10","Marguerite L10","마르그리드10","玛格莉特L10","瑪格莉特L10","Marguerite L10","มาร์กรีต L10"
20151,"ドニタL1",0,151,0,0,"1/1/9/9/27/27",15,"Donita L1","Donita L1","도니타1","多妮坦L1","多妮坦L1","Donita L1","โดนิต้า L1"
20152,"ドニタL2",0,152,0,0,"1/2/9/10/27/28",15,"Donita L2","Donita L2","도니타2","多妮坦L2","多妮坦L2","Donita L2","โดนิต้า L2"
20153,"ドニタL3",0,153,0,0,"2/2/10/10/28/28",15,"Donita L3","Donita L3","도니타3","多妮坦L3","多妮坦L3","Donita L3","โดนิต้า L3"
20154,"ドニタL4",0,154,0,0,"2/3/10/11/28/28",15,"Donita L4","Donita L4","도니타4","多妮坦L4","多妮坦L4","Donita L4","โดนิต้า L4"
20155,"ドニタL5",0,155,0,0,"3/3/11/11/28/28",15,"Donita L5","Donita L5","도니타5","多妮坦L5","多妮坦L5","Donita L5","โดนิต้า L5"
20156,"ドニタL6",0,156,0,0,"63/63/72/72/81/81",15,"Donita L6","Donita L6","도니타6","多妮坦L6","多妮坦L6","Donita L6","โดนิต้า L6"
20157,"ドニタL7",0,157,0,0,"63/63/72/72/81/81",15,"Donita L7","Donita L7","도니타7","多妮坦L7","多妮坦L7","Donita L7","โดนิต้า L7"
20158,"ドニタL8",0,158,0,0,"63/63/72/72/81/81",15,"Donita L8","Donita L8","도니타8","多妮坦L8","多妮坦L8","Donita L8","โดนิต้า L8"
20159,"ドニタL9",0,159,0,0,"63/63/72/72/81/81",15,"Donita L9","Donita L9","도니타9","多妮坦L9","多妮坦L9","Donita L9","โดนิต้า L9"
20160,"ドニタL10",0,160,0,0,"63/63/72/72/81/81",15,"Donita L10","Donita L10","도니타10","多妮坦L10","多妮坦L10","Donita L10","โดนิต้า L10"
20161,"スプラートL1",0,161,0,0,"1/1/9/9/27/27",15,"Sprout L1","Sprout L1","스프라우트1","史普拉多L1","史普拉多L1","Sprout L1","สเปราท์ L1"
20162,"スプラートL2",0,162,0,0,"1/2/9/10/27/28",15,"Sprout L2","Sprout L2","스프라우트2","史普拉多L2","史普拉多L2","Sprout L2","สเปราท์ L2"
20163,"スプラートL3",0,163,0,0,"2/2/10/10/28/28",15,"Sprout L3","Sprout L3","스프라우트3","史普拉多L3","史普拉多L3","Sprout L3","สเปราท์ L3"
20164,"スプラートL4",0,164,0,0,"2/3/10/11/28/28",15,"Sprout L4","Sprout L4","스프라우트4","史普拉多L4","史普拉多L4","Sprout L4","สเปราท์ L4"
20165,"スプラートL5",0,165,0,0,"3/3/11/11/28/28",15,"Sprout L5","Sprout L5","스프라우트5","史普拉多L5","史普拉多L5","Sprout L5","สเปราท์ L5"
20166,"スプラートL6",0,166,0,0,"63/63/72/72/81/81",15,"Sprout L6","Sprout L6","스프라우트6","史普拉多L6","史普拉多L6","Sprout L6","สเปราท์ L6"
20167,"スプラートL7",0,167,0,0,"63/63/72/72/81/81",15,"Sprout L7","Sprout L7","스프라우트7","史普拉多L7","史普拉多L7","Sprout L7","สเปราท์ L7"
20168,"スプラートL8",0,168,0,0,"63/63/72/72/81/81",15,"Sprout L8","Sprout L8","스프라우트8","史普拉多L8","史普拉多L8","Sprout L8","สเปราท์ L8"
20169,"スプラートL9",0,169,0,0,"63/63/72/72/81/81",15,"Sprout L9","Sprout L9","스프라우트9","史普拉多L9","史普拉多L9","Sprout L9","สเปราท์ L9"
20170,"スプラートL10",0,170,0,0,"63/63/72/72/81/81",15,"Sprout L10","Sprout L10","스프라우트10","史普拉多L10","史普拉多L10","Sprout L10","สเปราท์ L10"
20171,"ベリンダL1",0,171,0,0,"1/1/9/9/27/27",15,"Belinda L1","Belinda L1","벨린다1","贝琳达L1","貝琳達L1","Belinda L1","เบลินดา L1"
20172,"ベリンダL2",0,172,0,0,"1/2/9/10/27/28",15,"Belinda L2","Belinda L2","벨린다2","贝琳达L2","貝琳達L2","Belinda L2","เบลินดา L2"
20173,"ベリンダL3",0,173,0,0,"2/2/10/10/28/28",15,"Belinda L3","Belinda L3","벨린다3","贝琳达L3","貝琳達L3","Belinda L3","เบลินดา L3"
20174,"ベリンダL4",0,174,0,0,"2/3/10/11/28/28",15,"Belinda L4","Belinda L4","벨린다4","贝琳达L4","貝琳達L4","Belinda L4","เบลินดา L4"
20175,"ベリンダL5",0,175,0,0,"3/3/11/11/28/28",15,"Belinda L5","Belinda L5","벨린다5","贝琳达L5","貝琳達L5","Belinda L5","เบลินดา L5"
20176,"ベリンダL6",0,176,0,0,"63/63/72/72/81/81",15,"Belinda L6","Belinda L6","벨린다6","贝琳达L6","貝琳達L6","Belinda L6","เบลินดา L6"
20177,"ベリンダL7",0,177,0,0,"63/63/72/72/81/81",15,"Belinda L7","Belinda L7","벨린다7","贝琳达L7","貝琳達L7","Belinda L7","เบลินดา L7"
20178,"ベリンダL8",0,178,0,0,"63/63/72/72/81/81",15,"Belinda L8","Belinda L8","벨린다8","贝琳达L8","貝琳達L8","Belinda L8","เบลินดา L8"
20179,"ベリンダL9",0,179,0,0,"63/63/72/72/81/81",15,"Belinda L9","Belinda L9","벨린다9","贝琳达L9","貝琳達L9","Belinda L9","เบลินดา L9"
20180,"ベリンダL10",0,180,0,0,"63/63/72/72/81/81",15,"Belinda L10","Belinda L10","벨린다10","贝琳达L10","貝琳達L10","Belinda L10","เบลินดา L10"
20181,"ロッソL1",0,181,0,0,"1/1/9/9/27/27",15,"Rosso L1","Rosso L1","로쏘1","罗索L1","羅索L1","Rosso L1","รอสโซ่ L1"
20182,"ロッソL2",0,182,0,0,"1/2/9/10/27/28",15,"Rosso L2","Rosso L2","로쏘2","罗索L2","羅索L2","Rosso L2","รอสโซ่ L2"
20183,"ロッソL3",0,183,0,0,"2/2/10/10/28/28",15,"Rosso L3","Rosso L3","로쏘3","罗索L3","羅索L3","Rosso L3","รอสโซ่ L3"
20184,"ロッソL4",0,184,0,0,"2/3/10/11/28/28",15,"Rosso L4","Rosso L4","로쏘4","罗索L4","羅索L4","Rosso L4","รอสโซ่ L4"
20185,"ロッソL5",0,185,0,0,"3/3/11/11/28/28",15,"Rosso L5","Rosso L5","로쏘5","罗索L5","羅索L5","Rosso L5","รอสโซ่ L5"
20186,"ロッソL6",0,186,0,0,"63/63/72/72/81/81",15,"Rosso L6","Rosso L6","로쏘6","罗索L6","羅索L6","Rosso L6","รอสโซ่ L6"
20187,"ロッソL7",0,187,0,0,"63/63/72/72/81/81",15,"Rosso L7","Rosso L7","로쏘7","罗索L7","羅索L7","Rosso L7","รอสโซ่ L7"
20188,"ロッソL8",0,188,0,0,"63/63/72/72/81/81",15,"Rosso L8","Rosso L8","로쏘8","罗索L8","羅索L8","Rosso L8","รอสโซ่ L8"
20189,"ロッソL9",0,189,0,0,"63/63/72/72/81/81",15,"Rosso L9","Rosso L9","로쏘9","罗索L9","羅索L9","Rosso L9","รอสโซ่ L9"
20190,"ロッソL10",0,190,0,0,"63/63/72/72/81/81",15,"Rosso L10","Rosso L10","로쏘10","罗索L10","羅索L10","Rosso L10","รอสโซ่ L10"
20191,"エイダL1",0,191,0,0,"1/1/9/9/27/27",15,"Ada L1","Ada L1","에이다1","艾妲L1","艾妲L1","Ada L1","เอด้า L1"
20192,"エイダL2",0,192,0,0,"1/2/9/10/27/28",15,"Ada L2","Ada L2","에이다2","艾妲L2","艾妲L2","Ada L2","เอด้า L2"
20193,"エイダL3",0,193,0,0,"2/2/10/10/28/28",15,"Ada L3","Ada L3","에이다3","艾妲L3","艾妲L3","Ada L3","เอด้า L3"
20194,"エイダL4",0,194,0,0,"2/3/10/11/28/28",15,"Ada L4","Ada L4","에이다4","艾妲L4","艾妲L4","Ada L4","เอด้า L4"
20195,"エイダL5",0,195,0,0,"3/3/11/11/28/28",15,"Ada L5","Ada L5","에이다5","艾妲L5","艾妲L5","Ada L5","เอด้า L5"
20196,"エイダL6",0,196,0,0,"63/63/72/72/81/81",15,"Ada L6","Ada L6","에이다6","艾妲L6","艾妲L6","Ada L6","เอด้า L6"
20197,"エイダL7",0,197,0,0,"63/63/72/72/81/81",15,"Ada L7","Ada L7","에이다7","艾妲L7","艾妲L7","Ada L7","เอด้า L7"
20198,"エイダL8",0,198,0,0,"63/63/72/72/81/81",15,"Ada L8","Ada L8","에이다8","艾妲L8","艾妲L8","Ada L8","เอด้า L8"
20199,"エイダL9",0,199,0,0,"63/63/72/72/81/81",15,"Ada L9","Ada L9","에이다9","艾妲L9","艾妲L9","Ada L9","เอด้า L9"
20200,"エイダL10",0,200,0,0,"63/63/72/72/81/81",15,"Ada L10","Ada L10","에이다10","艾妲L10","艾妲L10","Ada L10","เอด้า L10"
20201,"メレンL1",0,201,0,0,"1/1/9/9/27/27",15,"Meren L1","Melen L1","메렌1","梅伦L1","梅倫L1","Meren L1","เมเลน L1"
20202,"メレンL2",0,202,0,0,"1/2/9/10/27/28",15,"Meren L2","Melen L2","메렌2","梅伦L2","梅倫L2","Meren L2","เมเลน L2"
20203,"メレンL3",0,203,0,0,"2/2/10/10/28/28",15,"Meren L3","Melen L3","메렌3","梅伦L3","梅倫L3","Meren L3","เมเลน L3"
20204,"メレンL4",0,204,0,0,"2/3/10/11/28/28",15,"Meren L4","Melen L4","메렌4","梅伦L4","梅倫L4","Meren L4","เมเลน L4"
20205,"メレンL5",0,205,0,0,"3/3/11/11/28/28",15,"Meren L5","Melen L5","메렌5","梅伦L5","梅倫L5","Meren L5","เมเลน L5"
20206,"メレンL6",0,206,0,0,"63/63/72/72/81/81",15,"Meren L6","Melen L6","메렌6","梅伦L6","梅倫L6","Meren L6","เมเลน L6"
20207,"メレンL7",0,207,0,0,"63/63/72/72/81/81",15,"Meren L7","Melen L7","메렌7","梅伦L7","梅倫L7","Meren L7","เมเลน L7"
20208,"メレンL8",0,208,0,0,"63/63/72/72/81/81",15,"Meren L8","Melen L8","메렌8","梅伦L8","梅倫L8","Meren L8","เมเลน L8"
20209,"メレンL9",0,209,0,0,"63/63/72/72/81/81",15,"Meren L9","Melen L9","메렌9","梅伦L9","梅倫L9","Meren L9","เมเลน L9"
20210,"メレンL10",0,210,0,0,"63/63/72/72/81/81",15,"Meren L10","Melen L10","메렌10","梅伦L10","梅倫L10","Meren L10","เมเลน L10"
20211,"サルガドL1",0,211,0,0,"1/1/9/9/27/27",15,"Salgado L1","Salgado L1","살가드1","萨尔卡多L1","薩爾卡多L1","Salgado L1","ซัลกาโด L1"
20212,"サルガドL2",0,212,0,0,"1/2/9/10/27/28",15,"Salgado L2","Salgado L2","살가드2","萨尔卡多L2","薩爾卡多L2","Salgado L2","ซัลกาโด L2"
20213,"サルガドL3",0,213,0,0,"2/2/10/10/28/28",15,"Salgado L3","Salgado L3","살가드3","萨尔卡多L3","薩爾卡多L3","Salgado L3","ซัลกาโด L3"
20214,"サルガドL4",0,214,0,0,"2/3/10/11/28/28",15,"Salgado L4","Salgado L4","살가드4","萨尔卡多L4","薩爾卡多L4","Salgado L4","ซัลกาโด L4"
20215,"サルガドL5",0,215,0,0,"3/3/11/11/28/28",15,"Salgado L5","Salgado L5","살가드5","萨尔卡多L5","薩爾卡多L5","Salgado L5","ซัลกาโด L5"
20216,"サルガドL6",0,216,0,0,"63/63/72/72/81/81",15,"Salgado L6","Salgado L6","살가드6","萨尔卡多L6","薩爾卡多L6","Salgado L6","ซัลกาโด L6"
20217,"サルガドL7",0,217,0,0,"63/63/72/72/81/81",15,"Salgado L7","Salgado L7","살가드7","萨尔卡多L7","薩爾卡多L7","Salgado L7","ซัลกาโด L7"
20218,"サルガドL8",0,218,0,0,"63/63/72/72/81/81",15,"Salgado L8","Salgado L8","살가드8","萨尔卡多L8","薩爾卡多L8","Salgado L8","ซัลกาโด L8"
20219,"サルガドL9",0,219,0,0,"63/63/72/72/81/81",15,"Salgado L9","Salgado L9","살가드9","萨尔卡多L9","薩爾卡多L9","Salgado L9","ซัลกาโด L9"
20220,"サルガドL10",0,220,0,0,"63/63/72/72/81/81",15,"Salgado L10","Salgado L10","살가드10","萨尔卡多L10","薩爾卡多L10","Salgado L10","ซัลกาโด L10"
20221,"レッドグレイヴL1",0,221,0,0,"1/1/9/9/27/27",15,"Redgrave L1","Redgrave L1","레드그레이브1","蕾格烈芙L1","蕾格烈芙L1","Redgrave L1","เรดเกรฟ L1"
20222,"レッドグレイヴL2",0,222,0,0,"1/2/9/10/27/28",15,"Redgrave L2","Redgrave L2","레드그레이브2","蕾格烈芙L2","蕾格烈芙L2","Redgrave L2","เรดเกรฟ L2"
20223,"レッドグレイヴL3",0,223,0,0,"2/2/10/10/28/28",15,"Redgrave L3","Redgrave L3","레드그레이브3","蕾格烈芙L3","蕾格烈芙L3","Redgrave L3","เรดเกรฟ L3"
20224,"レッドグレイヴL4",0,224,0,0,"2/3/10/11/28/28",15,"Redgrave L4","Redgrave L4","레드그레이브4","蕾格烈芙L4","蕾格烈芙L4","Redgrave L4","เรดเกรฟ L4"
20225,"レッドグレイヴL5",0,225,0,0,"3/3/11/11/28/28",15,"Redgrave L5","Redgrave L5","레드그레이브5","蕾格烈芙L5","蕾格烈芙L5","Redgrave L5","เรดเกรฟ L5"
20226,"レッドグレイヴL6",0,226,0,0,"63/63/72/72/81/81",15,"Redgrave L6","Redgrave L6","레드그레이브6","蕾格烈芙L6","蕾格烈芙L6","Redgrave L6","เรดเกรฟ L6"
20227,"レッドグレイヴL7",0,227,0,0,"63/63/72/72/81/81",15,"Redgrave L7","Redgrave L7","레드그레이브7","蕾格烈芙L7","蕾格烈芙L7","Redgrave L7","เรดเกรฟ L7"
20228,"レッドグレイヴL8",0,228,0,0,"63/63/72/72/81/81",15,"Redgrave L8","Redgrave L8","레드그레이브8","蕾格烈芙L8","蕾格烈芙L8","Redgrave L8","เรดเกรฟ L8"
20229,"レッドグレイヴL9",0,229,0,0,"63/63/72/72/81/81",15,"Redgrave L9","Redgrave L9","레드그레이브9","蕾格烈芙L9","蕾格烈芙L9","Redgrave L9","เรดเกรฟ L9"
20230,"レッドグレイヴL10",0,230,0,0,"63/63/72/72/81/81",15,"Redgrave L10","Redgrave L10","레드그레이브10","蕾格烈芙L10","蕾格烈芙L10","Redgrave L10","เรดเกรฟ L10"
20231,"リーズL1",0,231,0,0,"1/1/9/9/27/27",15,"Riesz L1","Riesz L1","리즈1","里斯L1","里斯L1","Riesz L1","รีซ L1"
20232,"リーズL2",0,232,0,0,"1/2/9/10/27/28",15,"Riesz L2","Riesz L2","리즈2","里斯L2","里斯L2","Riesz L2","รีซ L2"
20233,"リーズL3",0,233,0,0,"2/2/10/10/28/28",15,"Riesz L3","Riesz L3","리즈3","里斯L3","里斯L3","Riesz L3","รีซ L3"
20234,"リーズL4",0,234,0,0,"2/3/10/11/28/28",15,"Riesz L4","Riesz L4","리즈4","里斯L4","里斯L4","Riesz L4","รีซ L4"
20235,"リーズL5",0,235,0,0,"3/3/11/11/28/28",15,"Riesz L5","Riesz L5","리즈5","里斯L5","里斯L5","Riesz L5","รีซ L5"
20236,"リーズL6",0,236,0,0,"63/63/72/72/81/81",15,"Riesz L6","Riesz L6","리즈6","里斯L6","里斯L6","Riesz L6","รีซ L6"
20237,"リーズL7",0,237,0,0,"63/63/72/72/81/81",15,"Riesz L7","Riesz L7","리즈7","里斯L7","里斯L7","Riesz L7","รีซ L7"
20238,"リーズL8",0,238,0,0,"63/63/72/72/81/81",15,"Riesz L8","Riesz L8","리즈8","里斯L8","里斯L8","Riesz L8","รีซ L8"
20239,"リーズL9",0,239,0,0,"63/63/72/72/81/81",15,"Riesz L9","Riesz L9","리즈9","里斯L9","里斯L9","Riesz L9","รีซ L9"
20240,"リーズL10",0,240,0,0,"63/63/72/72/81/81",15,"Riesz L10","Riesz L10","리즈10","里斯L10","里斯L10","Riesz L10","รีซ L10"
20241,"ミリアンL1",0,241,0,0,"1/1/9/9/27/27",15,"Milian L1","Milian L1","미리안1","米利安L1","米利安L1","Milian L1","มิเลียน L1"
20242,"ミリアンL2",0,242,0,0,"1/2/9/10/27/28",15,"Milian L2","Milian L2","미리안2","米利安L2","米利安L2","Milian L2","มิเลียน L2"
20243,"ミリアンL3",0,243,0,0,"2/2/10/10/28/28",15,"Milian L3","Milian L3","미리안3","米利安L3","米利安L3","Milian L3","มิเลียน L3"
20244,"ミリアンL4",0,244,0,0,"2/3/10/11/28/28",15,"Milian L4","Milian L4","미리안4","米利安L4","米利安L4","Milian L4","มิเลียน L4"
20245,"ミリアンL5",0,245,0,0,"3/3/11/11/28/28",15,"Milian L5","Milian L5","미리안5","米利安L5","米利安L5","Milian L5","มิเลียน L5"
20246,"ミリアンL6",0,246,0,0,"63/63/72/72/81/81",15,"Milian L6","Milian L6","미리안6","米利安L6","米利安L6","Milian L6","มิเลียน L6"
20247,"ミリアンL7",0,247,0,0,"63/63/72/72/81/81",15,"Milian L7","Milian L7","미리안7","米利安L7","米利安L7","Milian L7","มิเลียน L7"
20248,"ミリアンL8",0,248,0,0,"63/63/72/72/81/81",15,"Milian L8","Milian L8","미리안8","米利安L8","米利安L8","Milian L8","มิเลียน L8"
20249,"ミリアンL9",0,249,0,0,"63/63/72/72/81/81",15,"Milian L9","Milian L9","미리안9","米利安L9","米利安L9","Milian L9","มิเลียน L9"
20250,"ミリアンL10",0,250,0,0,"63/63/72/72/81/81",15,"Milian L10","Milian L10","미리안10","米利安L10","米利安L10","Milian L10","มิเลียน L10"
20251,"ウォーケンL1",0,251,0,0,"1/1/9/9/27/27",15,"Walken L1","Walken L1","워켄1","沃肯L1","沃肯L1","Walken L1","วอลเคน L1"
20252,"ウォーケンL2",0,252,0,0,"1/2/9/10/27/28",15,"Walken L2","Walken L2","워켄2","沃肯L2","沃肯L2","Walken L2","วอลเคน L2"
20253,"ウォーケンL3",0,253,0,0,"2/2/10/10/28/28",15,"Walken L3","Walken L3","워켄3","沃肯L3","沃肯L3","Walken L3","วอลเคน L3"
20254,"ウォーケンL4",0,254,0,0,"2/3/10/11/28/28",15,"Walken L4","Walken L4","워켄4","沃肯L4","沃肯L4","Walken L4","วอลเคน L4"
20255,"ウォーケンL5",0,255,0,0,"3/3/11/11/28/28",15,"Walken L5","Walken L5","워켄5","沃肯L5","沃肯L5","Walken L5","วอลเคน L5"
20256,"ウォーケンL6",0,256,0,0,"63/63/72/72/81/81",15,"Walken L6","Walken L6","워켄6","沃肯L6","沃肯L6","Walken L6","วอลเคน L6"
20257,"ウォーケンL7",0,257,0,0,"63/63/72/72/81/81",15,"Walken L7","Walken L7","워켄7","沃肯L7","沃肯L7","Walken L7","วอลเคน L7"
20258,"ウォーケンL8",0,258,0,0,"63/63/72/72/81/81",15,"Walken L8","Walken L8","워켄8","沃肯L8","沃肯L8","Walken L8","วอลเคน L8"
20259,"ウォーケンL9",0,259,0,0,"63/63/72/72/81/81",15,"Walken L9","Walken L9","워켄9","沃肯L9","沃肯L9","Walken L9","วอลเคน L9"
20260,"ウォーケンL10",0,260,0,0,"63/63/72/72/81/81",15,"Walken L10","Walken L10","워켄10","沃肯L10","沃肯L10","Walken L10","วอลเคน L10"
20261,"フロレンスL1",0,261,0,0,"1/1/9/9/27/27",15,"Florence L1","Florence L1","플로렌스1","佛罗伦斯L1","佛羅倫斯L1","Florence L1","ฟลอเรนซ์ L1"
20262,"フロレンスL2",0,262,0,0,"1/2/9/10/27/28",15,"Florence L2","Florence L2","플로렌스2","佛罗伦斯L2","佛羅倫斯L2","Florence L2","ฟลอเรนซ์ L2"
20263,"フロレンスL3",0,263,0,0,"2/2/10/10/28/28",15,"Florence L3","Florence L3","플로렌스3","佛罗伦斯L3","佛羅倫斯L3","Florence L3","ฟลอเรนซ์ L3"
20264,"フロレンスL4",0,264,0,0,"2/3/10/11/28/28",15,"Florence L4","Florence L4","플로렌스4","佛罗伦斯L4","佛羅倫斯L4","Florence L4","ฟลอเรนซ์ L4"
20265,"フロレンスL5",0,265,0,0,"3/3/11/11/28/28",15,"Florence L5","Florence L5","플로렌스5","佛罗伦斯L5","佛羅倫斯L5","Florence L5","ฟลอเรนซ์ L5"
20266,"フロレンスL6",0,266,0,0,"63/63/72/72/81/81",15,"Florence L6","Florence L6","플로렌스6","佛罗伦斯L6","佛羅倫斯L6","Florence L6","ฟลอเรนซ์ L6"
20267,"フロレンスL7",0,267,0,0,"63/63/72/72/81/81",15,"Florence L7","Florence L7","플로렌스7","佛罗伦斯L7","佛羅倫斯L7","Florence L7","ฟลอเรนซ์ L7"
20268,"フロレンスL8",0,268,0,0,"63/63/72/72/81/81",15,"Florence L8","Florence L8","플로렌스8","佛罗伦斯L8","佛羅倫斯L8","Florence L8","ฟลอเรนซ์ L8"
20269,"フロレンスL9",0,269,0,0,"63/63/72/72/81/81",15,"Florence L9","Florence L9","플로렌스9","佛罗伦斯","佛羅倫斯L9","Florence L9","ฟลอเรนซ์ L9"
20270,"フロレンスL10",0,270,0,0,"63/63/72/72/81/81",15,"Florence L10","Florence L10","플로렌스10","佛罗伦斯L10","佛羅倫斯L10","Florence L10","ฟลอเรนซ์ L10"
20271,"パルモL1",0,271,0,0,"1/1/9/9/27/27",15,"Palmo L1","Palmo L1","파르모1","帕茉L1","帕茉L1","Palmo L1","พาลโม L1"
20272,"パルモL2",0,272,0,0,"1/2/9/10/27/28",15,"Palmo L2","Palmo L2","파르모2","帕茉L2","帕茉L2","Palmo L2","พาลโม L2"
20273,"パルモL3",0,273,0,0,"2/2/10/10/28/28",15,"Palmo L3","Palmo L3","파르모3","帕茉L3","帕茉L3","Palmo L3","พาลโม L3"
20274,"パルモL4",0,274,0,0,"2/3/10/11/28/28",15,"Palmo L4","Palmo L4","파르모4","帕茉L4","帕茉L4","Palmo L4","พาลโม L4"
20275,"パルモL5",0,275,0,0,"3/3/11/11/28/28",15,"Palmo L5","Palmo L5","파르모5","帕茉L5","帕茉L5","Palmo L5","พาลโม L5"
20276,"パルモL6",0,276,0,0,"63/63/72/72/81/81",15,"Palmo L6","Palmo L6","파르모6","帕茉L6","帕茉L6","Palmo L6","พาลโม L6"
20277,"パルモL7",0,277,0,0,"63/63/72/72/81/81",15,"Palmo L7","Palmo L7","파르모7","帕茉L7","帕茉L7","Palmo L7","พาลโม L7"
20278,"パルモL8",0,278,0,0,"63/63/72/72/81/81",15,"Palmo L8","Palmo L8","파르모8","帕茉L8","帕茉L8","Palmo L8","พาลโม L8"
20279,"パルモL9",0,279,0,0,"63/63/72/72/81/81",15,"Palmo L9","Palmo L9","파르모9","帕茉L9","帕茉L9","Palmo L9","พาลโม L9"
20280,"パルモL10",0,280,0,0,"63/63/72/72/81/81",15,"Palmo L10","Palmo L10","파르모10","帕茉L10","帕茉L10","Palmo L10","พาลโม L10"
20281,"アスラL1",0,281,0,0,"1/1/9/9/27/27",15,"Asura L1","Asura L1","아수라1","阿修罗L1","阿修羅L1","Asura L1","อาซูร่า L1"
20282,"アスラL2",0,282,0,0,"1/2/9/10/27/28",15,"Asura L2","Asura L2","아수라2","阿修罗L2","阿修羅L2","Asura L2","อาซูร่า L2"
20283,"アスラL3",0,283,0,0,"2/2/10/10/28/28",15,"Asura L3","Asura L3","아수라3","阿修罗L3","阿修羅L3","Asura L3","อาซูร่า L3"
20284,"アスラL4",0,284,0,0,"2/3/10/11/28/28",15,"Asura L4","Asura L4","아수라4","阿修罗L4","阿修羅L4","Asura L4","อาซูร่า L4"
20285,"アスラL5",0,285,0,0,"3/3/11/11/28/28",15,"Asura L5","Asura L5","아수라5","阿修罗L5","阿修羅L5","Asura L5","อาซูร่า L5"
