"id","name","monstar_no","treasure_no","event_no","stage","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
10211,"制限派1",20211,60001,0,8,"ライブラリアン","Librarian 1","Bibliothécaire Niveau 1","Lv1제한파","限制派1","限制派1","Librarian Lv1","บรรณารักษ์1","A librarian.","Bibliothécaire.","라이브러리언","图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10212,"制限派2",20212,60001,0,8,"ライブラリアン","Librarian 2","Bibliothécaire Niveau 2","Lv2제한파","限制派2","限制派2","Librarian Lv2","บรรณารักษ์2","A librarian.","Bibliothécaire.","라이브러리언","图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10213,"制限派3",20213,60001,0,8,"ライブラリアン","Librarian 3","Bibliothécaire Niveau 3","Lv3제한파","限制派3","限制派3","Librarian Lv3","บรรณารักษ์3","A librarian.","Bibliothécaire.","라이브러리언","图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10214,"制限派4",20214,70004,0,8,"ライブラリアン","Librarian 4","Bibliothécaire Niveau 4","Lv4제한파","限制派4","限制派4","Librarian Lv4","บรรณารักษ์4","A librarian.","Bibliothécaire.","라이브러리언","图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10215,"制限派5",20215,70005,0,8,"ライブラリアン","Librarian 5","Bibliothécaire Niveau 5","Lv5제한파","限制派5","限制派5","Librarian Lv5","บรรณารักษ์5","A librarian.","Bibliothécaire.","라이브러리언","图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10216,"★制限派1",20211,30005,0,8,"ライブラリアン","★Librarian 1","★Bibliothécaire Niveau 1",,"★限制派1","★限制派1",,,"A librarian.","Bibliothécaire.",,"图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10217,"★制限派2",20212,30001,0,8,"ライブラリアン","★Librarian 2","★Bibliothécaire Niveau 2",,"★限制派2","★限制派2",,,"A librarian.","Bibliothécaire.",,"图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10218,"★制限派3",20213,211,0,8,"ライブラリアン","★Librarian 3","★Bibliothécaire Niveau 3",,"★限制派3","★限制派3",,,"A librarian.","Bibliothécaire.",,"图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10219,"★制限派4",20214,212,0,8,"ライブラリアン","★Librarian 4","★Bibliothécaire Niveau 4",,"★限制派4","★限制派4",,,"A librarian.","Bibliothécaire.",,"图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10220,"★制限派5",20215,213,0,8,"ライブラリアン","★Librarian 5","★Bibliothécaire Niveau 5",,"★限制派5","★限制派5",,,"A librarian.","Bibliothécaire.",,"图书馆管理员","文獻管理者","Seorang penjaga perpustakaan yang mengatur dokumen.","บรรณารักษ์"
10221,"監視者1",20221,60001,0,8,"カウンシルの筆頭","Observer 1","Tuteur Niveau 1","Lv1감시자","监视者1","監視者1","Observer Lv1","ผู้สังเกตการณ์1","Head of the Council.","Secrétaire du Conseil.","위원회의 우두머리","协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10222,"監視者2",20222,60001,0,8,"カウンシルの筆頭","Observer 2","Tuteur Niveau 2","Lv2감시자","监视者2","監視者2","Observer Lv2","ผู้สังเกตการณ์2","Head of the Council.","Secrétaire du Conseil.","위원회의 우두머리","协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10223,"監視者3",20223,60001,0,8,"カウンシルの筆頭","Observer 3","Tuteur Niveau 3","Lv3감시자","监视者3","監視者3","Observer Lv3","ผู้สังเกตการณ์3","Head of the Council.","Secrétaire du Conseil.","위원회의 우두머리","协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10224,"監視者4",20224,70004,0,8,"カウンシルの筆頭","Observer 4","Tuteur Niveau 4","Lv4감시자","监视者4","監視者4","Observer Lv4","ผู้สังเกตการณ์4","Head of the Council.","Secrétaire du Conseil.","위원회의 우두머리","协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10225,"監視者5",20225,70005,0,8,"カウンシルの筆頭","Observer 5","Tuteur Niveau 5","Lv5감시자","监视者5","監視者5","Observer Lv5","ผู้สังเกตการณ์5","Head of the Council.","Secrétaire du Conseil.","위원회의 우두머리","协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10226,"★監視者1",20221,30005,0,8,"カウンシルの筆頭","★Observer 1","★Tuteur Niveau 1",,"★监视者1","★監視者1",,,"Head of the Council.","Secrétaire du Conseil.",,"协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10227,"★監視者2",20222,30001,0,8,"カウンシルの筆頭","★Observer 2","★Tuteur Niveau 2",,"★监视者2","★監視者2",,,"Head of the Council.","Secrétaire du Conseil.",,"协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10228,"★監視者3",20223,221,0,8,"カウンシルの筆頭","★Observer 3","★Tuteur Niveau 3",,"★监视者3","★監視者3",,,"Head of the Council.","Secrétaire du Conseil.",,"协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10229,"★監視者4",20224,222,0,8,"カウンシルの筆頭","★Observer 4","★Tuteur Niveau 4",,"★监视者4","★監視者4",,,"Head of the Council.","Secrétaire du Conseil.",,"协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10230,"★監視者5",20225,223,0,8,"カウンシルの筆頭","★Observer 5","★Tuteur Niveau 5",,"★监视者5","★監視者5",,,"Head of the Council.","Secrétaire du Conseil.",,"协商会的首领","理事會的代表","Seorang sekretariat dewan.","ประธานสภา"
10231,"炎の戦士1",20231,60001,0,8,"若きエース","Fire Warrior 1","Guerrier de Feu Niveau 1","Lv1화염의 전사","火之战士1","炎之戰士1","Flame Warrior Lv1","นักรบเพลิง1","A young champion.","Jeune champion.","젊은 에이스","年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10232,"炎の戦士2",20232,60001,0,8,"若きエース","Fire Warrior 2","Guerrier de Feu Niveau 2","Lv2화염의 전사","火之战士2","炎之戰士2","Flame Warrior Lv2","นักรบเพลิง2","A young champion.","Jeune champion.","젊은 에이스","年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10233,"炎の戦士3",20233,60001,0,8,"若きエース","Fire Warrior 3","Guerrier de Feu Niveau 3","Lv3화염의 전사","火之战士3","炎之戰士3","Flame Warrior Lv3","นักรบเพลิง3","A young champion.","Jeune champion.","젊은 에이스","年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10234,"炎の戦士4",20234,70004,0,8,"若きエース","Fire Warrior 4","Guerrier de Feu Niveau 4","Lv4화염의 전사","火之战士4","炎之戰士4","Flame Warrior Lv4","นักรบเพลิง4","A young champion.","Jeune champion.","젊은 에이스","年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10235,"炎の戦士5",20235,70005,0,8,"若きエース","Fire Warrior 5","Guerrier de Feu Niveau 5","Lv5화염의 전사","火之战士5","炎之戰士5","Flame Warrior Lv5","นักรบเพลิง5","A young champion.","Jeune champion.","젊은 에이스","年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10236,"★炎の戦士1",20231,30005,0,8,"若きエース","★Fire Warrior 1","★Guerrier de Feu Niveau 1",,"★火之战士1","★炎之戰士1",,,"A young champion.","Jeune champion.",,"年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10237,"★炎の戦士2",20232,30001,0,8,"若きエース","★Fire Warrior 2","★Guerrier de Feu Niveau 2",,"★火之战士2","★炎之戰士2",,,"A young champion.","Jeune champion.",,"年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10238,"★炎の戦士3",20233,231,0,8,"若きエース","★Fire Warrior 3","★Guerrier de Feu Niveau 3",,"★火之战士3","★炎之戰士3",,,"A young champion.","Jeune champion.",,"年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10239,"★炎の戦士4",20234,232,0,8,"若きエース","★Fire Warrior 4","★Guerrier de Feu Niveau 4",,"★火之战士4","★炎之戰士4",,,"A young champion.","Jeune champion.",,"年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10240,"★炎の戦士5",20235,233,0,8,"若きエース","★Fire Warrior 5","★Guerrier de Feu Niveau 5",,"★火之战士5","★炎之戰士5",,,"A young champion.","Jeune champion.",,"年轻的A牌","年輕的王牌","Prajurit andalan Regiment.","ผู้มีฝีมือเป็นเลิศอายุน้อย"
10241,"隻腕の戦士1",20241,60001,0,8,"レジメントを支えた歴戦の強者","One-armed Warrior 1","Manchot Niveau 1","Lv1외팔의 전사","独臂战士1","獨臂的戰士1","One-Armed Warrior Lv1","นักรบแขนเดียว1","A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.","레지멘트를 이끌어온 최강의 전사","支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10242,"隻腕の戦士2",20242,60001,0,8,"レジメントを支えた歴戦の強者","One-armed Warrior 2","Manchot Niveau 2","Lv2외팔의 전사","独臂战士2","獨臂的戰士2","One-Armed Warrior Lv2","นักรบแขนเดียว2","A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.","레지멘트를 이끌어온 최강의 전사","支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10243,"隻腕の戦士3",20243,60001,0,8,"レジメントを支えた歴戦の強者","One-armed Warrior 3","Manchot Niveau 3","Lv3외팔의 전사","独臂战士3","獨臂的戰士3","One-Armed Warrior Lv3","นักรบแขนเดียว3","A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.","레지멘트를 이끌어온 최강의 전사","支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10244,"隻腕の戦士4",20244,70004,0,8,"レジメントを支えた歴戦の強者","One-armed Warrior 4","Manchot Niveau 4","Lv4외팔의 전사","独臂战士4","獨臂的戰士4","One-Armed Warrior Lv4","นักรบแขนเดียว4","A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.","레지멘트를 이끌어온 최강의 전사","支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10245,"隻腕の戦士5",20245,70005,0,8,"レジメントを支えた歴戦の強者","One-armed Warrior 5","Manchot Niveau 5","Lv5외팔의 전사","独臂战士5","獨臂的戰士5","One-Armed Warrior Lv5","นักรบแขนเดียว5","A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.","레지멘트를 이끌어온 최강의 전사","支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10246,"★隻腕の戦士1",20241,30005,0,8,"レジメントを支えた歴戦の強者","★One-armed Warrior 1","★Manchot Niveau 1",,"★独臂战士1","★獨臂的戰士1",,,"A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.",,"支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10247,"★隻腕の戦士2",20242,30001,0,8,"レジメントを支えた歴戦の強者","★One-armed Warrior 2","★Manchot Niveau 2",,"★独臂战士2","★獨臂的戰士2",,,"A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.",,"支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10248,"★隻腕の戦士3",20243,241,0,8,"レジメントを支えた歴戦の強者","★One-armed Warrior 3","★Manchot Niveau 3",,"★独臂战士3","★獨臂的戰士3",,,"A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.",,"支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10249,"★隻腕の戦士4",20244,242,0,8,"レジメントを支えた歴戦の強者","★One-armed Warrior 4","★Manchot Niveau 4",,"★独臂战士4","★獨臂的戰士4",,,"A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.",,"支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10250,"★隻腕の戦士5",20245,243,0,8,"レジメントを支えた歴戦の強者","★One-armed Warrior 5","★Manchot Niveau 5",,"★独臂战士5","★獨臂的戰士5",,,"A powerful veteran of the Regiment's greatest battles.","Guerrier mythique qui a soutenu le Régiment dans les instants les plus difficiles.",,"支撑联队的身经百战的强者","支撐連隊歷戰的強者","Prajurit veteran yang mendukung Regiment.","ผู้แข็งแกร่งที่คอยรับใช้กองทัพมาอย่างยาวนาน"
10251,"白衣の男1",20251,60001,0,8,"自動人形の作者","White-robed Man 1","Guerrier Blanc Niveau 1","Lv1백의의 남자","白衣男子1","白衣男1","White Coat Lv1","ชายชุดขาว1","Creator of automatons.","Créateur des Robots.","자동인형을 창조한 자","自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10252,"白衣の男2",20252,60001,0,8,"自動人形の作者","White-robed Man 2","Guerrier Blanc Niveau 2","Lv2백의의 남자","白衣男子2","白衣男2","White Coat Lv2","ชายชุดขาว2","Creator of automatons.","Créateur des Robots.","자동인형을 창조한 자","自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10253,"白衣の男3",20253,60001,0,8,"自動人形の作者","White-robed Man 3","Guerrier Blanc Niveau 3","Lv3백의의 남자","白衣男子3","白衣男3","White Coat Lv3","ชายชุดขาว3","Creator of automatons.","Créateur des Robots.","자동인형을 창조한 자","自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10254,"白衣の男4",20254,70004,0,8,"自動人形の作者","White-robed Man 4","Guerrier Blanc Niveau 4","Lv4백의의 남자","白衣男子4","白衣男4","White Coat Lv4","ชายชุดขาว4","Creator of automatons.","Créateur des Robots.","자동인형을 창조한 자","自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10255,"白衣の男5",20255,70005,0,8,"自動人形の作者","White-robed Man 5","Guerrier Blanc Niveau 5","Lv5백의의 남자","白衣男子5","白衣男5","White Coat Lv5","ชายชุดขาว5","Creator of automatons.","Créateur des Robots.","자동인형을 창조한 자","自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10256,"★白衣の男1",20251,30005,0,8,"自動人形の作者","★White-robed Man 1","★Guerrier Blanc Niveau 1",,"★白衣男子1","★白衣男1",,,"Creator of automatons.","Créateur des Robots.",,"自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10257,"★白衣の男2",20252,30001,0,8,"自動人形の作者","★White-robed Man 2","★Guerrier Blanc Niveau 2",,"★白衣男子2","★白衣男2",,,"Creator of automatons.","Créateur des Robots.",,"自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10258,"★白衣の男3",20253,251,0,8,"自動人形の作者","★White-robed Man 3","★Guerrier Blanc Niveau 3",,"★白衣男子3","★白衣男3",,,"Creator of automatons.","Créateur des Robots.",,"自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10259,"★白衣の男4",20254,252,0,8,"自動人形の作者","★White-robed Man 4","★Guerrier Blanc Niveau 4",,"★白衣男子4","★白衣男4",,,"Creator of automatons.","Créateur des Robots.",,"自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10260,"★白衣の男5",20255,253,0,8,"自動人形の作者","★White-robed Man 5","★Guerrier Blanc Niveau 5",,"★白衣男子5","★白衣男5",,,"Creator of automatons.","Créateur des Robots.",,"自动人偶的制作者","自動人偶的創造者","Pembuat boneka otomatis.","ผู้สร้างตุ๊กตาจักรกล"
10261,"装甲猟兵1",20261,60001,0,8,"ルビオナの戦斧","Armor Hunter 1","Soldat Blindé 1","Lv1플로렌스","装甲猎兵1","裝甲獵兵1","Armor Jaeger 1","ทหารพรานติดเกราะ1","Lubiona's campaign.","Hache de Lubiana.","루비오나의 전투 도끼","鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10262,"装甲猟兵2",20262,60001,0,8,"ルビオナの戦斧","Armor Hunter 2","Soldat Blindé 2","Lv2플로렌스","装甲猎兵2","裝甲獵兵2","Armor Jaeger 2","ทหารพรานติดเกราะ2","Lubiona's campaign.","Hache de Lubiana.","루비오나의 전투 도끼","鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10263,"装甲猟兵3",20263,60001,0,8,"ルビオナの戦斧","Armor Hunter 3","Soldat Blindé 3","Lv3플로렌스","装甲猎兵3","裝甲獵兵3","Armor Jaeger 3","ทหารพรานติดเกราะ3","Lubiona's campaign.","Hache de Lubiana.","루비오나의 전투 도끼","鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10264,"装甲猟兵4",20264,70004,0,8,"ルビオナの戦斧","Armor Hunter 4","Soldat Blindé 4","Lv4플로렌스","装甲猎兵4","裝甲獵兵4","Armor Jaeger 4","ทหารพรานติดเกราะ4","Lubiona's campaign.","Hache de Lubiana.","루비오나의 전투 도끼","鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10265,"装甲猟兵5",20265,70005,0,8,"ルビオナの戦斧","Armor Hunter 5","Soldat Blindé 5","Lv5플로렌스","装甲猎兵5","裝甲獵兵5","Armor Jaeger 5","ทหารพรานติดเกราะ5","Lubiona's campaign.","Hache de Lubiana.","루비오나의 전투 도끼","鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10266,"★装甲猟兵1",20261,30005,0,8,"ルビオナの戦斧","★Armor Hunter 1","★Soldat Blindé 1",,"★装甲猎兵1","★裝甲獵兵1",,,"Lubiona's campaign.","Hache de Lubiana.",,"鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10267,"★装甲猟兵2",20262,30001,0,8,"ルビオナの戦斧","★Armor Hunter 2","★Soldat Blindé 2",,"★装甲猎兵2","★裝甲獵兵2",,,"Lubiona's campaign.","Hache de Lubiana.",,"鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10268,"★装甲猟兵3",20263,261,0,8,"ルビオナの戦斧","★Armor Hunter 3","★Soldat Blindé 3",,"★装甲猎兵3","★裝甲獵兵3",,,"Lubiona's campaign.","Hache de Lubiana.",,"鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10269,"★装甲猟兵4",20264,262,0,8,"ルビオナの戦斧","★Armor Hunter 4","★Soldat Blindé 4",,"★装甲猎兵4","★裝甲獵兵4",,,"Lubiona's campaign.","Hache de Lubiana.",,"鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10270,"★装甲猟兵5",20265,263,0,8,"ルビオナの戦斧","★Armor Hunter 5","★Soldat Blindé 5",,"★装甲猎兵5","★裝甲獵兵5",,,"Lubiona's campaign.","Hache de Lubiana.",,"鲁比欧那的战斧","魯比歐那的戰斧","Kapak perang Lubiona.","ขวานสงครามแห่งรูบิโอน่า"
10271,"猛き神獣1",20271,60001,0,8,"その牙はあらゆるものを貫く","Divine Beast 1","Bête Divine Niveau 1","Lv1맹렬한 신수","勇猛神兽1","勇猛神獸1","Divine Beast Lv1","สัตว์เทพ1","An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.","괴수의 어금니는 모든 것을 관통한다.","可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10272,"猛き神獣2",20272,60001,0,8,"その牙はあらゆるものを貫く","Divine Beast 2","Bête Divine Niveau 2","Lv2맹렬한 신수","勇猛神兽2","勇猛神獸2","Divine Beast Lv2","สัตว์เทพ2","An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.","괴수의 어금니는 모든 것을 관통한다.","可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10273,"猛き神獣3",20273,60001,0,8,"その牙はあらゆるものを貫く","Divine Beast 3","Bête Divine Niveau 3","Lv3맹렬한 신수","勇猛神兽3","勇猛神獸3","Divine Beast Lv3","สัตว์เทพ3","An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.","괴수의 어금니는 모든 것을 관통한다.","可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10274,"猛き神獣4",20274,70004,0,8,"その牙はあらゆるものを貫く","Divine Beast 4","Bête Divine Niveau 4","Lv4맹렬한 신수","勇猛神兽4","勇猛神獸4","Divine Beast Lv4","สัตว์เทพ4","An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.","괴수의 어금니는 모든 것을 관통한다.","可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10275,"猛き神獣5",20275,70005,0,8,"その牙はあらゆるものを貫く","Divine Beast 5","Bête Divine Niveau 5","Lv5맹렬한 신수","勇猛神兽5","勇猛神獸5","Divine Beast Lv5","สัตว์เทพ5","An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.","괴수의 어금니는 모든 것을 관통한다.","可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10276,"★猛き神獣1",20271,30005,0,8,"その牙はあらゆるものを貫く","★Divine Beast 1","★Bête Divine Niveau 1",,"★勇猛神兽1","★勇猛神獸1",,,"An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.",,"可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10277,"★猛き神獣2",20272,30001,0,8,"その牙はあらゆるものを貫く","★Divine Beast 2","★Bête Divine Niveau 2",,"★勇猛神兽2","★勇猛神獸2",,,"An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.",,"可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10278,"★猛き神獣3",20273,271,0,8,"その牙はあらゆるものを貫く","★Divine Beast 3","★Bête Divine Niveau 3",,"★勇猛神兽3","★勇猛神獸3",,,"An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.",,"可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10279,"★猛き神獣4",20274,272,0,8,"その牙はあらゆるものを貫く","★Divine Beast 4","★Bête Divine Niveau 4",,"★勇猛神兽4","★勇猛神獸4",,,"An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.",,"可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10280,"★猛き神獣5",20275,273,0,8,"その牙はあらゆるものを貫く","★Divine Beast 5","★Bête Divine Niveau 5",,"★勇猛神兽5","★勇猛神獸5",,,"An animal with fangs that can pierce anything.","Bête possédant des crocs qui transpercent tout.",,"可咬穿一切的尖牙","牠的尖牙可刺穿所有東西","Gadingnya menusuk semua hal.","เขี้ยวนั้นจะฝังลงทุกสิ่ง"
10281,"ルビオナの影1",20281,60001,0,8,"目的のためには手段を選ばぬ王国の影","Shadow of Lubiona 1","Ombre de Lubiona Niveau 1","Lv1루비오나의그림자","鲁比欧那之影1","魯比歐那之影1","Lubiona Shadow 1","เงาของรูบิโอน่า1","The shadow power of Lubiona, who will stop at nothing to achieve his goals.","Ombre d'un pays qui n'hésite pas à employer les grands moyens pour obtenir ce qu'il désire.","목적을 위해서라면 수단을 가리지 않는 왕국의 그림자","为达目的不择手段的王国之影","為達到目的不擇手段的王國之影","Bayangan negara yang menghalalkan segala cara untuk mendapatkan yang mereka inginkan.","เงาแห่งอาณาจักรที่ทำทุกวิถีทางให้ได้มาซึ่งสิ่งประสงค์"
10282,"ルビオナの影2",20282,60001,0,8,"目的のためには手段を選ばぬ王国の影","Shadow of Lubiona 2","Ombre de Lubiona Niveau 2","Lv2루비오나의그림자","鲁比欧那之影2","魯比歐那之影2","Lubiona Shadow 2","เงาของรูบิโอน่า2","The shadow power of Lubiona, who will stop at nothing to achieve his goals.","Ombre d'un pays qui n'hésite pas à employer les grands moyens pour obtenir ce qu'il désire.","목적을 위해서라면 수단을 가리지 않는 왕국의 그림자","为达目的不择手段的王国之影","為達到目的不擇手段的王國之影","Bayangan negara yang menghalalkan segala cara untuk mendapatkan yang mereka inginkan.","เงาแห่งอาณาจักรที่ทำทุกวิถีทางให้ได้มาซึ่งสิ่งประสงค์"
