"id","prf_type","name","caption","rarity","level","ttl","core_monster_id","quest_map_id","group_id","treasure_level","stage","finder_start_point","member_limit"
2213,2,"屠殺者","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,5,206,2213,6,5000,30
2214,2,"屠殺者","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,6,206,2214,6,5000,30
2215,2,"屠殺者","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,7,206,2215,6,5000,30
2216,2,"屠殺者","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",1,1,6,40028,8,206,2216,6,5000,30
2217,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2213,2,4500,30
2218,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2214,2,4500,30
2219,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2215,2,4500,30
2220,2,"誘引之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：30人",1,1,6,40032,0,206,2216,2,4500,30
2221,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,1,206,2213,1,6000,30
2222,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,2,206,2214,2,6000,30
2223,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,3,206,2215,3,6000,30
2224,2,"龍鯰","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",1,1,6,40130,4,206,2216,4,6000,30
3000,1,"赤色咆哮4","吞食死亡的多眼巨獸",1,1,48,40010,8,300,3000,2,150000,9999
3001,1,"黑色咆哮4","吞食死亡的多眼巨獸",1,1,48,40011,9,300,3001,2,150000,9999
3002,2,"赤色咆哮","吞食死亡的多眼巨獸",1,1,48,40010,10,300,3002,2,150000,9999
3003,2,"黑色咆哮","吞食死亡的多眼巨獸",1,1,48,40011,11,300,3003,2,150000,9999
3004,2,"藍色咆哮","吞食死亡的多眼巨獸",1,1,48,40012,5,300,3004,2,150000,9999
3005,2,"赤色咆哮","吞食死亡的多眼巨獸",1,1,48,40010,6,300,3005,2,150000,9999
3006,2,"黑色咆哮","吞食死亡的多眼巨獸",1,1,48,40011,7,300,3006,2,150000,9999
3007,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗仙女",4,1,"0.5",40017,8,300,3007,3,1000,9999
3008,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗仙女",4,1,"0.5",40017,9,300,3008,3,1000,9999
3009,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗仙女",4,1,"0.5",40017,10,300,3009,3,1000,9999
3010,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗仙女",4,1,"0.5",40017,11,300,3010,3,1000,9999
3011,2,"赤色咆哮4","吞食死亡的多眼巨獸",1,1,48,40010,5,400,3002,2,150000,9999
3012,2,"黑色咆哮4","吞食死亡的多眼巨獸",1,1,48,40011,6,500,3003,2,150000,9999
3013,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗仙女",4,1,"0.5",40017,7,300,3013,3,1000,9999
3014,1,"爬行者","啃食世界的大妖蛆。可以取得核心碎片(紅)",1,1,12,40027,9,401,3014,6,6000,9999
3015,1,"爬行者","啃食世界的大妖蛆。可以取得核心碎片(黃)",1,1,12,40027,10,501,3015,6,6000,9999
3016,1,"爬行者","啃食世界的大妖蛆。",1,1,12,40027,9,401,3016,6,6000,9999
3017,1,"爬行者","啃食世界的大妖蛆。",1,1,12,40027,10,501,3017,6,6000,9999
3018,2,"爬行者","啃食世界的大妖蛆。",1,1,12,40027,10,300,3018,6,6000,9999
3019,2,"爬行者","啃食世界的大妖蛆。",1,1,12,40027,10,300,3019,6,6000,9999
3020,2,"爬行者","啃食世界的大妖蛆。",1,1,12,40027,10,300,3020,6,6000,9999
3021,2,"爬行者","啃食世界的大妖蛆。",1,1,12,40027,10,300,3021,6,6000,9999
3022,2,"爬行者","啃食世界的大妖蛆。",1,1,12,40027,10,300,3022,6,6000,9999
3023,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得白珍珠",1,1,12,40031,0,402,3023,6,5400,9999
3024,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得黑珍珠",1,1,12,40031,0,502,3024,6,5400,9999
3025,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得白珍珠",1,1,12,40031,0,401,3025,6,5400,9999
3026,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得黑珍珠",1,1,12,40031,0,401,3026,6,5400,9999
3027,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得白珍珠",1,1,12,40031,0,501,3025,6,5400,9999
3028,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。可以取得黑珍珠",1,1,12,40031,0,501,3026,6,5400,9999
3029,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,0,402,3029,6,5400,9999
3030,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,0,502,3030,6,5400,9999
3031,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,0,401,3031,6,5400,9999
3032,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,0,401,3032,6,5400,9999
3033,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,0,501,3031,6,5400,9999
3034,1,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,0,501,3032,6,5400,9999
3035,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,10,300,3018,6,6000,9999
3036,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,10,300,3019,6,6000,9999
3037,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,10,300,3020,6,6000,9999
3038,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,10,300,3021,6,6000,9999
3039,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。",1,1,12,40031,10,300,3022,6,6000,9999
3040,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,1,401,3040,4,30000,9999
3041,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,2,401,3041,4,30000,9999
3042,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,3,401,3042,4,30000,9999
3043,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,4,401,3043,4,30000,9999
3044,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,5,401,3044,4,30000,9999
3045,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,7,501,3040,4,30000,9999
3046,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,8,402,3041,4,30000,9999
3047,1,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,9,502,3042,4,30000,9999
3048,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,1,401,3048,4,30000,9999
3049,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,2,401,3049,4,30000,9999
3050,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,3,401,3050,4,30000,9999
3051,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,4,401,3051,4,30000,9999
3052,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,5,401,3052,4,30000,9999
3053,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,7,501,3048,4,30000,9999
3054,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,8,402,3049,4,30000,9999
3055,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,9,502,3050,4,30000,9999
3056,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,1,300,3056,4,30000,9999
3057,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,2,300,3057,4,30000,9999
3058,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,3,300,3058,4,30000,9999
3059,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,4,300,3059,4,30000,9999
3060,2,"玄帝","背負著雪山的巨大烏龜",1,1,12,40036,5,300,3060,4,30000,9999
3061,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,2,304,3061,4,9000,100
3062,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,4,304,3062,4,9000,100
3063,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,6,304,3063,4,9000,100
3064,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,8,304,3064,4,9000,100
3065,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,10,304,3065,4,9000,100
3066,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,2,304,3066,4,9000,100
3067,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,4,304,3067,4,9000,100
3068,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,6,304,3068,4,9000,100
3069,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,8,304,3069,4,9000,100
3070,1,"W.M.王后","不合常理的巨大西瓜妖怪。朋友以外的參戰人數上限：100人",1,1,24,40040,10,304,3070,4,9000,100
3071,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",1,1,12,40106,1,305,3071,1,18000,100
3072,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",1,1,12,40106,2,305,3072,2,18000,100
3073,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",1,1,12,40106,3,305,3073,3,18000,100
3074,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",1,1,12,40106,4,305,3074,4,18000,100
3075,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",1,1,12,40106,5,305,3075,5,18000,100
3076,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",1,1,12,40113,6,305,3076,1,9000,100
3077,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",1,1,12,40113,7,305,3077,2,9000,100
3078,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",1,1,12,40113,8,305,3078,3,9000,100
3079,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",1,1,12,40113,9,305,3079,4,9000,100
3080,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",1,1,12,40113,10,305,3080,5,9000,100
3081,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",1,1,12,40116,11,305,3081,1,6000,100
3082,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",1,1,12,40116,1,305,3082,2,6000,100
3083,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",1,1,12,40116,2,305,3083,3,6000,100
3084,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",1,1,12,40116,3,305,3084,4,6000,100
3085,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",1,1,12,40116,4,305,3085,5,6000,100
3086,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",1,1,12,40119,5,305,3086,1,36000,100
3087,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",1,1,12,40119,6,305,3087,2,36000,100
3088,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",1,1,12,40119,7,305,3088,3,36000,100
3089,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",1,1,12,40119,8,305,3089,4,36000,100
3090,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",1,1,12,40119,9,305,3090,5,36000,100
3091,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：100人",5,1,"0.5",40017,8,305,3091,3,1000,100
3092,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：100人",5,1,"0.5",40017,9,305,3092,3,1000,100
3093,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：100人",5,1,"0.5",40017,10,305,3093,3,1000,100
3094,2,"魔性的鱗粉","擁有蝴蝶般羽翼的美麗妖精。朋友以外的參戰人數上限：100人",5,1,"0.5",40017,11,305,3094,3,1000,100
3095,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",4,1,12,40106,1,305,3095,1,18000,100
3096,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",4,1,12,40106,2,305,3096,2,18000,100
3097,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",4,1,12,40106,3,305,3097,3,18000,100
3098,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",4,1,12,40106,4,305,3098,4,18000,100
3099,2,"瘟疫","吞食死亡的多眼巨獸。朋友以外的參戰人數上限：100人",4,1,12,40106,5,305,3099,5,18000,100
3100,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",4,1,12,40113,6,305,3100,1,9000,100
3101,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",4,1,12,40113,7,305,3101,2,9000,100
3102,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",4,1,12,40113,8,305,3102,3,9000,100
3103,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",4,1,12,40113,9,305,3103,4,9000,100
3104,2,"爬行者","啃食世界的大妖蛆。朋友以外的參戰人數上限：100人",4,1,12,40113,10,305,3104,5,9000,100
3105,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",4,1,12,40116,11,305,3105,1,6000,100
3106,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",4,1,12,40116,1,305,3106,2,6000,100
3107,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",4,1,12,40116,2,305,3107,3,6000,100
3108,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",4,1,12,40116,3,305,3108,4,6000,100
3109,2,"深奧之者","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。朋友以外的參戰人數上限：100人",4,1,12,40116,4,305,3109,5,6000,100
3110,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",4,1,12,40119,5,305,3110,1,36000,100
3111,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",4,1,12,40119,6,305,3111,2,36000,100
3112,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",4,1,12,40119,7,305,3112,3,36000,100
3113,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",4,1,12,40119,8,305,3113,4,36000,100
3114,2,"玄帝","背負著雪山的巨大烏龜。朋友以外的參戰人數上限：100人",4,1,12,40119,9,305,3114,5,36000,100
3115,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,1,306,3115,1,24000,100
3116,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,2,306,3116,2,24000,100
3117,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,3,306,3117,3,24000,100
3118,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,4,306,3118,4,24000,100
3119,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",5,1,12,40122,5,306,3119,5,24000,100
3120,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",5,1,12,40122,6,306,3120,1,24000,100
3121,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",5,1,12,40122,7,306,3121,2,24000,100
3122,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",5,1,12,40122,8,306,3122,3,24000,100
3123,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,1,306,3123,1,24000,100
3124,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,2,306,3124,2,24000,100
3125,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,3,306,3125,3,24000,100
3126,1,"惡魔之角S","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：100人",1,1,12,40122,4,306,3126,4,24000,100
3127,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,1,306,3127,1,7500,100
3128,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,2,306,3128,2,7500,100
3129,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,3,306,3129,3,7500,100
3130,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,4,306,3130,4,7500,100
3131,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,1,306,3131,1,7500,100
3132,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,2,306,3132,2,7500,100
3133,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,3,306,3133,3,7500,100
3134,1,"可可果的精靈","古老巨人頭像。朋友以外的參戰人數上限：100人",1,1,12,40127,4,306,3134,4,7500,100
3135,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,1,306,3135,1,7500,100
3136,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,2,306,3136,2,7500,100
3137,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,3,306,3137,3,7500,100
3138,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,306,3138,4,7500,100
3139,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,1,306,3139,1,7500,100
3140,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,2,306,3140,2,7500,100
3141,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,3,306,3141,3,7500,100
3142,1,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,306,3142,4,7500,100
3143,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",4,1,12,40129,4,305,3143,4,7500,100
3144,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",4,1,12,40129,4,305,3144,4,7500,100
3145,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",4,1,12,40129,4,305,3145,4,7500,100
3146,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",4,1,12,40129,4,305,3146,4,7500,100
3147,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",4,1,12,40129,4,305,3147,4,7500,100
3148,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,305,3148,4,7500,100
3149,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,305,3149,4,7500,100
3150,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,305,3150,4,7500,100
3151,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,305,3151,4,7500,100
3152,2,"龍鯉","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,305,3152,4,7500,100
3153,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,10,306,3153,1,10200,100
3154,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,10,306,3154,2,10200,100
3155,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,11,306,3155,3,10200,100
3156,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,11,306,3156,4,10200,100
3157,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,0,306,3157,1,10200,100
3158,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,1,306,3158,2,10200,100
3159,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,2,306,3159,3,10200,100
3160,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,3,306,3160,4,10200,100
3161,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",4,1,12,40133,4,306,3161,4,10200,100
3162,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",4,1,12,40133,5,306,3162,4,10200,100
3163,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",4,1,12,40133,6,306,3163,4,10200,100
3164,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",4,1,12,40133,7,306,3164,4,10200,100
3165,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",4,1,12,40133,8,306,3165,4,10200,100
3166,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,9,306,3166,4,10200,100
3167,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,10,306,3167,4,10200,100
3168,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,11,306,3168,4,10200,100
3169,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,0,306,3169,4,10200,100
3170,1,"翔星蟲","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：100人",1,1,12,40133,1,306,3170,4,10200,100
3171,1,"爬行者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：100人",1,1,12,40027,1,306,3171,1,10000,100
3172,1,"爬行者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：100人",1,1,12,40027,2,306,3172,2,10000,100
3173,1,"爬行者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：100人",1,1,12,40027,3,306,3173,3,10000,100
3174,1,"爬行者的鐘聲","啃食世界的大妖蛆。好友以外的討伐人數上限：100人",1,1,12,40027,4,306,3174,4,10000,100
3175,1,"深奧之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：100人",1,1,12,40116,11,306,3171,1,10000,100
3176,1,"深奧之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：100人",1,1,12,40116,1,306,3172,2,10000,100
3177,1,"深奧之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：100人",1,1,12,40116,2,306,3173,3,10000,100
3178,1,"深奧之者的鐘聲","統帥海魔之者。與遮蔽月光的深霧一起侵蝕著魔都。好友以外的討伐人數上限：100人",1,1,12,40116,3,306,3174,4,10000,100
3179,1,"龍鯉的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,1,306,3171,1,15000,100
3180,1,"龍鯉的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,2,306,3172,2,15000,100
3181,1,"龍鯉的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,3,306,3173,3,15000,100
3182,1,"龍鯉的鐘聲","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：100人",1,1,12,40129,4,306,3174,4,15000,100
3183,2,"爬行者","啃食世界的大妖蛆。好友以外的討伐人數上限：100人",1,1,12,40027,1,306,3183,1,10000,100
3184,2,"爬行者","啃食世界的大妖蛆。好友以外的討伐人數上限：100人",1,1,12,40027,2,306,3184,2,10000,100
3185,2,"爬行者","啃食世界的大妖蛆。好友以外的討伐人數上限：100人",1,1,12,40027,3,306,3185,3,10000,100
