"id","prf_type","name","caption","rarity","level","ttl","core_monster_id","quest_map_id","group_id","treasure_level","stage","finder_start_point","member_limit","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
2128,1,"イビルホーン-Y","帝國の浮遊戦艦を守る自律兵器。フレンドを除く参戦上限人数：30人",7,1,6,40123,8,206,2128,3,10500,30,"Evil Horn-Y","Corne démoniaque Y",,"恶魔之角Y","惡魔之角Y",,,"Defensive weapon of the Empire's Floating Battleship. Maximum limit for participants that are not friends: 30","Arme de défense qui permet de protéger les vaisseaux de guerre de l'Empire. Nombre limite d'invitations possibles : 30 personnes",,"守护帝国浮游战舰的防禦兵器。朋友以外的参战人数上限：30人","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",,
2129,1,"イビルホーン-Y","帝國の浮遊戦艦を守る自律兵器。フレンドを除く参戦上限人数：30人",1,1,6,40123,1,206,2129,1,10500,30,"Evil Horn-Y","Corne démoniaque Y",,"恶魔之角Y","惡魔之角Y",,,"Defensive weapon of the Empire's Floating Battleship. Maximum limit for participants that are not friends: 30","Arme de défense qui permet de protéger les vaisseaux de guerre de l'Empire. Nombre limite d'invitations possibles : 30 personnes",,"守护帝国浮游战舰的防禦兵器。朋友以外的参战人数上限：30人","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",,
2130,1,"イビルホーン-Y","帝國の浮遊戦艦を守る自律兵器。フレンドを除く参戦上限人数：30人",1,1,6,40123,2,206,2130,2,10500,30,"Evil Horn-Y","Corne démoniaque Y",,"恶魔之角Y","惡魔之角Y",,,"Defensive weapon of the Empire's Floating Battleship. Maximum limit for participants that are not friends: 30","Arme de défense qui permet de protéger les vaisseaux de guerre de l'Empire. Nombre limite d'invitations possibles : 30 personnes",,"守护帝国浮游战舰的防禦兵器。朋友以外的参战人数上限：30人","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",,
2131,1,"イビルホーン-Y","帝國の浮遊戦艦を守る自律兵器。フレンドを除く参戦上限人数：30人",1,1,6,40123,3,206,2131,3,10500,30,"Evil Horn-Y","Corne démoniaque Y",,"恶魔之角Y","惡魔之角Y",,,"Defensive weapon of the Empire's Floating Battleship. Maximum limit for participants that are not friends: 30","Arme de défense qui permet de protéger les vaisseaux de guerre de l'Empire. Nombre limite d'invitations possibles : 30 personnes",,"守护帝国浮游战舰的防禦兵器。朋友以外的参战人数上限：30人","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",,
2132,1,"イビルホーン-Y","帝國の浮遊戦艦を守る自律兵器。フレンドを除く参戦上限人数：30人",1,1,6,40123,4,206,2132,4,10500,30,"Evil Horn-Y","Corne démoniaque Y",,"恶魔之角Y","惡魔之角Y",,,"Defensive weapon of the Empire's Floating Battleship. Maximum limit for participants that are not friends: 30","Arme de défense qui permet de protéger les vaisseaux de guerre de l'Empire. Nombre limite d'invitations possibles : 30 personnes",,"守护帝国浮游战舰的防禦兵器。朋友以外的参战人数上限：30人","守護帝國浮遊戰艦的防禦兵器。朋友以外的參戰人數上限：30人",,
2133,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,1,206,2133,1,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2134,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,2,206,2134,2,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2135,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,3,206,2135,3,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2136,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,4,206,2136,4,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2137,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",6,1,6,40126,5,206,2137,5,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2138,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",6,1,6,40126,6,206,2138,1,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2139,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",6,1,6,40126,7,206,2139,2,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2140,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",6,1,6,40126,8,206,2140,3,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2141,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,1,206,2141,1,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2142,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,2,206,2142,2,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2143,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,3,206,2143,3,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2144,1,"カカオの妖霊","古の巨石人頭像。フレンドを除く参戦上限人数：30人",1,1,6,40126,4,206,2144,4,3600,30,"Cocoa Fruit Devil","Monstre de cacao",,"可可果的妖灵","可可果的妖靈",,,"Ancient giant bust. Maximum limit for participants that are not friends: 30","Ancienne statue en forme de tête humaine. Nombre limite d'invitations possibles : 30 personnes",,"古老巨人头像。朋友以外的参战人数上限：30人","古老巨人頭像。朋友以外的參戰人數上限：30人",,
2145,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,1,206,2145,1,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2146,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,2,206,2146,2,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2147,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,3,206,2147,3,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2148,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,4,206,2148,4,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2149,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,5,206,2149,5,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2150,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,6,206,2150,1,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2151,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,7,206,2151,2,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2152,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,8,206,2152,3,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2153,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,1,206,2153,1,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2154,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,2,206,2154,2,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2155,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,3,206,2155,3,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2156,1,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,4,206,2156,4,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2157,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,5,205,2157,1,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2158,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,6,205,2158,2,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2159,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,7,205,2159,3,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2160,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,8,205,2160,4,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2161,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",1,1,6,40130,9,205,2161,5,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2162,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,5,205,2162,1,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2163,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,6,205,2163,2,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2164,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,7,205,2164,3,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2165,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,8,205,2165,4,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2166,2,"龍鯰","人の肉を喰らって成長するといわれる邪悪な龍の幼体。フレンドを除く参戦上限人数：30人",6,1,6,40130,9,205,2166,5,3600,30,,,,"龙鲇","龍鯰",,,,,,"据说是吃人肉成长的邪恶龙之幼子。朋友以外的参战人数上限：30人","據說是吃人肉成長的邪惡龍之幼子。好友以外的討伐人數上限：30人",,
2167,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,0,206,2167,1,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2168,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,0,206,2168,2,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2169,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,1,206,2169,3,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2170,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,1,206,2170,4,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2171,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,2,206,2171,5,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2172,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,2,206,2172,1,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2173,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,3,206,2173,2,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2174,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,3,206,2174,3,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2175,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,4,206,2175,1,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2176,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,4,206,2176,2,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2177,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,5,206,2177,3,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2178,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,5,206,2178,4,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2179,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,6,205,2179,1,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2180,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,6,205,2180,2,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2181,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,7,205,2181,3,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2182,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,7,205,2182,4,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2183,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",1,1,6,40134,8,205,2183,5,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2184,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,8,205,2184,1,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2185,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,9,205,2185,2,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2186,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,9,205,2186,3,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2187,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,10,205,2187,4,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2188,1,"天駆けるもの","磁気を操ることで空を飛び回る巨大な昆虫型の魔物。フレンドを除く参戦上限人数：30人",6,1,6,40134,10,205,2188,5,4500,30,,,,"翔天虫","翔天蟲",,,,,,"藉由操控磁气在空中盘旋，巨大的昆虫型魔物。凭借这个能力扰乱天空。好友以外的讨伐人数上限：30人","藉由操控磁氣在空中盤旋，巨大的昆蟲型魔物。憑藉這個能力擾亂天空。好友以外的討伐人數上限：30人",,
2189,1,"屠るものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：30人",1,1,6,40028,5,206,2189,6,5000,30,,,,"屠杀者的钟声","屠殺者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：30人","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",,
2190,1,"屠るものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：30人",1,1,6,40028,6,206,2190,6,5000,30,,,,"屠杀者的钟声","屠殺者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：30人","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",,
2191,1,"屠るものの鐘声","世界を喰らう大妖蛆。フレンドを除く参戦上限人数：30人",1,1,6,40028,7,206,2191,6,5000,30,,,,"屠杀者的钟声","屠殺者的鐘聲",,,,,,"啃食世界的大妖蛆。好友以外的讨伐人数上限：30人","啃食世界的大妖蛆。好友以外的討伐人數上限：30人",,
