"id","name","monstar_no","treasure_no","event_no","stage","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
10025,"黒太子5",20025,60001,0,0,"死にとりつかれた黒き王子","Dark Prince 5","Prince sombre 5","Lv5흑태자","黑太子5","黑太子5","Dark Prince Lv5","เจ้าชายนิลกาฬ5","Evil prince obsessed with death","Le prince mauvais a obsédé avec mort","죽음에 매료되어 버린 검은 왕자","死神缠身的黑暗王子。","死神纏身的黑暗王子。","Pangeran kegelapan yang terobsesi dengan kematian.","เจ้าชายนิลกาฬผู้หลงใหลความตาย"
10031,"剣聖1",20031,60001,0,5,"己の力を試すために戦い続ける不敗の剣士","The Holy Sword 1","L'Épée Sacrée 1","Lv1검성","剑圣1","劍聖1","The Holy Sword Lv1","ดาบศักดิ์สิทธิ์1","A swordsman who lives for battle. He has never lost a fight.","Un escrimeur qui vit pour bataille. Il n'a jamais perdu une bagarre.","자신의 힘을 시험하기 위해 계속 싸우는 불패의 검사","为了测量自己实力而持续战斗的不败剑士。","為了測量自己實力而持續戰鬥的不敗劍士。","Pendekar pedang dari kerajaan Lubiana yang belum pernah kalah dalam pertempuran.","นักดาบคงกระพันผู้ต่อสู้เรื่อยไปเพื่อทดสอบฝีมือตนเอง"
10032,"剣聖2",20032,60001,0,5,"己の力を試すために戦い続ける不敗の剣士","The Holy Sword 2","L'Épée Sacrée 2","Lv2검성","剑圣2","劍聖2","The Holy Sword Lv2","ดาบศักดิ์สิทธิ์2","A swordsman who lives for battle. He has never lost a fight.","Un escrimeur qui vit pour bataille. Il n'a jamais perdu une bagarre.","자신의 힘을 시험하기 위해 계속 싸우는 불패의 검사","为了测量自己实力而持续战斗的不败剑士。","為了測量自己實力而持續戰鬥的不敗劍士。","Pendekar pedang dari kerajaan Lubiana yang belum pernah kalah dalam pertempuran.","นักดาบคงกระพันผู้ต่อสู้เรื่อยไปเพื่อทดสอบฝีมือตนเอง"
10033,"剣聖3",20033,60001,0,5,"己の力を試すために戦い続ける不敗の剣士","The Holy Sword 3","L'Épée Sacrée 3","Lv3검성","剑圣3","劍聖3","The Holy Sword Lv3","ดาบศักดิ์สิทธิ์3","A swordsman who lives for battle. He has never lost a fight.","Un escrimeur qui vit pour bataille. Il n'a jamais perdu une bagarre.","자신의 힘을 시험하기 위해 계속 싸우는 불패의 검사","为了测量自己实力而持续战斗的不败剑士。","為了測量自己實力而持續戰鬥的不敗劍士。","Pendekar pedang dari kerajaan Lubiana yang belum pernah kalah dalam pertempuran.","นักดาบคงกระพันผู้ต่อสู้เรื่อยไปเพื่อทดสอบฝีมือตนเอง"
10034,"剣聖4",20034,60001,0,5,"己の力を試すために戦い続ける不敗の剣士","The Holy Sword 4","L'Épée Sacrée 4","Lv4검성","剑圣4","劍聖4","The Holy Sword Lv4","ดาบศักดิ์สิทธิ์4","A swordsman who lives for battle. He has never lost a fight.","Un escrimeur qui vit pour bataille. Il n'a jamais perdu une bagarre.","자신의 힘을 시험하기 위해 계속 싸우는 불패의 검사","为了测量自己实力而持续战斗的不败剑士。","為了測量自己實力而持續戰鬥的不敗劍士。","Pendekar pedang dari kerajaan Lubiana yang belum pernah kalah dalam pertempuran.","นักดาบคงกระพันผู้ต่อสู้เรื่อยไปเพื่อทดสอบฝีมือตนเอง"
10035,"剣聖5",20035,60001,0,5,"己の力を試すために戦い続ける不敗の剣士","The Holy Sword 5","L'Épée Sacrée 5","Lv5검성","剑圣5","劍聖5","The Holy Sword Lv5","ดาบศักดิ์สิทธิ์5","A swordsman who lives for battle. He has never lost a fight.","Un escrimeur qui vit pour bataille. Il n'a jamais perdu une bagarre.","자신의 힘을 시험하기 위해 계속 싸우는 불패의 검사","为了测量自己实力而持续战斗的不败剑士。","為了測量自己實力而持續戰鬥的不敗劍士。","Pendekar pedang dari kerajaan Lubiana yang belum pernah kalah dalam pertempuran.","นักดาบคงกระพันผู้ต่อสู้เรื่อยไปเพื่อทดสอบฝีมือตนเอง"
10041,"嵐の乗り手1",20041,60001,0,6,"「嵐の乗り手」の子孫","Storm Rider 1","Faites rage Cavalier 1","Lv1폭풍의 조종자","暴风驾驭者1","暴風駕馭者1","Storm Rider Lv1","ผู้ขี่วายุ1","Storm Rider's descendant","Faites rage le descendant de Cavalier","스톰 라이더의 후손","暴风驾驭者的子孙。","暴風駕馭者的子孫。","Keturunan Storm Rider yang bertugas menumpas kejahatan di dunia ini.","หลานของ [ผู้ขี่วายุ]"
10042,"嵐の乗り手2",20042,60001,0,6,"「嵐の乗り手」の子孫","Storm Rider 2","Faites rage Cavalier 2","Lv2폭풍의 조종자","暴风驾驭者2","暴風駕馭者2","Storm Rider Lv2","ผู้ขี่วายุ2","Storm Rider's descendant","Faites rage le descendant de Cavalier","스톰 라이더의 후손","暴风驾驭者的子孙。","暴風駕馭者的子孫。","Keturunan Storm Rider yang bertugas menumpas kejahatan di dunia ini.","หลานของ [ผู้ขี่วายุ]"
10043,"嵐の乗り手3",20043,60001,0,6,"「嵐の乗り手」の子孫","Storm Rider 3","Faites rage Cavalier 3","Lv3폭풍의 조종자","暴风驾驭者3","暴風駕馭者3","Storm Rider Lv3","ผู้ขี่วายุ3","Storm Rider's descendant","Faites rage le descendant de Cavalier","스톰 라이더의 후손","暴风驾驭者的子孙。","暴風駕馭者的子孫。","Keturunan Storm Rider yang bertugas menumpas kejahatan di dunia ini.","หลานของ [ผู้ขี่วายุ]"
10044,"嵐の乗り手4",20044,60001,0,6,"「嵐の乗り手」の子孫","Storm Rider 4","Faites rage Cavalier 4","Lv4폭풍의 조종자","暴风驾驭者4","暴風駕馭者4","Storm Rider Lv4","ผู้ขี่วายุ4","Storm Rider's descendant","Faites rage le descendant de Cavalier","스톰 라이더의 후손","暴风驾驭者的子孙。","暴風駕馭者的子孫。","Keturunan Storm Rider yang bertugas menumpas kejahatan di dunia ini.","หลานของ [ผู้ขี่วายุ]"
10045,"嵐の乗り手5",20045,60001,0,6,"「嵐の乗り手」の子孫","Storm Rider 5","Faites rage Cavalier 5","Lv5폭풍의 조종자","暴风驾驭者5","暴風駕馭者5","Storm Rider Lv5","ผู้ขี่วายุ5","Storm Rider's descendant","Faites rage le descendant de Cavalier","스톰 라이더의 후손","暴风驾驭者的子孙。","暴風駕馭者的子孫。","Keturunan Storm Rider yang bertugas menumpas kejahatan di dunia ini.","หลานของ [ผู้ขี่วายุ]"
10051,"混沌の守人1",20051,60001,0,1,"混沌世界への鍵となる少年","Underground Guard 1","Garde clandestin 1","Lv1혼돈의 수인","混沌守望者1","混沌守望者1","Underground Guard Lv1","องครักษ์ผู้สับสน1","The boy who is the key to the Underground","Le garçon qui est la clef au Métro","혼돈 세계의 열쇠를 가진 소년","身为通往混沌世界关键的少年","身為通往混沌世界關鍵的少年","Anak laki-laki yang memiliki kunci menuju alam baka.","เด็กหนุ่มผู้เป็นกุญแจสู่โลกอันยุ่งเหยิง"
10052,"混沌の守人2",20052,60001,0,1,"混沌世界への鍵となる少年","Underground Guard 2","Garde clandestin 2","Lv2혼돈의 수인","混沌守望者2","混沌守望者2","Underground Guard Lv2","องครักษ์ผู้สับสน2","The boy who is the key to the Underground","Le garçon qui est la clef au Métro","혼돈 세계의 열쇠를 가진 소년","身为通往混沌世界关键的少年","身為通往混沌世界關鍵的少年","Anak laki-laki yang memiliki kunci menuju alam baka.","เด็กหนุ่มผู้เป็นกุญแจสู่โลกอันยุ่งเหยิง"
10053,"混沌の守人3",20053,60001,0,1,"混沌世界への鍵となる少年","Underground Guard 3","Garde clandestin 3","Lv3혼돈의 수인","混沌守望者3","混沌守望者3","Underground Guard Lv3","องครักษ์ผู้สับสน3","The boy who is the key to the Underground","Le garçon qui est la clef au Métro","혼돈 세계의 열쇠를 가진 소년","身为通往混沌世界关键的少年","身為通往混沌世界關鍵的少年","Anak laki-laki yang memiliki kunci menuju alam baka.","เด็กหนุ่มผู้เป็นกุญแจสู่โลกอันยุ่งเหยิง"
10054,"混沌の守人4",20054,60001,0,1,"混沌世界への鍵となる少年","Underground Guard 4","Garde clandestin 4","Lv4혼돈의 수인","混沌守望者4","混沌守望者4","Underground Guard Lv4","องครักษ์ผู้สับสน4","The boy who is the key to the Underground","Le garçon qui est la clef au Métro","혼돈 세계의 열쇠를 가진 소년","身为通往混沌世界关键的少年","身為通往混沌世界關鍵的少年","Anak laki-laki yang memiliki kunci menuju alam baka.","เด็กหนุ่มผู้เป็นกุญแจสู่โลกอันยุ่งเหยิง"
10055,"混沌の守人5",20055,60001,0,1,"混沌世界への鍵となる少年","Underground Guard 5","Garde clandestin 5","Lv5혼돈의 수인","混沌守望者5","混沌守望者5","Underground Guard Lv5","องครักษ์ผู้สับสน5","The boy who is the key to the Underground","Le garçon qui est la clef au Métro","혼돈 세계의 열쇠를 가진 소년","身为通往混沌世界关键的少年","身為通往混沌世界關鍵的少年","Anak laki-laki yang memiliki kunci menuju alam baka.","เด็กหนุ่มผู้เป็นกุญแจสู่โลกอันยุ่งเหยิง"
10061,"幼き王1",20061,60001,0,4,"ミリガディアの幼きスラム王","The young Ruler 1","Le jeune Souverain 1","Lv1어린 왕","年幼王者1","年幼王者1","The Young Ruler Lv1","ราชาน้อย1","The young ruler of the Meriguadian slum","Le jeune souverain du quartier pauvre Meriguadian","미리가디아 빈민가의 어린 왕","米利伽迪亚的年幼贫民王","米利伽迪亞的年幼貧民王","Penguasa kawasan kumuh Meriguadian.","ราชาสลัมผู้เยาว์วัยแห่งมิลิกาเดีย"
10062,"幼き王2",20062,60001,0,4,"ミリガディアの幼きスラム王","The young Ruler 2","Le jeune Souverain 2","Lv2어린 왕","年幼王者2","年幼王者2","The Young Ruler Lv2","ราชาน้อย2","The young ruler of the Meriguadian slum","Le jeune souverain du quartier pauvre Meriguadian","미리가디아 빈민가의 어린 왕","米利伽迪亚的年幼贫民王","米利伽迪亞的年幼貧民王","Penguasa kawasan kumuh Meriguadian.","ราชาสลัมผู้เยาว์วัยแห่งมิลิกาเดีย"
10063,"幼き王3",20063,60001,0,4,"ミリガディアの幼きスラム王","The young Ruler 3","Le jeune Souverain 3","Lv3어린 왕","年幼王者3","年幼王者3","The Young Ruler Lv3","ราชาน้อย3","The young ruler of the Meriguadian slum","Le jeune souverain du quartier pauvre Meriguadian","미리가디아 빈민가의 어린 왕","米利伽迪亚的年幼贫民王","米利伽迪亞的年幼貧民王","Penguasa kawasan kumuh Meriguadian.","ราชาสลัมผู้เยาว์วัยแห่งมิลิกาเดีย"
10064,"幼き王4",20064,70004,0,4,"ミリガディアの幼きスラム王","The young Ruler 4","Le jeune Souverain 4","Lv4어린 왕","年幼王者4","年幼王者4","The Young Ruler Lv4","ราชาน้อย4","The young ruler of the Meriguadian slum","Le jeune souverain du quartier pauvre Meriguadian","미리가디아 빈민가의 어린 왕","米利伽迪亚的年幼贫民王","米利伽迪亞的年幼貧民王","Penguasa kawasan kumuh Meriguadian.","ราชาสลัมผู้เยาว์วัยแห่งมิลิกาเดีย"
10065,"幼き王5",20065,70005,0,4,"ミリガディアの幼きスラム王","The young Ruler 5","Le jeune Souverain 5","Lv5어린 왕","年幼王者5","年幼王者5","The Young Ruler Lv5","ราชาน้อย5","The young ruler of the Meriguadian slum","Le jeune souverain du quartier pauvre Meriguadian","미리가디아 빈민가의 어린 왕","米利伽迪亚的年幼贫民王","米利伽迪亞的年幼貧民王","Penguasa kawasan kumuh Meriguadian.","ราชาสลัมผู้เยาว์วัยแห่งมิลิกาเดีย"
10071,"探求者1",20071,60001,0,2,"インペローダの放浪者","Explorer 1","Explorateur 1","Lv1탐구자","探求者1","探求者1","Explorer Lv1","นักสำรวจ1","The Imerrodian Gypsy","Le Bohémien Imerrodian","인페로다의 방랑자","尹贝罗达的放浪者","尹貝羅達的放浪者","Seorang Gypsy dari Imerrodian.","นักพเนจรแห่งอิมเพอร์โรเดีย"
10072,"探求者2",20072,60001,0,2,"インペローダの放浪者","Explorer 2","Explorateur 2","Lv2탐구자","探求者2","探求者2","Explorer Lv2","นักสำรวจ2","The Imerrodian Gypsy","Le Bohémien Imerrodian","인페로다의 방랑자","尹贝罗达的放浪者","尹貝羅達的放浪者","Seorang Gypsy dari Imerrodian.","นักพเนจรแห่งอิมเพอร์โรเดีย"
10073,"探求者3",20073,60001,0,2,"インペローダの放浪者","Explorer 3","Explorateur 3","Lv3탐구자","探求者3","探求者3","Explorer Lv3","นักสำรวจ3","The Imerrodian Gypsy","Le Bohémien Imerrodian","인페로다의 방랑자","尹贝罗达的放浪者","尹貝羅達的放浪者","Seorang Gypsy dari Imerrodian.","นักพเนจรแห่งอิมเพอร์โรเดีย"
10074,"探求者4",20074,70004,0,2,"インペローダの放浪者","Explorer 4","Explorateur 4","Lv4탐구자","探求者4","探求者4","Explorer Lv4","นักสำรวจ4","The Imerrodian Gypsy","Le Bohémien Imerrodian","인페로다의 방랑자","尹贝罗达的放浪者","尹貝羅達的放浪者","Seorang Gypsy dari Imerrodian.","นักพเนจรแห่งอิมเพอร์โรเดีย"
10075,"探求者5",20075,70005,0,2,"インペローダの放浪者","Explorer 5","Explorateur 5","Lv5탐구자","探求者5","探求者5","Explorer Lv5","นักสำรวจ5","The Imerrodian Gypsy","Le Bohémien Imerrodian","인페로다의 방랑자","尹贝罗达的放浪者","尹貝羅達的放浪者","Seorang Gypsy dari Imerrodian.","นักพเนจรแห่งอิมเพอร์โรเดีย"
10081,"仮面の男1",20081,60001,0,0,"協会 《アカデミー》の協定審問官","The man in Mask 1","L'homme dans Masque 1","Lv1가면의 남자","戴面具的男子1","帶面具的男子1","The Masked Man Lv1","ชายสวมหน้ากาก1","The Inquisitor of the Academy","L'Inquisiteur de l'Académie","협회 [아카데미]의 협정심문관","协会“学士院”的协定审查官","協會“學士院”的協定審查官","Seorang Inquisitor dari Academy.","เจ้าหน้าที่สืบสวนขององค์กร [อคาเดมี่]"
10082,"仮面の男2",20082,60001,0,0,"協会 《アカデミー》の協定審問官","The man in Mask 2","L'homme dans Masque 2","Lv2가면의 남자","戴面具的男子2","帶面具的男子2","The Masked Man Lv2","ชายสวมหน้ากาก2","The Inquisitor of the Academy","L'Inquisiteur de l'Académie","협회 [아카데미]의 협정심문관","协会“学士院”的协定审查官","協會“學士院”的協定審查官","Seorang Inquisitor dari Academy.","เจ้าหน้าที่สืบสวนขององค์กร [อคาเดมี่]"
10083,"仮面の男3",20083,60001,0,0,"協会 《アカデミー》の協定審問官","The man in Mask 3","L'homme dans Masque 3","Lv3가면의 남자","戴面具的男子3","帶面具的男子3","The Masked Man Lv3","ชายสวมหน้ากาก3","The Inquisitor of the Academy","L'Inquisiteur de l'Académie","협회 [아카데미]의 협정심문관","协会“学士院”的协定审查官","協會“學士院”的協定審查官","Seorang Inquisitor dari Academy.","เจ้าหน้าที่สืบสวนขององค์กร [อคาเดมี่]"
10084,"仮面の男4",20084,70004,0,0,"協会 《アカデミー》の協定審問官","The man in Mask 4","L'homme dans Masque 4","Lv4가면의 남자","戴面具的男子4","帶面具的男子4","The Masked Man Lv4","ชายสวมหน้ากาก4","The Inquisitor of the Academy","L'Inquisiteur de l'Académie","협회 [아카데미]의 협정심문관","协会“学士院”的协定审查官","協會“學士院”的協定審查官","Seorang Inquisitor dari Academy.","เจ้าหน้าที่สืบสวนขององค์กร [อคาเดมี่]"
10085,"仮面の男5",20085,70005,0,0,"協会 《アカデミー》の協定審問官","The man in Mask 5","L'homme dans Masque 5","Lv5가면의 남자","戴面具的男子5","帶面具的男子5","The Masked Man Lv5","ชายสวมหน้ากาก5","The Inquisitor of the Academy","L'Inquisiteur de l'Académie","협회 [아카데미]의 협정심문관","协会“学士院”的协定审查官","協會“學士院”的協定審查官","Seorang Inquisitor dari Academy.","เจ้าหน้าที่สืบสวนขององค์กร [อคาเดมี่]"
10091,"裁きを下す者1",20091,60001,0,0,"光を操る銀髪の協定審問官 《インクジター》","The Punisher 1","Le Punisher 1","Lv1심판을내리는자","判决者1","判決者1","The Punisher Lv1","ผู้พิพากษา1","The silver headed Inquisitor who has the power to control light","L'argent a conduit Inquisiteur qui a le pouvoir de contrôler lumière","빛을 조종하는 은발의 협정심문관 인크지터","操控光芒的银发协定审查官“审判者”","操控光芒的銀髮協定審查官“審判者”","Seorang Inquisitor berambut perak yang dapat mengendalikan cahaya.","เจ้าหน้าที่สืบสวนผมเงินเป็นประกาย [อินควิซิเตอร์]"
10092,"裁きを下す者2",20092,60001,0,0,"光を操る銀髪の協定審問官 《インクジター》","The Punisher 2","Le Punisher 2","Lv2심판을내리는자","判决者2","判決者2","The Punisher Lv2","ผู้พิพากษา2","The silver headed Inquisitor who has the power to control light","L'argent a conduit Inquisiteur qui a le pouvoir de contrôler lumière","빛을 조종하는 은발의 협정심문관 인크지터","操控光芒的银发协定审查官“审判者”","操控光芒的銀髮協定審查官“審判者”","Seorang Inquisitor berambut perak yang dapat mengendalikan cahaya.","เจ้าหน้าที่สืบสวนผมเงินเป็นประกาย [อินควิซิเตอร์]"
10093,"裁きを下す者3",20093,60001,0,0,"光を操る銀髪の協定審問官 《インクジター》","The Punisher 3","Le Punisher 3","Lv3심판을내리는자","判决者3","判決者3","The Punisher Lv3","ผู้พิพากษา3","The silver headed Inquisitor who has the power to control light","L'argent a conduit Inquisiteur qui a le pouvoir de contrôler lumière","빛을 조종하는 은발의 협정심문관 인크지터","操控光芒的银发协定审查官“审判者”","操控光芒的銀髮協定審查官“審判者”","Seorang Inquisitor berambut perak yang dapat mengendalikan cahaya.","เจ้าหน้าที่สืบสวนผมเงินเป็นประกาย [อินควิซิเตอร์]"
10094,"裁きを下す者4",20094,70004,0,0,"光を操る銀髪の協定審問官 《インクジター》","The Punisher 4","Le Punisher 4","Lv4심판을내리는자","判决者4","判決者4","The Punisher Lv4","ผู้พิพากษา4","The silver headed Inquisitor who has the power to control light","L'argent a conduit Inquisiteur qui a le pouvoir de contrôler lumière","빛을 조종하는 은발의 협정심문관 인크지터","操控光芒的银发协定审查官“审判者”","操控光芒的銀髮協定審查官“審判者”","Seorang Inquisitor berambut perak yang dapat mengendalikan cahaya.","เจ้าหน้าที่สืบสวนผมเงินเป็นประกาย [อินควิซิเตอร์]"
10095,"裁きを下す者5",20095,70005,0,0,"光を操る銀髪の協定審問官 《インクジター》","The Punisher 5","Le Punisher 5","Lv5심판을내리는자","判决者5","判決者5","The Punisher Lv5","ผู้พิพากษา5","The silver headed Inquisitor who has the power to control light","L'argent a conduit Inquisiteur qui a le pouvoir de contrôler lumière","빛을 조종하는 은발의 협정심문관 인크지터","操控光芒的银发协定审查官“审判者”","操控光芒的銀髮協定審查官“審判者”","Seorang Inquisitor berambut perak yang dapat mengendalikan cahaya.","เจ้าหน้าที่สืบสวนผมเงินเป็นประกาย [อินควิซิเตอร์]"
10101,"不死の少女1",20101,70001,0,4,"愛犬ロブと共に世界を旅する少女","Immortal girl 1","Fille immortelle 1","Lv1불사의 소녀","不死少女1","不死少女1","Immortal Girl Lv1","ดรุณีอมตะ1","A girl traveling around the world with her dog «Rob»","Une fille qui voyage autour du monde avec son chien «Rob»","애견 로브와 함께 세계를 여행하는 소녀","与爱犬罗布一起世界旅行的少女","與愛犬羅布一起世界旅行的少女","Gadis yang menjelajahi dunia dengan anjingnya, [Rob].","สาวน้อยผู้ท่องเที่ยวไปในโลกพร้อมร็อบ สุนัขคู่ใจ"
10102,"不死の少女2",20102,70002,0,4,"愛犬ロブと共に世界を旅する少女","Immortal girl 2","Fille immortelle 2","Lv2불사의 소녀","不死少女2","不死少女2","Immortal Girl Lv2","ดรุณีอมตะ2","A girl traveling around the world with her dog «Rob»","Une fille qui voyage autour du monde avec son chien «Rob»","애견 로브와 함께 세계를 여행하는 소녀","与爱犬罗布一起世界旅行的少女","與愛犬羅布一起世界旅行的少女","Gadis yang menjelajahi dunia dengan anjingnya, [Rob].","สาวน้อยผู้ท่องเที่ยวไปในโลกพร้อมร็อบ สุนัขคู่ใจ"
10103,"不死の少女3",20103,70003,0,4,"愛犬ロブと共に世界を旅する少女","Immortal girl 3","Fille immortelle 3","Lv3불사의 소녀","不死少女3","不死少女3","Immortal Girl Lv3","ดรุณีอมตะ3","A girl traveling around the world with her dog «Rob»","Une fille qui voyage autour du monde avec son chien «Rob»","애견 로브와 함께 세계를 여행하는 소녀","与爱犬罗布一起世界旅行的少女","與愛犬羅布一起世界旅行的少女","Gadis yang menjelajahi dunia dengan anjingnya, [Rob].","สาวน้อยผู้ท่องเที่ยวไปในโลกพร้อมร็อบ สุนัขคู่ใจ"
10104,"不死の少女4",20104,70004,0,4,"愛犬ロブと共に世界を旅する少女","Immortal girl 4","Fille immortelle 4","Lv4불사의 소녀","不死少女4","不死少女4","Immortal Girl Lv4","ดรุณีอมตะ4","A girl traveling around the world with her dog «Rob»","Une fille qui voyage autour du monde avec son chien «Rob»","애견 로브와 함께 세계를 여행하는 소녀","与爱犬罗布一起世界旅行的少女","與愛犬羅布一起世界旅行的少女","Gadis yang menjelajahi dunia dengan anjingnya, [Rob].","สาวน้อยผู้ท่องเที่ยวไปในโลกพร้อมร็อบ สุนัขคู่ใจ"
10105,"不死の少女5",20105,70005,0,4,"愛犬ロブと共に世界を旅する少女","Immortal girl 5","Fille immortelle 5","Lv5불사의 소녀","不死少女5","不死少女5","Immortal Girl Lv5","ดรุณีอมตะ5","A girl traveling around the world with her dog «Rob»","Une fille qui voyage autour du monde avec son chien «Rob»","애견 로브와 함께 세계를 여행하는 소녀","与爱犬罗布一起世界旅行的少女","與愛犬羅布一起世界旅行的少女","Gadis yang menjelajahi dunia dengan anjingnya, [Rob].","สาวน้อยผู้ท่องเที่ยวไปในโลกพร้อมร็อบ สุนัขคู่ใจ"
10111,"獣人の娘1",20111,70001,0,6,"獣人Zodiacの娘","Animal girl 1","Fille animale 1","Lv1수인의 딸","兽人的女儿1","獸人的女兒1","Animal Girl Lv1","ธิดาครึ่งอสูร1","A daughter of beast human «Zodiac»","Une fille de bête «Zodiaque» humain","수인 조디악의 딸","兽人索迪亚克之女","獸人索迪亞克之女","Salah satu anggota Therianthropes dari Zodiac. Mencari kristal yang dapat membawa perdamaian.","ธิดาของมนุษย์ครึ่งอสูร Zodiac"
10112,"獣人の娘2",20112,70002,0,6,"獣人Zodiacの娘","Animal girl 2","Fille animale 2","Lv2수인의 딸","兽人的女儿2","獸人的女兒2","Animal Girl Lv2","ธิดาครึ่งอสูร2","A daughter of beast human «Zodiac»","Une fille de bête «Zodiaque» humain","수인 조디악의 딸","兽人索迪亚克之女","獸人索迪亞克之女","Salah satu anggota Therianthropes dari Zodiac. Mencari kristal yang dapat membawa perdamaian.","ธิดาของมนุษย์ครึ่งอสูร Zodiac"
10113,"獣人の娘3",20113,70003,0,6,"獣人Zodiacの娘","Animal girl 3","Fille animale 3","Lv3수인의 딸","兽人的女儿3","獸人的女兒3","Animal Girl Lv3","ธิดาครึ่งอสูร3","A daughter of beast human «Zodiac»","Une fille de bête «Zodiaque» humain","수인 조디악의 딸","兽人索迪亚克之女","獸人索迪亞克之女","Salah satu anggota Therianthropes dari Zodiac. Mencari kristal yang dapat membawa perdamaian.","ธิดาของมนุษย์ครึ่งอสูร Zodiac"
10114,"獣人の娘4",20114,70004,0,6,"獣人Zodiacの娘","Animal girl 4","Fille animale 4","Lv4수인의 딸","兽人的女儿4","獸人的女兒4","Animal Girl Lv4","ธิดาครึ่งอสูร4","A daughter of beast human «Zodiac»","Une fille de bête «Zodiaque» humain","수인 조디악의 딸","兽人索迪亚克之女","獸人索迪亞克之女","Salah satu anggota Therianthropes dari Zodiac. Mencari kristal yang dapat membawa perdamaian.","ธิดาของมนุษย์ครึ่งอสูร Zodiac"
10115,"獣人の娘5",20115,70005,0,6,"獣人Zodiacの娘","Animal girl 5","Fille animale 5","Lv5수인의 딸","兽人的女儿5","獸人的女兒5","Animal Girl Lv5","ธิดาครึ่งอสูร5","A daughter of beast human «Zodiac»","Une fille de bête «Zodiaque» humain","수인 조디악의 딸","兽人索迪亚克之女","獸人索迪亞克之女","Salah satu anggota Therianthropes dari Zodiac. Mencari kristal yang dapat membawa perdamaian.","ธิดาของมนุษย์ครึ่งอสูร Zodiac"
10121,"混沌の担い手1",20121,60001,0,7,"混沌に手を染めるもの","Chaos Carrier 1","Chaos Transporteur 1","Lv1혼돈의 추종자","混沌推行者1","混沌推行者1","Chaos Carrier Lv1","คนส่งสารผู้สับสน1","Person who brings Chaos","Personne qui apporte le Chaos","혼돈에 손을 더럽힌 자","染手混沌之人","染手混沌之人","Orang yang membawa Chaos ke dunia ini.","ผู้ที่ถูกความสับสนเข้าครอบงำ"
10122,"混沌の担い手2",20122,60001,0,7,"混沌に手を染めるもの","Chaos Carrier 2","Chaos Transporteur 2","Lv2혼돈의 추종자","混沌推行者2","混沌推行者2","Chaos Carrier Lv2","คนส่งสารผู้สับสน2","Person who brings Chaos","Personne qui apporte le Chaos","혼돈에 손을 더럽힌 자","染手混沌之人","染手混沌之人","Orang yang membawa Chaos ke dunia ini.","ผู้ที่ถูกความสับสนเข้าครอบงำ"
10123,"混沌の担い手3",20123,60001,0,7,"混沌に手を染めるもの","Chaos Carrier 3","Chaos Transporteur 3","Lv3혼돈의 추종자","混沌推行者3","混沌推行者3","Chaos Carrier Lv3","คนส่งสารผู้สับสน3","Person who brings Chaos","Personne qui apporte le Chaos","혼돈에 손을 더럽힌 자","染手混沌之人","染手混沌之人","Orang yang membawa Chaos ke dunia ini.","ผู้ที่ถูกความสับสนเข้าครอบงำ"
10124,"混沌の担い手4",20124,70004,0,7,"混沌に手を染めるもの","Chaos Carrier 4","Chaos Transporteur 4","Lv4혼돈의 추종자","混沌推行者4","混沌推行者4","Chaos Carrier Lv4","คนส่งสารผู้สับสน4","Person who brings Chaos","Personne qui apporte le Chaos","혼돈에 손을 더럽힌 자","染手混沌之人","染手混沌之人","Orang yang membawa Chaos ke dunia ini.","ผู้ที่ถูกความสับสนเข้าครอบงำ"
10125,"混沌の担い手5",20125,70005,0,7,"混沌に手を染めるもの","Chaos Carrier 5","Chaos Transporteur 5","Lv5혼돈의 추종자","混沌推行者5","混沌推行者5","Chaos Carrier Lv5","คนส่งสารผู้สับสน5","Person who brings Chaos","Personne qui apporte le Chaos","혼돈에 손을 더럽힌 자","染手混沌之人","染手混沌之人","Orang yang membawa Chaos ke dunia ini.","ผู้ที่ถูกความสับสนเข้าครอบงำ"
10131,"二刀流の剣士1",20131,60001,0,8,"レジメントの二刀流剣士","Twin Swords 1","Épées jumelles 1","Lv1이도류 검객","二刀流剑士1","二刀流劍士1","Twin Swords Lv1","อัศวินดาบคู่1","Regiment's twin sword fighter","Le combattant de l'épée jumeau de régiment","레지멘트의 이도류 검객","列吉门多的二刀流剑士","連隊的二刀流劍士","Prajurit Regiment berpedang ganda.","นักดาบคู่ของกองทัพ"
10132,"二刀流の剣士2",20132,60001,0,8,"レジメントの二刀流剣士","Twin Swords 2","Épées jumelles 2","Lv2이도류 검객","二刀流剑士2","二刀流劍士2","Twin Swords Lv2","อัศวินดาบคู่2","Regiment's twin sword fighter","Le combattant de l'épée jumeau de régiment","레지멘트의 이도류 검객","列吉门多的二刀流剑士","連隊的二刀流劍士","Prajurit Regiment berpedang ganda.","นักดาบคู่ของกองทัพ"
10133,"二刀流の剣士3",20133,60001,0,8,"レジメントの二刀流剣士","Twin Swords 3","Épées jumelles 3","Lv3이도류 검객","二刀流剑士3","二刀流劍士3","Twin Swords Lv3","อัศวินดาบคู่3","Regiment's twin sword fighter","Le combattant de l'épée jumeau de régiment","레지멘트의 이도류 검객","列吉门多的二刀流剑士","連隊的二刀流劍士","Prajurit Regiment berpedang ganda.","นักดาบคู่ของกองทัพ"
