"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at","caption_kr"
1124,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1125,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1126,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1127,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1128,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1129,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1130,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1131,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1132,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1133,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1134,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1135,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1136,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1137,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1138,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1139,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1140,6,5,0,1,15,"提出時に相手のカードを5枚破棄する","card_ev_050.swf","2010-06-24 05:44:31 UTC","드롭시 상대의 카드를 5장 파괴합니다."
1141,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1142,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1143,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1144,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1145,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1146,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1147,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1148,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1149,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1150,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1151,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1152,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1153,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1154,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1155,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1156,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1157,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1158,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1159,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1160,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1161,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1162,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1163,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1164,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1165,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1166,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1167,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1168,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1169,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1170,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1171,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1172,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1173,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1174,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1175,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1176,1,3,2,1,0,"このカードは剣3・銃1として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검3]or[총1]의 효과가 있습니다."
1177,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1178,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1179,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1180,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1181,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1182,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1183,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1184,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1185,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1186,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1187,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1188,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1189,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1190,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1191,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1192,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1193,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1194,1,4,2,2,0,"このカードは剣4・銃2として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검2]or[총2]의 효과가 있습니다."
1195,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1196,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1197,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1198,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1199,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1200,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1201,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1202,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1203,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1204,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1205,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1206,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1207,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1208,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1209,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1210,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1211,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1212,1,5,2,3,0,"このカードは剣5・銃3として扱う","card_ev_150.swf","2010-06-24 05:44:31 UTC","이 카드는 [검5]or[총3]의 효과가 있습니다."
1213,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1214,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1215,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1216,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1217,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1218,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1219,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1220,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1221,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1222,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1223,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1224,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1225,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1226,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1227,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1228,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1229,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1230,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1231,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1232,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1233,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1234,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1235,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1236,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1237,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1238,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1239,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1240,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1241,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1242,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1243,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1244,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1245,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1246,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1247,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1248,2,3,1,1,0,"このカードは銃3・剣1として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총3]or[검1]의 효과가 있습니다."
1249,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1250,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1251,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1252,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1253,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1254,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1255,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1256,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1257,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1258,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1259,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1260,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1261,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1262,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1263,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1264,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1265,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1266,2,4,1,2,0,"このカードは銃4・剣2として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총4]or[검2]의 효과가 있습니다."
1267,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1268,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1269,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1270,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1271,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1272,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1273,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1274,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1275,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1276,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1277,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1278,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1279,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1280,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1281,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1282,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1283,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1284,2,5,1,3,0,"このカードは銃5・剣3として扱う","card_ev_155.swf","2010-06-24 05:44:31 UTC","이 카드는 [총5]or[검3]의 효과가 있습니다."
1285,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf","2010-06-24 05:44:31 UTC","이 카드는 [방어3]or[이동1]의 효과가 있습니다."
1286,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf","2010-06-24 05:44:31 UTC","이 카드는 [방어3]or[이동1]의 효과가 있습니다."
1287,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf","2010-06-24 05:44:31 UTC","이 카드는 [방어3]or[이동1]의 효과가 있습니다."
1288,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf","2010-06-24 05:44:31 UTC","이 카드는 [방어3]or[이동1]의 효과가 있습니다."
1289,3,3,4,1,0,"このカードは盾3・移動1として扱う","card_ev_160.swf","2010-06-24 05:44:31 UTC","이 카드는 [방어3]or[이동1]의 효과가 있습니다."
