"id","kind","cond","items","prerequisite","exclusion","loop","caption","success_cond","explanation","event_start_at","event_end_at","caption_kr","explanation_kr"
277,4,277,"4/225/1+3/50/1/0",276,,0,"「サルガドからの招待状」を+10回クリアする",10,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC","살가드 퀘스트를 [10회] 완료하기!",
278,4,278,"2/90/1/0",277,,0,"「サルガドからの招待状」を+30回クリアする",30,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC","살가드 퀘스트를 [30회] 완료하기!",
279,4,279,"3/39/1/0",0,,0,"全ての招待状レコードをクリアする",0,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC","모든 화이트데이 이벤트 레코드를 완료하기! ",
280,4,280,"4/226/1",0,,0,"3回デュエルを行う",3,"進行度とレコード達成により取得したアイテムはブラウザのリロードを行う事で最新の値が反映されます","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC","듀얼 [5회] 진행하기!","레코드 달성으로 획득한 보상과 진행도는 브라우저 새로고침을(F5) 하여야만 최신 정보가 반영됩니다."
281,4,281,"4/227/1",280,,0,"+5回デュエルを行う",5,"進行度とレコード達成により取得したアイテムはブラウザのリロードを行う事で最新の値が反映されます","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC","듀얼 [+5회] 진행하기!","레코드 달성으로 획득한 보상과 진행도는 브라우저 새로고침을(F5) 하여야만 최신 정보가 반영됩니다."
282,4,282,"4/228/1",281,,0,"+7回デュエルを行う",7,"進行度とレコード達成により取得したアイテムはブラウザのリロードを行う事で最新の値が反映されます","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC","듀얼 [+5회] 진행하기!","레코드 달성으로 획득한 보상과 진행도는 브라우저 새로고침을(F5) 하여야만 최신 정보가 반영됩니다."
283,4,283,"4/229/1",282,,0,"+15回デュエルを行う",15,"進行度とレコード達成により取得したアイテムはブラウザのリロードを行う事で最新の値が反映されます","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC","듀얼 [+15회] 진행하기!","레코드 달성으로 획득한 보상과 진행도는 브라우저 새로고침을(F5) 하여야만 최신 정보가 반영됩니다."
284,4,284,"2/150/1/0",0,,0,"Lv3コンラッドを入手する",413,,"2013-04-03 04:00:00 UTC","2013-04-17 04:00:00 UTC","3레벨의 [콘래드] 획득하기!",
285,4,285,"3/10/1/0",0,,0,"新たにLv3カードを取得する",0,"合成やボーナスゲーム、DarkroomでLv3カードを取得する。","2013-02-13 04:00:00 UTC",,"새로운 Lv3카드를 획득하기!","합성 또는 보너스게임, Darkroom으로 Lv3 카드를 획득한다."
286,4,286,"3/10/1/0",285,,0,"新たにLv5カードを取得する",0,"合成やボーナスゲーム、DarkroomでLv5カードを取得する。","2013-02-13 04:00:00 UTC",,"새로운 Lv5카드를 획득하기!","합성 또는 보너스게임, Darkroom으로 Lv5 카드를 획득한다."
287,4,287,"3/10/1/0",286,,0,"新たにレアカードを取得する",0,"合成やDarkroomでレアカードを取得する。","2013-02-13 04:00:00 UTC",,"새로운 레어카드를 획득하기!","합성 또는 Darkroom으로 레어 카드를 획득한다."
288,1,288,"3/5/1/0",288,,0,"デュエルを行う",1,"レコードをクリアしたら翌日もログインしてみよう。7日間続けると…。",,,"듀얼에 가자!","레코드를 클리어하면 다음날도 로그인 해보자! 7일간 계속하면…"
289,1,289,"3/5/1/0",289,,0,"2日連続デュエルを行う",1,"レコードをクリアしたら翌日もログインしてみよう。7日間続けると…。",,,"2일 연속 듀얼을 실시하기!","레코드를 클리어하면 다음날도 로그인 해보자! 7일간 계속하면…"
290,1,290,"3/5/1/0",290,,0,"3日連続デュエルを行う",1,"レコードをクリアしたら翌日もログインしてみよう。7日間続けると…。",,,"3일 연속 듀얼을 실시하기!","레코드를 클리어하면 다음날도 로그인 해보자! 7일간 계속하면…"
291,1,291,"3/6/1/0",291,,0,"4日連続デュエルを行う",1,"レコードをクリアしたら翌日もログインしてみよう。7日間続けると…。",,,"4일 연속 듀얼을 실시하기!","레코드를 클리어하면 다음날도 로그인 해보자! 7일간 계속하면…"
292,1,292,"3/6/1/0",292,,0,"5日連続デュエルを行う",1,"レコードをクリアしたら翌日もログインしてみよう。7日間続けると…。",,,"5일 연속 듀얼을 실시하기!","레코드를 클리어하면 다음날도 로그인 해보자! 7일간 계속하면…"
293,1,293,"3/6/1/0",293,,0,"6日連続デュエルを行う",1,"レコードをクリアしたら翌日もログインしてみよう。7日間続けると…。",,,"6일 연속 듀얼을 실시하기!","레코드를 클리어하면 다음날도 로그인 해보자! 7일간 계속하면…"
294,1,294,"3/9/1/0",294,,0,"7日連続デュエルを行う",1,,,,"7일 연속 듀얼을 실시하기!",
295,1,295,"1/10008/1/0",295,,0,"8日連続デュエルを行う",1,,,,"8일 연속 듀얼을 실시하기!",
296,1,296,"1/10009/1/0",296,,0,"9日連続デュエルを行う",1,,,,"9일 연속 듀얼을 실시하기!",
297,1,297,"1/10010/1/0",297,,0,"10日連続デュエルを行う",1,,,,"10일 연속 듀얼을 실시하기!",
298,1,298,"3/6/1/0",298,,0,"11日連続デュエルを行う",1,,,,"11일 연속 듀얼을 실시하기!",
299,1,299,"3/6/1/0",299,,0,"12日連続デュエルを行う",1,,,,"12일 연속 듀얼을 실시하기!",
300,1,300,"3/6/1/0",300,,0,"13日連続デュエルを行う",1,,,,"13일 연속 듀얼을 실시하기!",
301,1,301,"3/9/1/0",301,,0,"14日連続デュエルを行う",1,,,,"14일 연속 듀얼을 실시하기!",
302,4,302,"3/3/1/0",0,,0,"投票券を1枚集める",1,,,"2013-05-01 04:00:00 UTC","두표권 1장 모으기!",
303,4,303,"3/8/1/0",302,,0,"投票券を10枚集める",10,,,"2013-05-01 04:00:00 UTC","두표권 10장 모으기!",
304,4,304,"2/153/1/0",0,,0,"Lv3ビアギッテを入手する",423,,"2013-05-01 04:00:00 UTC","2013-05-15 04:00:00 UTC","3레벨의 [비르기트] 획득하기!",
305,4,305,"1/10005/1/0",0,,0,"エヴァリストの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","에바리스트의 추억을 [5회] 완료하기!",
306,4,306,"1/6/1/0",305,,0,"エヴァリストの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","에바리스트의 추억을 [+10회] 완료하기!",
307,4,307,"1/10005/1/0",0,,0,"アイザックの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아이자크의 추억을 [5회] 완료하기!",
308,4,308,"1/16/1/0",307,,0,"アイザックの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아이자크의 추억을 [+10회] 완료하기!",
309,4,309,"1/10005/1/0",0,,0,"グリュンワルドの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","그룬왈드의 추억을 [5회] 완료하기!",
310,4,310,"1/26/1/0",309,,0,"グリュンワルドの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","그룬왈드의 추억을 [+10회] 완료하기!",
311,4,311,"1/10005/1/0",0,,0,"アベルの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아벨의 추억을 [5회] 완료하기!",
312,4,312,"1/36/1/0",311,,0,"アベルの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아벨의 추억을 [+10회] 완료하기!",
313,4,313,"1/10005/1/0",0,,0,"レオンの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","레온의 추억을 [5회] 완료하기!",
314,4,314,"1/46/1/0",313,,0,"レオンの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","레온의 추억을 [+10회] 완료하기!",
315,4,315,"1/10004/1/0",0,,0,"クレーニヒの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","크레니히의 추억을 [5회] 완료하기!",
316,4,316,"1/56/1/0",315,,0,"クレーニヒの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","크레니히의 추억을 [+10회] 완료하기!",
317,4,317,"1/10004/1/0",0,,0,"ジェッドの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","제드의 추억을 [5회] 완료하기!",
318,4,318,"1/66/1/0",317,,0,"ジェッドの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","제드의 추억을 [+10회] 완료하기!",
319,4,319,"1/10004/1/0",0,,0,"アーチボルトの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아치볼드의 추억을 [5회] 완료하기!",
320,4,320,"1/76/1/0",319,,0,"アーチボルトの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아치볼드의 추억을 [+10회] 완료하기!",
321,4,321,"1/10004/1/0",0,,0,"マックスの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","맥스의 추억을 [5회] 완료하기!",
322,4,322,"1/86/1/0",321,,0,"マックスの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","맥스의 추억을 [+10회] 완료하기!",
323,4,323,"1/10004/1/0",0,,0,"ブレイズの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","브레이즈의 추억을 [5회] 완료하기!",
324,4,324,"1/96/1/0",323,,0,"ブレイズの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","브레이즈의 추억을 [+10회] 완료하기!",
325,4,325,"1/10003/1/0",0,,0,"シェリの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","쉐리의 추억을 [5회] 완료하기!",
326,4,326,"1/106/1/0",325,,0,"シェリの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","쉐리의 추억을 [+10회] 완료하기!",
327,4,327,"1/10003/1/0",0,,0,"アインの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아인의 추억을 [5회] 완료하기!",
328,4,328,"1/116/1/0",327,,0,"アインの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","아인의 추억을 [+10회] 완료하기!",
329,4,329,"1/10003/1/0",0,,0,"ベルンハルトの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","베른하드의 추억을 [5회] 완료하기!",
330,4,330,"1/126/1/0",329,,0,"ベルンハルトの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","베른하드의 추억을 [+10회] 완료하기!",
331,4,331,"1/10003/1/0",0,,0,"フリードリヒの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","프리드리히의 추억을 [5회] 완료하기!",
332,4,332,"1/136/1/0",331,,0,"フリードリヒの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","프리드리히의 추억을 [+10회] 완료하기!",
333,4,333,"1/10003/1/0",0,,0,"マルグリッドの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","마르그리드의 추억을 [5회] 완료하기!",
334,4,334,"1/146/1/0",333,,0,"マルグリッドの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","마르그리드의 추억을 [+10회] 완료하기!",
335,4,335,"1/10002/1/0",0,,0,"ドニタの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","도니타의 추억을 [5회] 완료하기!",
336,4,336,"1/156/1/0",335,,0,"ドニタの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","도니타의 추억을 [+10회] 완료하기!",
337,4,337,"1/10002/1/0",0,,0,"スプラートの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","스프라우트의 추억을 [5회] 완료하기!",
338,4,338,"1/166/1/0",337,,0,"スプラートの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","스프라우트의 추억을 [+10회] 완료하기!",
339,4,339,"1/10002/1/0",0,,0,"ベリンダの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","벨린다의 추억을 [5회] 완료하기!",
340,4,340,"1/176/1/0",339,,0,"ベリンダの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","벨린다의 추억을 [+10회] 완료하기!",
341,4,341,"1/10002/1/0",0,,0,"ロッソの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","로쏘의 추억을 [5회] 완료하기!",
342,4,342,"1/186/1/0",341,,0,"ロッソの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","로쏘의 추억을 [+10회] 완료하기!",
343,4,343,"1/10002/1/0",0,,0,"エイダの追憶を5回クリアする",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","에이다의 추억을 [5회] 완료하기!",
344,4,344,"1/196/1/0",343,,0,"エイダの追憶を+10回クリアする",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","에이다의 추억을 [+10회] 완료하기!",
345,4,345,"3/8/1/0",0,"305+306+307+308+309+310+311+312+313+314+315+316+317+318+319+320+321+322+323+324+325+326+327+328+329+330+331+332+333+334+335+336+337+338+339+340+341+342+343+344",0,"イベントレコードでレアカードを3枚入手する",3,"イベントレコード達成によってレアカードを3枚取得すると、それ以上のイベントレコードは進行できなくなります。","2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC","이벤트 레코드로 레어카드를 [3장] 획득하기!","이벤트 레코드 달성으로 레어카드 3장을 획득하면, 더이상의 이벤트 레코드는 진행할 수 없습니다."
346,4,346,"2/156/1/0",0,,0,"Lv3クーンを入手する",433,,"2013-05-29 04:00:00 UTC","2013-06-12 04:00:00 UTC","3레벨의 [쿤] 획득하기! ",
347,4,347,"3/6/1/0",0,,0,"3vs3デュエルを10回行う",10,"「桃色大戦ぱいろん・生」とのコラボレーション用レコード。「ぱいろん銀貨+ぱいメダル5000枚」の獲得条件。ブラウザのリロードを行う事で最新の値が反映されます","2023-05-29 04:00:00 UTC","2023-06-12 04:00:00 UTC","3vs3듀얼을 [10회] 실시하기!","「桃色大戦ぱいろん・生」이라는 콜라보레이션 용 레코드。「ぱいろん銀貨+ぱいメダル5000枚」획득 조건。브라우저를 새로고침하여야 최신 정보가 반영됩니다."
348,4,348,"1/1/1/0",0,,0,"「水辺の覇者」イベントチャレンジ中！",0,"獲得したポイントはランキングのEventタブで確認できます。ブラウザのリロードを行う事で最新の値が表示されます。ランキングの順位については一定時間毎に更新を行なっており、リアルタイムでの表示ではないのでご注意下さい。","2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC","[물가의 패자] 이벤트 도전!","획득한 표인트는 랭킹의 Event 탭으로 확인할 수 있습니다. 실시간으로 적용되지 않는 점 양해를 구합니다. "
349,4,349,"3/2/1/0+3/11/1/0",0,,0,"「水辺の覇者」イベントで3ポイント獲得する",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC","[물가의 패자] 이벤트로 3포인트 획득하기!",
350,4,350,"4/265/1/0+1/10001/1/0",0,,0,"「水辺の覇者」イベントで10ポイント獲得する",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC","[물가의 패자] 이벤트로 10포인트 획득하기!",
351,4,351,"4/264/1/0+1/10002/1/0",0,,0,"「水辺の覇者」イベントで20ポイント獲得する",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC","[물가의 패자] 이벤트로 20포인트 획득하기!",
352,4,352,"4/261/1/0+1/10003/1/0",0,,0,"「水辺の覇者」イベントで30ポイント獲得する",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC","[물가의 패자] 이벤트로 30포인트 획득하기!",
353,4,353,"3/39/1/0",0,,0,"「水辺の覇者」イベントで100ポイント獲得する",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC","[물가의 패자] 이벤트로 100포인트 획득하기!",
354,4,354,"2/159/1/0",0,,0,"Lv3シャーロットを入手する",443,,"2013-07-03 04:00:00 UTC","2013-07-17 04:00:00 UTC","3레벨의 [샬롯] 획득하기! ",
355,4,355,"3/2/1/0+3/6/1/0",0,,0,"タリスマンAを3個集める",3," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 A를 3개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
356,4,356,"1/20017/1/0+1/10006/2/0",355,"360+361",0,"タリスマンAを15個集める",15," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 このレコードをクリアするとBルートは進行できなくなります","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 A를 15개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다. 이 루트를 클리어하면 B루트는 진행할 수 없게 됩니다.,"
357,4,357,"1/10007/2/0+1/10008/2/0",356,,0,"タリスマンCを5個集める",5," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 C를 5개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
358,4,358,"1/20018/1/0+1/10009/5/0",357,,0,"タリスマンCを20個集める",20," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 C를 20개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
359,4,359,"3/46/1",358,,0,"タリスマンA・B・Cを30個ずつ集める",30," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 A・B・C를 30개씩 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
360,4,360,"3/2/1/0+3/6/1/0",0,,0,"タリスマンBを3個集める",3," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 B를 3개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
361,4,361,"1/20018/1/0+1/10006/2/0",360,"355+356",0,"タリスマンBを15個集める",15," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 このレコードをクリアするとAルートは進行できなくなります","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 B를 15개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다.  이 루트를 클리어하면 A루트는 진행할 수 없게 됩니다.,"
362,4,362,"1/10007/2/0+1/10008/2/0",361,,0,"タリスマンCを5個集める",5," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 C를 5개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
363,4,363,"1/20017/1/0+1/10009/5/0",362,,0,"タリスマンCを20個集める",20," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 C를 20개 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
364,4,364,"3/46/1",363,,0,"タリスマンA・B・Cを30個ずつ集める  ",30," エントランスに戻るかブラウザのリロードを行う事で最新の値が反映されます。 ","2013-07-17 04:00:00 UTC","2013-07-31 04:00:00 UTC","탈리스만 A・B・C를30개씩 모으기"," 게임 메인화면으로 돌아가거나 브라우저를 새로고침하면 최신 정보가 반영됩니다."
365,4,365,"2/162/1/0",0,,0,"Lv3タイレルを入手する",453,,"2013-07-31 04:00:00 UTC","2013-08-14 04:00:00 UTC","3레벨의 [타이렐] 획득하기!",
366,4,366,"4/277/1+3/2/1/0+3/11/1/0",0,,0,"クエストポイントを10獲得する",10,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [10포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
367,4,367,"4/278/1+1/10006/2/0",366,,0,"クエストポイントを50獲得する",50,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [50포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
368,4,368,"4/279/1+1/10007/2/0",367,,0,"クエストポイントを100獲得する",100,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [100포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
369,4,369,"4/280/1+1/10008/2/0",368,,0,"クエストポイントを300獲得する",300,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [300포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
370,4,370,"2/1/1+1/10009/2/0",369,,0,"クエストポイントを500獲得する",500,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [500포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
371,4,371,"2/2/1+1/10010/2/0",370,,0,"クエストポイントを700獲得する",700,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [700포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
372,4,372,"4/281/1+1/10012/1/0",371,,0,"クエストポイントを1000獲得する",1000,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [1000포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
373,4,373,"2/165/1/+3/50/1/0",372,,0,"クエストポイントを2000獲得する",2000,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [2000포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
374,4,374,"2/166/1/+3/50/1/0",373,,0,"クエストポイントを3000獲得する",3000,"レコード達成に必要なクエストポイントは累計値です。","2013-08-07 04:00:00 UTC","2013-08-28 04:00:00 UTC","퀘스트포인트 [3000포인트] 획득하기","레코드 달성에 필요한 퀘스트 포인트는 합산치입니다."
375,4,375,"2/168/1/0",0,,0,"Lv3ルディアを入手する",463,,"2013-09-04 04:00:00 UTC","2013-09-18 04:00:00 UTC","3레벨의 [루디아] 획득하기!",
376,4,376,"2/33/1/2",0,,0,"新たに武器カードを1枚取得する ",1,,,,"새롭게 무기 카드 [1장] 획득하기",
377,4,377,"2/34/1/2",376,,0,"新たに武器カードを3枚取得する ",3,,,,"새롭게 무기 카드 [3장] 획득하기",
378,4,378,"3/2/1+3/6/1",0,,0,"ドールアイ（橙）を1個獲得する",1,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（귤색）을 1개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
379,4,379,"4/126/1+3/29/1+1/10006/1",378,,0,"ドールアイ（橙）を5個獲得する",5,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（귤색）을 5개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
380,4,380,"4/127/1+3/29/1+1/10007/1",379,,0,"ドールアイ（橙）を15個獲得する",15,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（귤색）을 15개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
381,4,381,"4/128/1+3/29/1+3/50/1+1/10008/1",380,,0,"ドールアイ（橙）を30個獲得する",30,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（귤색）을 30개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
382,4,382,"2/57/1/0",381,,0,"ドールアイ（橙）を50個獲得する",50,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（귤색）을 50개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
383,4,383,"3/2/1+3/6/1",0,,0,"ドールアイ（紫）を1個獲得する",1,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（보라색）을 1개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
384,4,384,"4/135/1+3/29/1+1/10006/1",383,,0,"ドールアイ（紫）を5個獲得する",5,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（보라색）을 5개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
385,4,385,"4/136/1+3/29/1+1/10007/1",384,,0,"ドールアイ（紫）を15個獲得する",15,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（보라색）을 15개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
386,4,386,"4/137/1+3/29/1+3/50/1+1/10008/1",385,,0,"ドールアイ（紫）を30個獲得する",30,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（보라색）을 30개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
387,4,387,"2/72/1/0",386,,0,"ドールアイ（紫）を50個獲得する",50,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（보라색）을 50개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
388,4,388,"4/289/1+3/3/1+3/7/1",0,,0,"ドールアイ（金）を1個獲得する",1,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（금색）을 1개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
389,4,389,"4/287/1+1/10009/1+3/27/1",388,,0,"ドールアイ（金）を5個獲得する",5,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（금색）을 5개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
