"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at"
2014,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2015,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2016,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2017,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2018,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2019,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2020,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2021,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2022,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2023,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2024,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2025,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2026,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2027,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2028,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2029,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2030,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2031,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2032,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2033,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2034,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2035,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2036,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2037,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2038,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2039,1,1,2,1,0,"This card can be used as either a Sword 1 or a Gun 1.","card_ev_300.swf","2010-06-24 05:44:30 UTC"
2040,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2041,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2042,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2043,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2044,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2045,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2046,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2047,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2048,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2049,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2050,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2051,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2052,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2053,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2054,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2055,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2056,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2057,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2058,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2059,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2060,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2061,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2062,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2063,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2064,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2065,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2066,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2067,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2068,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2069,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2070,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2071,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2072,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2073,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2074,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2075,1,5,2,5,0,"This card can be used as either a Sword 5 or a Gun 5.","card_ev_304.swf","2010-06-24 05:44:30 UTC"
2076,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2077,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2078,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2079,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2080,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2081,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2082,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2083,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2084,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2085,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2086,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2087,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2088,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2089,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2090,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2091,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2092,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2093,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2094,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2095,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2096,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2097,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2098,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2099,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2100,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2101,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2102,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2103,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2104,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2105,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2106,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2107,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2108,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2109,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2110,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2111,6,1,0,1,8,"Recover 3 HP.","card_ev_502.swf","2010-06-24 05:44:30 UTC"
2112,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
2113,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:30 UTC"
2114,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2115,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2116,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2117,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2118,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2119,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2120,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2121,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2122,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2123,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2124,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2125,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2126,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2127,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2128,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2129,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2130,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2131,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2132,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2133,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2134,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2135,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2136,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2137,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2138,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2139,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2140,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2141,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2142,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2143,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2144,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2145,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2146,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2147,6,5,0,1,5,"Draw 5 cards from the deck.","card_ev_000.swf","2010-06-24 05:44:31 UTC"
2148,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2149,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2150,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2151,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2152,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2153,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2154,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2155,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2156,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2157,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2158,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2159,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2160,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2161,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2162,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2163,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2164,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2165,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2166,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2167,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2168,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2169,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2170,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2171,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2172,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2173,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2174,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2175,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2176,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2177,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2178,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2179,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2180,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2181,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2182,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2183,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2184,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2185,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2186,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2187,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2188,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2189,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2190,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2191,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2192,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2193,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2194,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2195,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2196,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2197,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2198,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2199,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2200,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2201,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2202,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2203,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2204,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2205,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2206,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2207,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2208,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2209,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2210,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2211,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2212,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2213,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2214,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2215,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2216,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2217,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2218,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2219,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2220,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2221,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2222,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2223,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2224,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2225,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2226,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2227,2,1,3,1,0,"This card can be used as either a Gun 1 or a Shield 1.",,"2010-06-24 05:44:30 UTC"
2228,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2229,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2230,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2231,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2232,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2233,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2234,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2235,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2236,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2237,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2238,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2239,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2240,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2241,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2242,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2243,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2244,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2245,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2246,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2247,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2248,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2249,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2250,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2251,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2252,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2253,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2254,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2255,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2256,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2257,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
2258,1,1,1,1,0,"This card can be used as a Sword 1.",,"2010-06-24 05:44:27 UTC"
