"id","name","price","description","rm_item_type","item_id","num","order","state","image_url","tab","extra_id","view_frame","sale_type","deck_image_url","usd"
1772,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1773,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1774,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1775,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1776,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1777,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1778,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1779,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1780,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1781,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1782,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1783,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1784,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1785,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1786,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1787,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1788,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1789,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1790,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1791,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1792,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1793,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1794,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1795,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1796,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1797,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1798,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1799,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1800,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1801,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1802,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1803,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1804,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1805,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1806,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1807,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1808,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1809,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1810,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1811,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1812,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1813,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1814,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1815,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1816,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1817,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1818,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1819,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1820,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1821,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1822,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1823,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1824,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1825,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1826,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1827,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1828,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1829,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1830,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1831,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1832,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1833,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1834,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1835,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1836,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1837,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1838,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1839,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1840,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1841,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1842,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1843,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1844,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1845,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1846,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1847,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1848,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1849,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1850,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1851,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1852,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1853,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1854,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1855,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1856,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1857,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1858,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1859,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1860,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1861,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1862,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1863,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1864,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1865,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1866,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1867,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1868,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1869,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1870,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1871,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1872,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1873,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1874,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1875,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1876,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1877,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1878,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1879,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1880,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1881,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1882,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1883,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1884,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1885,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1886,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1887,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1888,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1889,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1890,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1891,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1892,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1893,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1894,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1895,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1896,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1897,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1898,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1899,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1900,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1901,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1902,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1903,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1904,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1905,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1906,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1907,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1908,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1909,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1910,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1911,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1912,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1913,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1914,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1915,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1916,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1917,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1918,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1919,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1920,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1921,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1922,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1923,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1924,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1925,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1926,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1927,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1928,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1929,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1930,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1931,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1932,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1933,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1934,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1935,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1936,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1937,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1938,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1939,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1940,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1941,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1942,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1943,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1944,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1945,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1946,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1947,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1948,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1949,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1950,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1951,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1952,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1953,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1954,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1955,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1956,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1957,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1958,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1959,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1960,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1961,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1962,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1963,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1964,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1965,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1966,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1967,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1968,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1969,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1970,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1971,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1972,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1973,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1974,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1975,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1976,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1977,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1978,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1979,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1980,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1981,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1982,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1983,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1984,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1985,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1986,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1987,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1988,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1989,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1990,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1991,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1992,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1993,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1994,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1995,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1996,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1997,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1998,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
1999,"dummy",0,"dummy",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
2000,"Witch's Secret Potion (1)",0.4,"A mysterious concoction which restores full AP.",0,3,1,0,2,"item_id003.png",11,0,0,0,,0.4
2001,"Witch's Secret Potion (10)",3,"A mysterious concoction which restores full AP.",0,3,10,1,2,"item_id003_.png",11,0,0,0,,3
2002,"Lucky Four-Leaf Clover (1)",0.2,"Reroll the dice in the bonus game.",0,4,1,0,2,"item_id004.png",11,0,0,0,,0.2
2003,"Lucky Four-Leaf Clover (10)",1.6,"Reroll the dice in the bonus game.",0,4,10,1,2,"item_id004_.png",11,0,0,0,,1.6
2004,"White Heath 5 (1)",0.2,"If you rolled within 5 points of the target, this item lets you roll again.",0,7,1,10,2,"item_id007.png",11,0,0,0,,0.2
2005,"White Heath 5 (10)",2,"If you rolled within 5 points of the target, this item lets you roll again.",0,7,10,11,2,"item_id007_.png ",11,0,0,0,,2
2006,"Skip Star",0.4,"Complete the bonus game.",0,8,1,20,2,"item_id008.png",11,0,0,0,,0.4
2007,"Skip Star (10)",3,"Complete the bonus game.",0,8,10,21,2,"item_id008_.png",11,0,0,0,,3
2008,"Greater Sands of Time (1)",0.2,"You will find all the quests you are searching for with this item.",0,12,1,0,2,"item_id012.png",11,0,0,0,,0.2
2009,"Greater Sands of Time (10)",2,"You will find all the quests you are searching for with this item.",0,12,10,1,2,"item_id012_.png",11,0,0,0,,2
2010,"Elixir (1)",0.1,"Fully recover a mid-quest character's HP.",0,17,1,10,2,"item_id013.png",11,0,0,0,,0.1
2011,"Elixir (10)",1,"Fully recover a mid-quest character's HP.",0,17,10,11,2,"item_id013_.png",11,0,0,0,,1
2012,"Träumerei's Portal",0.8,"Adds 10 to your quest's rate of progression.",0,22,1,10,2,"item_id022.png",11,0,0,0,,0.8
2013,"Daemon Slayer's Word (1)",3,"Advance 1 quest area.",0,23,1,11,2,"item_id024.png",11,0,0,0,,3
2014,"Ghost Compass (1)",0.6,"If you achieve the requires progression level, this area's boss quest will appear.",0,24,1,12,2,"item_id023.png",11,0,0,0,,0.6
2015,"Rare Card Ticket (10)",2.6,"Lottery ticket (10).",0,9,10,0,2,"item_id009_10.png",11,0,0,0,,2.6
2016,"Rare Card Ticket (30 + 4 + α)",7.2,"Lottery ticket (30 + 4), Seal of Hades (1)",0,9,34,0,2,"item_id009_30.png",11,78,0,0,,7.2
2017,"Rare Card Ticket (50 + 8 + α)",12,"Lottery ticket (50 + 8), Seal of Hades (2)",0,9,58,1,2,"item_id009_50.png",11,79,0,0,,12
2018,"Memory Fragment (1)",0.6,"A fragment of memory packed with one's life's works.",4,10006,1,0,2,"chara_id10006.png",11,0,0,0,,0.6
2019,"Memory Fragment (12)",6,"A fragment of memory packed with one's life's works.",4,10006,12,1,2,"chara_id10006_12.png",11,0,0,0,,6
2020,"Time Fragment (1)",0.8,"A fragment of time itself, necessary to reverse the flow of a moment.",4,10007,1,2,2,"chara_id10007.png",11,0,0,0,,0.8
2021,"Time Fragment (12)",8,"A fragment of time itself, necessary to reverse the flow of a moment.",4,10007,12,3,2,"chara_id10007_12.png",11,0,0,0,,8
2022,"Soul Fragment (1)",1,"A fragment of a lost soul.",4,10008,1,4,2,"chara_id10008.png",11,0,0,0,,1
2023,"Soul Fragment (12)",10,"A fragment of a lost soul.",4,10008,12,5,2,"chara_id10008_12.png",11,0,0,0,,10
2024,"Settler's Bracelet I",0.8,"Allows you to search for 1 additional quest simultaneously. Effective for 30 days.",0,9,1,3,2,"item_id013.png",11,0,0,0,,0.8
2025,"Settler's Bracelet II",1.4,"Allows you to search for 2 additional quests simultaneously. Effective for 30 days.",0,9,1,4,2,"item_id013.png",11,0,0,0,,1.4
2026,"Settler's Bracelet III",1.8,"Allows you to search for 3 additional quests simultaneously. Effective for 30 days.",0,9,1,5,2,"item_id013.png",11,0,0,0,,1.8
2027,"Tiara of Mystery I",0.8,"Time required to find quests is reduced by 30%. Effective for 30 days.",1,57,1,100,2,"chara_id1003.png",11,0,0,0,,0.8
2028,"Tiara of Mystery II",1.4,"Time required to find quests is reduced by 50%. Effective for 30 days.",1,58,1,101,2,"chara_id1004.png",11,0,0,0,,1.4
2029,"Tiara of Mystery III",1.8,"Time required to find quests is reduced by 75%. Effective for 30 days.",1,59,1,102,2,"chara_id1005.png",11,0,0,0,,1.8
2030,"Fairy Familiar I",0.8,"Allows you to search for 1 additional quest simultaneously. Effective for 30 days.",1,60,1,103,2,"chara_id1006.png",11,0,0,0,,0.8
2031,"Fairy Familiar II",1.4,"Allows you to search for 2 additional quests simultaneously. Effective for 30 days.",1,61,1,104,2,"chara_id1007.png",11,0,0,0,,1.4
2032,"Fairy Familiar III",1.8,"Allows you to search for 3 additional quests simultaneously. Effective for 30 days.",1,62,1,105,2,"chara_id1008.png",11,0,0,0,,1.8
2033,"Witch Earings I",0.8,"AP recovery time is reduced by 10 minutes. Effective for 30 days.",1,63,1,106,2,"chara_id1009.png",11,0,0,0,,0.8
2034,"Witch Earings II",1.4,"AP recovery time is reduced by 15 minutes. Effective for 30 days.",1,64,1,107,2,"chara_id1010.png",11,0,0,0,,1.4
2035,"Witch Earings III",1.8,"AP recovery time is reduced by 20 minutes. Effective for 30 days.",1,65,1,108,2,"chara_id1011.png",11,0,0,0,,1.8
2036,"Lucky Wand I",0.8,"GEM received after battles is increased by 50%. Effective for 30 days.",1,66,1,109,2,"chara_id1012.png",11,0,0,0,,0.8
2037,"Lucky Wand II",1.4,"GEM received after battles is increased by 100%. Effective for 30 days.",1,67,1,110,2,"chara_id1013.png",11,0,0,0,,1.4
2038,"Lucky Wand III",1.8,"GEM received after battles is increased by 200%. Effective for 30 days.",1,68,1,111,2,"chara_id1014.png",11,0,0,0,,1.8
2039,"Eyepatch (White)",0.8,"This eyepatch can also be used as a wound dressing.",1,79,1,200,2,"chara_id1015.png",11,0,0,0,,0.8
2040,"Medium-Length Hair (Brown)",0.8,"A sensible hairstyle.",1,72,1,201,2,"chara_id1021.png",11,0,0,0,,0.8
2041,"Medium-Length Hair (White)",0.8,"A sensible hairstyle.",1,73,1,202,2,"chara_id1023.png",11,0,0,0,,0.8
2042,"Pigtails (Blonde)",0.8,"A dignified hairstyle.",1,75,1,203,2,"chara_id1030.png",11,0,0,0,,0.8
2043,"Pigtails (Brown)",0.8,"A dignified hairstyle.",1,76,1,204,2,"chara_id1031.png",11,0,0,0,,0.8
2044,"Ticket (1)",0,"Administrative Use",0,9,1,0,2,"item_id003.png",11,0,0,0,,0
2045,"Heath 3 (1)",0,"Administrative Use",0,6,1,0,2,"item_id003.png",11,0,0,0,,0
2046,"Heath 1 (1)",0,"Administrative Use",0,5,1,0,2,"item_id003.png",11,0,0,0,,0
2047,"Long Hair (Blonde)",0.8,"A mature hair style.",1,89,1,205,2,"chara_id1040.png",11,0,0,0,,0.8
2048,"Long Hair (White)",0.8,"A mature hair style.",1,90,1,206,2,"chara_id1043.png",11,0,0,0,,0.8
2049,"Long Hair (Black)",0.8,"A mature hair style.",1,91,1,207,2,"chara_id1047.png",11,0,0,0,,0.8
2050,"Glasses (Blue)",0.6,"Normal spectacles that improve your eyesight.",1,92,1,208,2,"chara_id1017.png",11,0,0,0,,0.6
2051,"Glasses (Red)",0.6,"Normal spectacles that improve your eyesight.",1,93,1,209,2,"chara_id1018.png",11,0,0,0,,0.6
2052,"Mysterious Closet",1.4,"Allows you to keep 5 more items of avatar clothing.",0,37,1,30,2,"item_id037.png",11,0,0,0,,1.4
2053,"Casual Short Hair (Blonde)",0.8,"A silky hair style.",1,103,1,210,2,"chara_id1050.png",11,0,0,0,,0.8
2054,"Casual Short Hair (Blue)",0.8,"A silky hair style.",1,104,1,211,2,"chara_id1052.png",11,0,0,0,,0.8
